offset_hex,line,layout,max_len,source_en,fr_text,fr_len,overflow
0x033D5B,5856,dialogue_19_19,11,MewTwo:....,MEWTWO : ...,12,YES
0x033D67,4036,dialogue_19_19,247,"There you are Ash! It seems TeamRockethas appeared again,they've gone to    Indigo Plateau. Oh!And I have some-   thing for you as   well, here's a passto go to Navel RockYou can get there  by the S.S. Anne.  I'll see you at    Indigo Plateau Ash.",OLGA : Mewtwo\ncausait tout ça.,35,
0x033E5F,4047,dialogue_19_19,74,"Hello, May I see   your pass for NavelRock?              ...Thank you sir!",Un Ticket Mystik ? Monte à bord ! Bienvenue à nouveau sur l'Océane !,71,
0x033EAA,4052,dialogue_19_19,63,000000000000000000000000000000000000000000000000000Ho-oh: Kwee!,HO-OH : ...,11,
0x033EEA,4053,dialogue_19_19,13,Lugia: Roar!!,LUGIA : ...,11,
0x033EF8,4054,dialogue_19_19,76,"Welcome to Navel   Rock! If you'd liketo leave, just     board the S.S.Anne.",Quel voyage !\nOlga est revenue :\nla Ligue rouvre !,55,
0x033F45,6119,dialogue_19_19,127,"000000000000000000000<B2FC><BDAB>:<B0D2><B0D3><B0FC><B0DB><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B1C2><B0C2><BAE8><B0AF><B1E1><B1AD><B4F7><B2FC><BDAB>!<B2BD><B2B6><B8A4><B3D4><B3EE><B8AC><B0BC><B0D5><B0D6>,<B2CB><B1C2><B1C9><B4AA><B0F8><B2AB><B2CB><B0C5><B0BC><B0A1><B0A2><B0B2><BBF7><B0CE><B2C1>!<B3BC><B3BC><B5EB><BAB8><B0BE>!","OLGA : Bienvenue !\nJe zuis OLGA,\ndu Conzeil des 4 !\nMa glaze va figer\ntoute ton équipe !\nAch ! Z'est parti !",114,
0x033FC5,6127,dialogue_19_19,57,"<0A><B2FC><BDAB>:<B0C5><B0DB><B3D5><B0C2><B2AF><B1E6><B2B5><B0C1>?...<B1B4><B0BE>,<B1C2><B3F1><B0F8><B2AB><B3FE><B0F9><B1D1><B0BA><B9EA><BAF1><B3DD><B3DE><B0BE>",OLGA : Tu es fort.\nZ'est bien.\nJ'ai perdu.\nPasse à la suite !,75,YES
0x033FFF,6133,dialogue_19_19,127,"<0A><B0D6><BBC0>:<B1C2><B0C2><B3BB><B0AF><B1E1><B1AD><B4F7><B0D6><BBC0>!<B0CE><B3A4><B0C2><B0A1><B0A2><B1CB><B2B5><B2BE><B0C3><B0F2><B4B7><BDEC><B2C5><B1C0><B0EC><B3D6><B0BC><B3F7><B2C9>,<B2AB><BAC4><B0EE><B0DC><BDEC><B2C5><B2A1><B1C2><B0BC><B0A1><B0A2><B3B2><B1C9><B0A5>!<B0C5><B0C2><B0B6><B0B7><B0BE>,<B0FC><B7EA><B7EA><B1C2><B2EF><B0BC><B4E4><B8B2><B0E3><B3EC><B0BE>!","ALDO : Je suis ALDO\ndu Conseil des 4 !\nMes Pokémon et moi,\non adore la muscu !\nSacha, en garde !\nÀ table !",104,
0x03407F,6141,dialogue_19_19,65,"<0A><B0D6><BBC0>:<B0DB><B3D5><B0C2><B2D0><B1E6><B2A3><B1D5>?<B1C2><B7D5><B2AA><B3F1><B0F8>...<B2A9><B2AA><B3F1><B0F8>,<B1C2><B3E6><B1EF><B0DE><B1E7>,<B0C5><B2AB><B3DD><B3DE><B0BE>!",ALDO : Perdu...\nBien joué !\nLa suite t'attend.,56,
0x0340C1,6146,dialogue_19_19,167,"<0A><BADE><B1DF>:<B1C2><B0C2><B7B2><B0AF><B1E1><B1AD><B4F7><BADE><B1DF>,<B1F1><B1E7><B1F5><B2D5><B2D6><B0BC><B1BE><B1C3><B1C4><B1C5><B0D0><B2C4><B5F2><B0C5>!<B1BE><B1C3><B1C4><B1C5><B0DF><B3DD><B0C2><B0D0><B2C4><B2C9><B0BC><B1DD><B2B5>!<B2F5><B0B8><B0FD><B0CE><B0A4><B0FC><B0F8>,<B0E4><B2BE><B0C2><B2B4><B0C0><B0C1><B0A1><B0A2><B2F1><B2F2><B0C2><B0CE><B0F1><B0BC>!<B0A1><B0A2><B0C2><B0C3><B1A8><B0FC><B0F2><B4B7><B0BC>!<B2CB><B1C2><B0FC><B7DB><B0C5><B1F5><B2BA><B0BC><B0F2><B4B7><B0BE>!",AGATHA :\nConseil des 4 !\nCHEN mise sur toi.\nCe vieux machin\nétait fort et beau.\nMais le Pokédex\nne suffit pas :\nles Pokémon\nservent au combat !\nMontre-moi\nce que tu vaux !,206,YES
0x034169,6159,dialogue_19_19,157,"<0A><BAF4><B6A6><BBCF>:<B0C5><B0C2><B0B6><B0B7>?<B1C2><B0C2><B6D9><B0AF><B1E1><B1AD><B4F7><BADE><B1DF><BAF4><B6A6><BBCF>,<B0C5><B6B9><B3B3><B2D7><B1A4><B6D9><B0C2><B6DD><BCB3><B6F2><B1E7><B0DC><B0BC><B1C9><B0C1>,<B3F7><B4A7><B2C0><B3A8><B6A3><B6D8><B0BC><B1B4><B1D2><B0C2><B1AD><B0F9><B6A7><B1D1>!<B1D1><BAFD><B0BC><B4AB><B4AC><B0E7><B6D9><B0AF><B0C2><B2B6><B1A8><B0BC>!<B1D9><B1DA><B0BE>,<B1C2><B1F9><B2CB><B0C5><BCBB><B1C7><BBD0><BBC0><B3EF><B8B9><B0BC>!","PETER :\nJe dirige\nle Conseil des 4 !\nLes dragons sont\ndes êtres sacrés.\nDurs à capturer,\nils sont presque\ninvincibles !\nLe glas sonne...\nTu vas perdre !",186,YES
0x034207,6171,dialogue_19_19,118,<0A><BAF4><B6A6><BBCF>:<B4A4><B2AA><B4A7><B3D4><B3A8><B0C5><B0BC><B4BF><B1AE><B1D1><B9D7>!<B0CE><B3D4><B0C3><B1D7><B2EA><B0EA><B1F5><B2BA><B0BC><B4A1><B4A2><B2AB><B6B9><B3B3><B3DE><B5BB><B4A1><B4A2><B0BC><B9EA><BAF1><B0CF><B6A2><B0BF><B4A8><B0BC><B2DE><B2C5><B2DF>!!<B1F0><B2B2><B0C5><B2BB><B1D1><B7D4><B0CF><B6A2><B1C2><B2EF><B1E1><B1AD><B4F7>!,"PETER : Bien joué !\nMais pour être\nle vrai Champion,\nbats le Dresseur\nqui nous a vaincus.\nIl t'attend\ndans la salle\nsuivante !",143,YES
0x03427E,4068,dialogue_19_19,368,"Jesse: Long time nosee brat! Our boss has disbanded Team Rocket because of  you!               James: We plan to  take over Indigo   Plateau and make   sure Team Rocket   takes its place as true Pok@mon mast- ers. We can't allowa dreadful little  twerp such as your-self stand in our  way!               Meowth:Hehe, you   don't stand a      chance against     Meowth!","SACHA : C'est vous, les nouveaux Champions ? Hein ? Vous êtes...",69,
0x0343EF,4074,dialogue_19_19,140,"James: Again! We   lost again to this twerp!             Jesse&James: Looks like Team Rocket's blasting off again!Meowth:Hey,Wait forMeowth!",JAMES : Encore battus ! Va défier le nouveau chef !,55,
0x03447C,6181,dialogue_19_19,241,"0000000000000000000000000000000000000000000000000000000000000<B1BE><B1C3><B1C4><B1C5>:<B0C5><B5B0><BDF2><BDF2><B2BA><B2BA><B0BC><B3F5><B0F8>!<BBA6><B6EB><B0C5><B0B6><B0B7>,<B1FA><B0C5><B2BF><B1D9><B1DA><B2C1><B0DB><B2B2><B2C2><B2C3><B1D9><B1DA><B0DB><B2F5><B0B8><B0C5><B1F5><B0BC><B3D6><B2C9><B0F8>,<B6B9><B3B3><B1E7><B0C5><B2EB><B1BE><B0F8>!<B0B6><B0B7>,<B0C5><B0EC><B2E4><BBD4><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B0CE><B0C2><B0C5><B1D1><B0BA><B2B5><B0BC><B0E3><B3EC>!<B0C2><B0C5><B2A1><B0A1><B0A2><B3E3><BAF1><BDF5><B7FC><B0BC><B5EA><B7AB>!<B0B6><B0B7><B0C5><B2A2><B1C2><B0FC>!","PROF. CHEN : Bravo,\nSacha !\nAvec Pikachu,\ntu as tant grandi !\nGrâce au lien noué\navec tes Pokémon,\ntu as gagné !\nSuis-moi !",143,
0x03456E,6191,dialogue_19_19,117,"<0A><B1BE><B1C3><B1C4><B1C5>:<B0B6><B0B7>,<B0C5><B2A5><B3D4><BAB4><BBC8><B0BC><B0F2><B4B7>!<B1CE><B1FE><B6C9><B2EA><B0EA><B3CE><B3CF><B4A1><B4A2>!<B0B8><BDE7><B2F8><B2F9><B0F9><B0B6><B0B7><B0BC><B3B1><B9B1><B2A1><B0A1><B0A2><B0BC><B3B1><B9B1><B0BE>!<B0C9><B1C2><B1D1><B0E8><B2A3><B1BF><B0BE>,<B0C5><B1DB><B1DB><B1D1><B2B1><B3F7><B1D7><B0C5>","PROF. CHEN : Bravo,\nSacha !\nTe voilà Champion\nde la Ligue !\nNotons vos noms.\nPuis rentrons :\nta mère t'attend.",131,YES
0x0345E4,6200,dialogue_19_19,113,"<0A><B1DB><B1DB>:<B1C2><B1F1><B1E7><B0C5><B0C3><B0C7><B6CA><B8FD><B4D1><B0BC><B0A7><B0A8><BDE0><B4BF><B1D9><B2F4><B6C1><B3FB><B0F2><B3B1><B1C1><B2C2><B6A8><B8EE><B0BC><B2DE><B2C5><B2DF>!<B1F1><B1E7><B1F0><B0BC><B0A1><B0A2><BDFA><B6C9><B2BD><B2B6><B0AE><B1B6><B2B5><B0CF><B6A2><B3D4>,<B0C5><B8F9><B4B1><B0C3><B0B6><B0DD><B2AC>...","MAMAN : Kameiyu, chez Nanjing Tech à Céladopole, aurait des Pokémon invaincus. Tu vas le défier ? Prudence...",125,YES
0x034656,6203,raw,74,"<0A><B2C2><B6A8><B8EE>:<B0B6><B0B7>,<B1C2><B2D7><B1A4><B0C5><B1D1><B2B1><B1F9><B0FC><B0BC>!<B0EE><B1D1><B0F2><B6B9><B3B3><B2B6><B0AE><B3BD><B6DA><BDDD><BDFB><B0BE>!!<B0FC><B0BE>,<BAFA><BAFB><B1B4><B0F8><B0D7>?","KAMEYU : Sacha, je savais que tu viendrais ! Prêt ?",51,
0x0346A1,4084,dialogue_19_19,151,"You're amazing! It seems you've earnedthe respect of the Legendary Pok@mon! If you can find allthe Pok@mon in     Kanto, return and  speak to me again!","KAMEIYU : Bravo ! Tu es sans rival à Kanto. Pourtant, il y a plus fort ailleurs. Hoenn a d'autres Pokémon. Reviens, Pokédex complet.",141,
0x034739,4100,dialogue_19_19,104,"You are a true Pok@maniac! You have   earned this Pok@-  mon's respect, it  would like to come with you.","KAMEIYU : Hoenn a d'autres Pokémon. Finis ton Pokédex, puis reviens.",70,
0x0347A2,4110,dialogue_19_19,26,Please take care   of Mew!,KAMEIYU : Bravo ! Le Pokédex de Kanto est complet. Ce Mew est à toi !,68,YES
0x0347BD,4115,dialogue_19_19,13,Recieved Mew!,Mew reçu !,10,
0x0347CB,6206,dialogue_19_19,149,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<B1DB><B1DB>:<B0C5><B3A6><B2EA><B0A1><B0A2><B2F1><B2F2><B0F8><B0D7>?,MAMAN :\nTu as terminé\nle Pokédex ?,50,
0x034862,4116,dialogue_19_19,16,Great job Champ!,"ARBITRE : Bravo,\nChampion !",29,YES
0x034873,4117,dialogue_19_19,19,Farewell traveller!,"KAMEIYU : D'accord, je m'avoue vaincu ! Content ?",47,YES
0x034887,4118,dialogue_19_19,45,00000000000000000000000000Take care of Eevee!,BEIBEI : Tu es vraiment formidable !,50,YES
0x0348B5,4119,dialogue_19_19,37,Your Pok@mon can   fly you anywhere. ,XIAO LI : Arrête !\nOu j'appelle\nla police !,49,YES
0x034927,4130,dialogue_19_19,6,<B2C1><B0DB><B3E6>,Rien obtenu.,12,YES
0x03492F,4131,dialogue_19_19,11,A Pok@ball!,Poké Ball reçue !,17,YES
0x03493B,4132,dialogue_19_19,13,A Great Ball!,Super Ball reçue !,18,YES
0x034949,4133,dialogue_19_19,9,UltraBall,Hyper Ball reçue !,18,YES
0x034953,6211,dialogue_19_19,10,<B2C1><B0DB><B1BE><B2DF><B0BD>,Master Ball reçue !,19,YES
0x03495F,4134,dialogue_19_19,9,A Potion!,Potion reçue !,14,YES
0x034969,5855,dialogue_19_19,9,S.Potion!,Super Potion\nreçue !,26,YES
0x034973,4135,dialogue_19_19,13,00A H.Potion!,Hyper Potion\nreçue !,26,YES
0x034981,6212,dialogue_19_19,14,00<B2C1><B0DB><B3F2><B1BE><B9C7><BBB9>,Potion Max reçue !,18,YES
0x034990,4136,dialogue_19_19,12,An Antidote!,Antidote reçu !,15,YES
0x03499D,4137,dialogue_19_19,21,000000000000A S.Heal!,Réveil reçu !,13,
0x0349B3,5448,dialogue_19_19,11,00Ice Heal!,Antigel reçu !,14,YES
0x0349BF,6213,dialogue_19_19,12,00<B2C1><B0DB><BAE7><B9C7><BBB9>,Anti-Brûle reçu !,17,YES
0x0349CC,4138,dialogue_19_19,13,0A Full Heal!,Total Soin reçu !,17,YES
0x0349DA,4139,dialogue_19_19,10,0A Revive!,Rappel reçu !,13,YES
0x0349E5,6214,dialogue_19_19,12,00<B2C1><B0DB>PP<B4C7><B4C8>,PP Plus reçu !,14,YES
0x0349F2,6215,dialogue_19_19,11,<0A><B2C1><B0DB>PP<B3F2><B1BE>,PP Max reçu !,13,YES
0x0349FF,4140,dialogue_19_19,13,A Rare Candy!,Super Bonbon reçu !,19,YES
0x034A0D,4141,dialogue_19_19,11,Fire Stone!,Pierre Feu reçue !,18,YES
0x034A19,4142,dialogue_19_19,11,Water Stone,Pierre Eau reçue !,18,YES
0x034A25,4143,dialogue_19_19,11,Thun.Stone!,Pierre Foudre\nreçue !,26,YES
0x034A31,4144,dialogue_19_19,11,Leaf Stone!,Pierre Plante\nreçue !,26,YES
0x034A3D,4145,dialogue_19_19,11,Moon Stone!,Pierre Lune reçue !,19,YES
0x034A49,6216,dialogue_19_19,8,<B2C1><B0DB><B2E0><B2E1>,Colis Chen reçu !,17,YES
0x034A52,6218,dialogue_19_19,13,<0A><B2C1><B0DB><B0A1><B0A2><B2F1><B2F2>,Pokédex reçu !,14,YES
0x034A60,6219,dialogue_19_19,9,<0A><B2C1><B0DB><B3BB><B2F1>,Carte reçue !,13,YES
0x034A6A,6220,dialogue_19_19,13,<0A><B2C1><B0DB><BADE><B1B2><B5AB><B1B2>,Nautile reçu !,14,YES
0x034A78,6222,dialogue_19_19,13,<0A><B2C1><B0DB><BADF><BBBE><B5AB><B1B2>,Fossile Dôme reçu !,19,YES
0x034A86,6223,dialogue_19_19,9,<0A><B2C1><B0DB><B6F6><B6F7>,Passe Bateau reçu !,19,YES
0x034A90,6224,dialogue_19_19,11,<0A><B2C1><B0DB><B8E9><B8EA><B5F7>,Eau Fraîche reçue !,19,YES
0x034A9C,6225,dialogue_19_19,13,<0A><B2C1><B0DB><B0A1><B0A2><B6EE><B8D1>,Scope Sylphe reçu !,19,YES
0x034AAA,6226,dialogue_19_19,11,<0A><B2C1><B0DB><B0A1><B0A2><B8DF>,Poké Flûte reçue !,18,YES
0x034AB6,6227,dialogue_19_19,9,<0A><B2C1><B0DB><B7BB><B9F9>,Dent d'Or reçue !,17,YES
0x034AC0,6228,dialogue_19_19,13,<0A><B2C1><B0DB><B1D6><B9ED><B6F6><B6F7>,Ticket Mystik\nreçu !,25,YES
0x034ACE,6229,dialogue_19_19,11,<0A><B2C1><B0DB><B1A9><B1AA><B1AB>,CS01 : Coupe !,14,YES
0x034ADA,6230,dialogue_19_19,11,<0A><B2C1><B0DB><B1AC><B1AD><B1AE>,CS02 : Vol !,12,YES
0x034C03,6231,dialogue_19_19,5,<B0D2><B0D3>!,Bienvenue !,11,YES
0x034C09,6232,dialogue_19_19,35,<0A><B0D2><B0D3>!<B0DB><B0A1><B0A2><B0DC><B0DD><B0DE><B0DF><B0E0><B0E1><B0A1><B0A2><B0BC><B0E2><B0E3>.,"Bienvenue !\nAu Centre Pokémon,\nnous soignons tous\nles Pokémon !",70,YES
0x034C2D,6238,dialogue_19_19,29,<0A><B7C5><B0BC><B0A1><B0A2><B1C0><B0A1><B6DD><B0F8>!!<B0D2><B0D3><B0E4><B0E5>!!,Merci !\nToute ton équipe\na la super pêche !\nÀ bientôt !,68,YES
0x034C4B,6244,dialogue_19_19,41,"<0A><B0E7><B0CE><B0E8>,<B0E9><B0EA><B0EB><B0EC><B0AD><B0ED><B0EE><B0BF><B0EF><B0F0><B0CE><B0EC><B0F1><B0E7><B0F2>...","Désolé, les combats\nne sont pas encore\ndisponibles ici...",56,YES
0x034C75,6249,dialogue_19_19,32,<0A><B0F3><B0F4><B0EB><B0F5><B0F6><B0F7><B0F8>...<B0F9><B0FA><B0FB><B0FC><B0FD><B0FD><B0BE>,La machine de Troc\nest aussi en panne.\nReviens plus tard.,56,YES
0x034C96,6254,dialogue_19_19,15,<0A><B0D2><B0D3>!<B0D4><B0D5><B0D6><B0D7>?,Salut !\nJe peux t'aider ?,36,YES
0x034CA6,6256,dialogue_19_19,11,<0A><B0D8><B0D8><B0D9><B0DA>!!,Merci !\nÀ bientôt !,30,YES
0x034CB3,5186,dialogue_19_19,84,Technology's great!You can now store  and recall items   and Pok@mon as data via PC!,"Moi aussi, j'élève\ndes Pokémon forts.\nFini les brimades !",57,
0x034D08,5200,dialogue_19_19,67,See those ledges?  It's a bit scary   but you can jump   from them.,Poké Balls en vente à la Boutique !,34,
0x034D3A,5211,dialogue_19_19,17,jump   from them.,Un Pokémon choyé\ns'attachera à toi.,37,YES
0x034D4C,5224,dialogue_19_19,85,"Hi! I work at the  Pok@Mart. It's a   convenient shop,youshould come and    visit us.","Voler fait peur,\nmais te ramène vite\nà Bourg Palette.",54,
0x034DA2,5354,dialogue_19_19,66,"Using Pok@balls,youcan carry and use  Pok@mon any time,  anywhere!","Chenipan n'est pas venimeux. Aspicot, si !",42,
0x034DE5,5240,dialogue_19_19,56,"This GYM is always closed, I wonder   who the Leader is?",Cette Arène Pokémon\nreste fermée.\nQui est donc\nle Champion ?,70,YES
0x034E1E,5367,dialogue_19_19,19,I like this museum.,Un os de dragon !\nJe l'ai trouvé !,35,YES
0x034E32,5368,dialogue_19_19,32,0My Dad loves       Pok@mon too.,Une Potion soigne les Pokémon épuisés.,46,YES
0x034E55,6257,dialogue_19_19,23,<0A><B0B6><B8BB><B6E5><B3F7><B0B6><B3A8><B3DD><B9F9><B3F7><B3ED><B3EE>,"Rattata est petit,\nmais ses crocs\nsont redoutables !",56,YES
0x034E6D,6262,dialogue_19_19,28,"<0A><B3CA><B3CB><B4D8><B4D9><B0C2><B1AD><B2AA><B0BC><B4D3><BDFE>,<B0B6><B0DD><B2AC>",La Forêt de Jade\nest un vrai\nlabyrinthe.\nSois prudent !,71,YES
0x034E8B,5247,dialogue_19_19,44,The HM Flash lightseven the darkest   caves.,La capacité Coupe\ntranche ces arbres.,38,
0x034EB8,6267,dialogue_19_19,54,<B0AE><B0BC><B0A1><B0A2><B2BE><B0B8><B4D8><B4D9><B1CB><B9AB><B4FB><BDB8><B1C9><B4E0><B0C3><B2C1><B0DB><B2CC><B0C8><B0BC><B0A1><B0A2><B2AB><B0C3><B0C8><B7C3><B7C3>,Certains Pokémon\nvivent seulement\ndans les forêts\nou les grottes.\nExplore partout\npour les trouver !,113,YES
0x034EEF,6272,dialogue_19_19,40,"<0A><B1E7><B0E8><B1B2><B6DC><B8E9><B1F8><B3F7><B5AC><B0BC>,<B0A1><B0A2><B1A8><B4BE><B0E4><B1AE><B0EC><B0FD><B4C4><B0BE>","Cette grotte est\ntrès sombre.\nAvec Flash,\nun Pokémon peut\nl'éclairer.",87,YES
0x034F18,5385,dialogue_19_19,31,Poliwrath is my    best friend!,Ah... Ces machines\nsont captivantes...,38,YES
0x034F38,5256,dialogue_19_19,45,000000000000000Did you check out  the Museum?,Les Scouts d'ici\nsont forts.\nMais Pierre est\nredoutable !,69,YES
0x034F66,4206,dialogue_19_19,24,Welcome to Pewter  City.,Pas de Pokémon\nsauvage au jardin !,38,YES
0x034F7F,4216,dialogue_19_19,27,This road leads to Route 3.,"Ce Pokémon, je l'ai eu par échange.",34,YES
0x034F9B,4221,dialogue_19_19,33,I heard Team Rocketis at Mt.Moon!,Certains Pokémon\nn'obéissent pas...\nUn Badge aiderait !,57,YES
0x034FBD,4228,dialogue_19_19,16,Tickets are 50$.,L'enfant paie 50 $. Tu veux visiter ?,36,YES
0x034FCE,4233,dialogue_19_19,17,Enjoy your visit!,50 $ reçus. Merci !,19,YES
0x034FE0,6279,dialogue_19_19,6,<B0FB><B0FC><B2AC>,À bientôt !,11,YES
0x034FE7,4234,dialogue_19_19,38,Team Rocket is     always in the news!,"Ce mois-ci, on part dans l'espace !",34,
0x03500E,4235,dialogue_19_19,38,You can carry six  Pok@mon at the most,Trop de Pokémon ? Envoie-les au PC.,36,
0x035035,4240,dialogue_19_19,18,See ya around kid!,Tu peux voyager\navec six Pokémon.,36,YES
0x035048,4246,dialogue_19_19,46,Only the Pok@mon   champion is allowedin here!,J'entends souvent\nd'étranges bruits.,37,
0x035077,6280,dialogue_19_19,68,"000000<B6C6><B0CE><B8E7><B0F8>,<B0EE><B1BF><B2B5><B1B6><B5EF><B0F8>!<B0C2><B5A2><B5A3><B5A4><B5A5><B0BC>!<B1D8><B1A7><B0C2><B5EC><B4B0><B0F6><B0C6><B5A2><B5A3><B5A4><B2B6><B2B7><B2B8>!",Ces pauvres gens\nont été volés.\nL'odieuse\nTeam Rocket\nest derrière tout\nça. Même la police\na du mal à lutter !,133,YES
0x0350BD,4256,dialogue_19_19,24,Welcome to Ceruleancity!,"Toi aussi, tu as des Pokémon ? Entraîne-les bien !",57,YES
0x0350D6,5291,dialogue_19_19,47,Girl:The life of a trainer is tough   isn't it?,Tu veux compléter ton Pokédex ? Génial !,46,
0x035106,4261,dialogue_19_19,27,I care for injured Pok@mon.,"Rouler à vélo, c'est un vrai plaisir !",47,YES
0x035122,6293,dialogue_19_19,22,0000<B1C2><B0BC><B2F3><B3A9><BCB2><B3F7><B9D3><B7EE><B2DD>,Mon vélo est magnifique !,31,YES
0x03513A,4266,dialogue_19_19,25,Why would they do  this!?,La Team Rocket fait\ncreuser les Pokémon\npour une raison...\nPas nette !,68,YES
0x035154,5297,dialogue_19_19,51,"Those miserable    Rockets! They stoleour ""Dig"" TM!","Sans l'objet volé, il faudra tout abandonner...",51,
0x035188,6298,dialogue_19_19,35,0000000<B8F3>...<B3F2><B0CD><B2B6><B0AE><B2F4><B1C9><B2AF><B1E6><B1D5><B7AB>...,Pff... Rien de neuf\nces temps-ci...,34,
0x0351AC,6303,dialogue_19_19,30,<0A><B1C2><B2CE><B0C2><B6A3><B6D8><B0CE><B1B4><B1C2><B0BC><B7FC><BEA7><B6AD><B1DF>...,Je n'arrive pas\nà bien élever\nmon Bulbizarre...,55,YES
0x0351CB,6312,dialogue_19_19,26,<0A><B2CB><B0A1><B0A2><B3DE><B5AB><B2F1><B2F2><B0DE><B0DF><B2FB><B2FC>...,Fais évoluer\ntes Pokémon :\nle Pokédex avance !,57,YES
0x0351E6,6317,dialogue_19_19,30,<0A><B1F1><B1E7><BDE3><BDE4><B2D6><B0A4><B2F5><B3D4><B8BD><B0A2><B0A1><B0A2><B1EB>...,Des Pokémon Spectre\nseraient apparus\nà Lavanville...,53,YES
0x035206,5263,dialogue_19_19,56,Pok@mon spirits    have been seen in  the Pok@mon Tower.,"À Lavanville,\nla Tour Pokémon\nest un cimetière.",55,
0x03523F,5283,dialogue_19_19,57,I think they are   spirits of Pok@mon the Rockets killed.,Des spectres rôdent\nà la Tour Pokémon.\nCe sont sûrement\ndes Pokémon tués\npar la Team Rocket.,95,YES
0x035279,4276,dialogue_19_19,26,Do you believe in  Ghosts?,Tu crois vraiment\naux spectres ?,33,YES
0x035294,4280,dialogue_19_19,37,May the souls of   Pok@mon rest easy.,Jamais je ne pardonnerai à la Team Rocket d'avoir tué la mère d'Osselait !,88,YES
0x0352BA,4281,dialogue_19_19,19,Get out of the way!,La ville est\nen état de siège !,37,YES
0x0352CE,6322,dialogue_19_19,21,0<B0A1><B0A2><B8BE><B0AE><B3F7><B0C8><B8BD><B0A2><B1A9><B1C6>,La Tour Pokémon\nabrite beaucoup\nde Spectres.,50,YES
0x0352E4,6327,dialogue_19_19,80,<0A><B0EE><B0BA><BDE3><BDE4><B2D6><B3F2><B0AE><B3B1><B0BC><B8BE><B0F6><B0C2><B0C0><B0C1><B0A1><B0A2><B0BC><BEA8><B6FE>...<B2B5><B2EF><B1D2><B8C1><BEAA><B0BC><B0A1><B0A2><B8DD><B0DB><B0EE><B8BD><B0A2><B8BE><B0FC><B8C3><B9D2><BEAB><B6B4>,Ici reposent\nles Pokémon.\nLa Tour est un lieu\nde recueillement.,74,
0x035335,6337,dialogue_19_19,31,<0A><B8B8><B1F8><B2CE><B2B5><B0DE><B0DF><B8BF><B8C0><B0DE><B8BB><B0DE><B8BB><B0BC><B0A2><B8C6>,M. Fuji peut\napaiser l'âme\nd'Osselait.,49,YES
0x035355,4282,dialogue_19_19,26,Silph Co. is very  famous.,La Team Rocket...\nQuels sales types !,38,YES
0x035370,4283,dialogue_19_19,38,The Rockets just   came and took over!,Tu vas défier la Team Rocket ? Bravo !,45,YES
0x035397,4284,dialogue_19_19,29,There's two gyms inthis city.,J'ai vu le chef de la Team Rocket entrer ici...,51,YES
0x0353B5,4293,dialogue_19_19,30,That group needs tobe stopped.,Je t'admire !\nJe suis avec toi !,37,YES
0x0353D4,4301,dialogue_19_19,27,I lost my money    betting!,J'ai vu ton combat. T'es très fort !,35,YES
0x0353F0,4302,dialogue_19_19,66,They must have     targeted Silph Co. for their Pok@mon  products.,"Kameiyu, de Nanjing Tech, aurait des Pokémon légendaires...",71,YES
0x035433,4307,dialogue_19_19,57,00Welcome! You can   exchange coins for prizes next door.,Bienvenue !\nÉchange tes jetons\ncontre un prix.\nSans Boîte Jeton...,76,YES
0x03546D,4323,dialogue_19_19,24,I'm having a great time!,J'adore jouer !\nLe temps file...,35,YES
0x035486,4327,dialogue_19_19,36,A man was guarding that poster there,Pas de Boîte Jeton.\nPas de jeu.,30,
0x0354AB,6342,dialogue_19_19,53,"<B7C5><B0DE><B0DF><B1A8><B3F5><B2C1><B0BC><B4B6><BDBB><BEB2><B0F4><B0A3><B0A1><B0A2><B2DD>...<B0CE><B3A9>,<B0C5><B2B6><B0AE><B4B6><BDBB><BEB2>...","Échange tes jetons\ncontre des Pokémon.\nSans Boîte Jeton,\nimpossible !",69,YES
0x0354E1,4337,dialogue_19_19,30,00000000Where'd that persongo?,Où est passé\nce type ?,28,
0x035500,4342,dialogue_19_19,27,My Pok@mon keep me company.,"Quand mes Pokémon faiblissent, j'achète des soins.",57,YES
0x03551C,4343,dialogue_19_19,28,I got my Koffing inCinnabar!,Tiens... Il y aurait un sous-sol sous le Casino.,53,YES
0x035539,6348,dialogue_19_19,28,00000000<B0EE><B0BF><B1F5><B0C2><B9D3><B7EE><B0BC><B3BB><B1E2><B2AC>,Quel bel endroit !,18,
0x035556,4352,dialogue_19_19,19,00Thanks again kid!,Encore une victoire\naujourd'hui...\nHa ha !,45,YES
0x03556A,4357,dialogue_19_19,29,We're careful aboutpollution!,Je bâtissais ici quand des Pokémon m'ont attaqué !,53,YES
0x035588,4362,dialogue_19_19,19,Have you met Bill? ,"Selon la rumeur,\nle Conseil des 4\ndu Plateau Indigo\nest redoutable.",72,YES
0x03559C,4372,dialogue_19_19,26,00I just adore my    Seel!,Le Président\nn'en finit plus\nquand il parle\nde Pokémon...,70,YES
0x0355B7,4377,dialogue_19_19,37,Hmph! My Pikachu isbetter than yours!,Tadmorv vient\nde la boue marine.\nTu le savais ?,52,YES
0x0355DD,4392,dialogue_19_19,55,"0000000000000000000The Warden is old, but still active!",Le Parc Safari\nabrite des Pokémon\ntrès spéciaux !,53,
