offset_hex,line,layout,max_len,source_en,fr_text,fr_len,overflow
0x0340C1,6146,dialogue_19_19,167,"<0A><BADE><B1DF>:<B1C2><B0C2><B7B2><B0AF><B1E1><B1AD><B4F7><BADE><B1DF>,<B1F1><B1E7><B1F5><B2D5><B2D6><B0BC><B1BE><B1C3><B1C4><B1C5><B0D0><B2C4><B5F2><B0C5>!<B1BE><B1C3><B1C4><B1C5><B0DF><B3DD><B0C2><B0D0><B2C4><B2C9><B0BC><B1DD><B2B5>!<B2F5><B0B8><B0FD><B0CE><B0A4><B0FC><B0F8>,<B0E4><B2BE><B0C2><B2B4><B0C0><B0C1><B0A1><B0A2><B2F1><B2F2><B0C2><B0CE><B0F1><B0BC>!<B0A1><B0A2><B0C2><B0C3><B1A8><B0FC><B0F2><B4B7><B0BC>!<B2CB><B1C2><B0FC><B7DB><B0C5><B1F5><B2BA><B0BC><B0F2><B4B7><B0BE>!",AGATHA :\nConseil des 4 !\nCHEN mise sur toi.\nCe vieux machin\nétait fort et beau.\nMais le Pokédex\nne suffit pas :\nles Pokémon\nservent au combat !\nMontre-moi\nce que tu vaux !,206,YES
0x034169,6159,dialogue_19_19,157,"<0A><BAF4><B6A6><BBCF>:<B0C5><B0C2><B0B6><B0B7>?<B1C2><B0C2><B6D9><B0AF><B1E1><B1AD><B4F7><BADE><B1DF><BAF4><B6A6><BBCF>,<B0C5><B6B9><B3B3><B2D7><B1A4><B6D9><B0C2><B6DD><BCB3><B6F2><B1E7><B0DC><B0BC><B1C9><B0C1>,<B3F7><B4A7><B2C0><B3A8><B6A3><B6D8><B0BC><B1B4><B1D2><B0C2><B1AD><B0F9><B6A7><B1D1>!<B1D1><BAFD><B0BC><B4AB><B4AC><B0E7><B6D9><B0AF><B0C2><B2B6><B1A8><B0BC>!<B1D9><B1DA><B0BE>,<B1C2><B1F9><B2CB><B0C5><BCBB><B1C7><BBD0><BBC0><B3EF><B8B9><B0BC>!","PETER :\nJe dirige\nle Conseil des 4 !\nLes dragons sont\ndes êtres sacrés.\nDurs à capturer,\nils sont presque\ninvincibles !\nLe glas sonne...\nTu vas perdre !",186,YES
0x034207,6171,dialogue_19_19,118,<0A><BAF4><B6A6><BBCF>:<B4A4><B2AA><B4A7><B3D4><B3A8><B0C5><B0BC><B4BF><B1AE><B1D1><B9D7>!<B0CE><B3D4><B0C3><B1D7><B2EA><B0EA><B1F5><B2BA><B0BC><B4A1><B4A2><B2AB><B6B9><B3B3><B3DE><B5BB><B4A1><B4A2><B0BC><B9EA><BAF1><B0CF><B6A2><B0BF><B4A8><B0BC><B2DE><B2C5><B2DF>!!<B1F0><B2B2><B0C5><B2BB><B1D1><B7D4><B0CF><B6A2><B1C2><B2EF><B1E1><B1AD><B4F7>!,"PETER : Bien joué !\nMais pour être\nle vrai Champion,\nbats le Dresseur\nqui nous a vaincus.\nIl t'attend\ndans la salle\nsuivante !",143,YES
0x03456E,6191,dialogue_19_19,117,"<0A><B1BE><B1C3><B1C4><B1C5>:<B0B6><B0B7>,<B0C5><B2A5><B3D4><BAB4><BBC8><B0BC><B0F2><B4B7>!<B1CE><B1FE><B6C9><B2EA><B0EA><B3CE><B3CF><B4A1><B4A2>!<B0B8><BDE7><B2F8><B2F9><B0F9><B0B6><B0B7><B0BC><B3B1><B9B1><B2A1><B0A1><B0A2><B0BC><B3B1><B9B1><B0BE>!<B0C9><B1C2><B1D1><B0E8><B2A3><B1BF><B0BE>,<B0C5><B1DB><B1DB><B1D1><B2B1><B3F7><B1D7><B0C5>","PROF. CHEN : Bravo,\nSacha !\nTe voilà Champion\nde la Ligue !\nNotons vos noms.\nPuis rentrons :\nta mère t'attend.",131,YES
0x0345E4,6200,dialogue_19_19,113,"<0A><B1DB><B1DB>:<B1C2><B1F1><B1E7><B0C5><B0C3><B0C7><B6CA><B8FD><B4D1><B0BC><B0A7><B0A8><BDE0><B4BF><B1D9><B2F4><B6C1><B3FB><B0F2><B3B1><B1C1><B2C2><B6A8><B8EE><B0BC><B2DE><B2C5><B2DF>!<B1F1><B1E7><B1F0><B0BC><B0A1><B0A2><BDFA><B6C9><B2BD><B2B6><B0AE><B1B6><B2B5><B0CF><B6A2><B3D4>,<B0C5><B8F9><B4B1><B0C3><B0B6><B0DD><B2AC>...","MAMAN : Kameiyu, chez Nanjing Tech à Céladopole, aurait des Pokémon invaincus. Tu vas le défier ? Prudence...",125,YES
0x0347A2,4110,dialogue_19_19,26,Please take care   of Mew!,KAMEIYU : Bravo ! Le Pokédex de Kanto est complet. Ce Mew est à toi !,68,YES
0x034862,4116,dialogue_19_19,16,Great job Champ!,"ARBITRE : Bravo,\nChampion !",29,YES
0x034873,4117,dialogue_19_19,19,Farewell traveller!,"KAMEIYU : D'accord, je m'avoue vaincu ! Content ?",47,YES
0x034887,4118,dialogue_19_19,45,00000000000000000000000000Take care of Eevee!,BEIBEI : Tu es vraiment formidable !,50,YES
0x0348B5,4119,dialogue_19_19,37,Your Pok@mon can   fly you anywhere. ,XIAO LI : Arrête !\nOu j'appelle\nla police !,49,YES
0x034927,4130,dialogue_19_19,6,<B2C1><B0DB><B3E6>,Rien obtenu.,12,YES
0x03492F,4131,dialogue_19_19,11,A Pok@ball!,Poké Ball reçue !,17,YES
0x03493B,4132,dialogue_19_19,13,A Great Ball!,Super Ball reçue !,18,YES
0x034949,4133,dialogue_19_19,9,UltraBall,Hyper Ball reçue !,18,YES
0x034953,6211,dialogue_19_19,10,<B2C1><B0DB><B1BE><B2DF><B0BD>,Master Ball reçue !,19,YES
0x03495F,4134,dialogue_19_19,9,A Potion!,Potion reçue !,14,YES
0x034969,5855,dialogue_19_19,9,S.Potion!,Super Potion\nreçue !,26,YES
0x034973,4135,dialogue_19_19,13,00A H.Potion!,Hyper Potion\nreçue !,26,YES
0x034981,6212,dialogue_19_19,14,00<B2C1><B0DB><B3F2><B1BE><B9C7><BBB9>,Potion Max reçue !,18,YES
0x034990,4136,dialogue_19_19,12,An Antidote!,Antidote reçu !,15,YES
0x0349B3,5448,dialogue_19_19,11,00Ice Heal!,Antigel reçu !,14,YES
0x0349BF,6213,dialogue_19_19,12,00<B2C1><B0DB><BAE7><B9C7><BBB9>,Anti-Brûle reçu !,17,YES
0x0349CC,4138,dialogue_19_19,13,0A Full Heal!,Total Soin reçu !,17,YES
0x0349DA,4139,dialogue_19_19,10,0A Revive!,Rappel reçu !,13,YES
0x0349E5,6214,dialogue_19_19,12,00<B2C1><B0DB>PP<B4C7><B4C8>,PP Plus reçu !,14,YES
0x0349F2,6215,dialogue_19_19,11,<0A><B2C1><B0DB>PP<B3F2><B1BE>,PP Max reçu !,13,YES
0x0349FF,4140,dialogue_19_19,13,A Rare Candy!,Super Bonbon reçu !,19,YES
0x034A0D,4141,dialogue_19_19,11,Fire Stone!,Pierre Feu reçue !,18,YES
0x034A19,4142,dialogue_19_19,11,Water Stone,Pierre Eau reçue !,18,YES
0x034A25,4143,dialogue_19_19,11,Thun.Stone!,Pierre Foudre\nreçue !,26,YES
0x034A31,4144,dialogue_19_19,11,Leaf Stone!,Pierre Plante\nreçue !,26,YES
0x034A3D,4145,dialogue_19_19,11,Moon Stone!,Pierre Lune reçue !,19,YES
0x034A49,6216,dialogue_19_19,8,<B2C1><B0DB><B2E0><B2E1>,Colis Chen reçu !,17,YES
0x034A52,6218,dialogue_19_19,13,<0A><B2C1><B0DB><B0A1><B0A2><B2F1><B2F2>,Pokédex reçu !,14,YES
0x034A60,6219,dialogue_19_19,9,<0A><B2C1><B0DB><B3BB><B2F1>,Carte reçue !,13,YES
0x034A6A,6220,dialogue_19_19,13,<0A><B2C1><B0DB><BADE><B1B2><B5AB><B1B2>,Nautile reçu !,14,YES
0x034A78,6222,dialogue_19_19,13,<0A><B2C1><B0DB><BADF><BBBE><B5AB><B1B2>,Fossile Dôme reçu !,19,YES
0x034A86,6223,dialogue_19_19,9,<0A><B2C1><B0DB><B6F6><B6F7>,Passe Bateau reçu !,19,YES
0x034A90,6224,dialogue_19_19,11,<0A><B2C1><B0DB><B8E9><B8EA><B5F7>,Eau Fraîche reçue !,19,YES
0x034A9C,6225,dialogue_19_19,13,<0A><B2C1><B0DB><B0A1><B0A2><B6EE><B8D1>,Scope Sylphe reçu !,19,YES
0x034AAA,6226,dialogue_19_19,11,<0A><B2C1><B0DB><B0A1><B0A2><B8DF>,Poké Flûte reçue !,18,YES
0x034AB6,6227,dialogue_19_19,9,<0A><B2C1><B0DB><B7BB><B9F9>,Dent d'Or reçue !,17,YES
0x034AC0,6228,dialogue_19_19,13,<0A><B2C1><B0DB><B1D6><B9ED><B6F6><B6F7>,Ticket Mystik\nreçu !,25,YES
0x034ACE,6229,dialogue_19_19,11,<0A><B2C1><B0DB><B1A9><B1AA><B1AB>,CS01 : Coupe !,14,YES
0x034ADA,6230,dialogue_19_19,11,<0A><B2C1><B0DB><B1AC><B1AD><B1AE>,CS02 : Vol !,12,YES
0x034C03,6231,dialogue_19_19,5,<B0D2><B0D3>!,Bienvenue !,11,YES
0x034C09,6232,dialogue_19_19,35,<0A><B0D2><B0D3>!<B0DB><B0A1><B0A2><B0DC><B0DD><B0DE><B0DF><B0E0><B0E1><B0A1><B0A2><B0BC><B0E2><B0E3>.,"Bienvenue !\nAu Centre Pokémon,\nnous soignons tous\nles Pokémon !",70,YES
0x034C2D,6238,dialogue_19_19,29,<0A><B7C5><B0BC><B0A1><B0A2><B1C0><B0A1><B6DD><B0F8>!!<B0D2><B0D3><B0E4><B0E5>!!,Merci !\nToute ton équipe\na la super pêche !\nÀ bientôt !,68,YES
0x034C4B,6244,dialogue_19_19,41,"<0A><B0E7><B0CE><B0E8>,<B0E9><B0EA><B0EB><B0EC><B0AD><B0ED><B0EE><B0BF><B0EF><B0F0><B0CE><B0EC><B0F1><B0E7><B0F2>...","Désolé, les combats\nne sont pas encore\ndisponibles ici...",56,YES
0x034C75,6249,dialogue_19_19,32,<0A><B0F3><B0F4><B0EB><B0F5><B0F6><B0F7><B0F8>...<B0F9><B0FA><B0FB><B0FC><B0FD><B0FD><B0BE>,La machine de Troc\nest aussi en panne.\nReviens plus tard.,56,YES
0x034C96,6254,dialogue_19_19,15,<0A><B0D2><B0D3>!<B0D4><B0D5><B0D6><B0D7>?,Salut !\nJe peux t'aider ?,36,YES
0x034CA6,6256,dialogue_19_19,11,<0A><B0D8><B0D8><B0D9><B0DA>!!,Merci !\nÀ bientôt !,30,YES
0x034D3A,5211,dialogue_19_19,17,jump   from them.,Un Pokémon choyé\ns'attachera à toi.,37,YES
0x034DE5,5240,dialogue_19_19,56,"This GYM is always closed, I wonder   who the Leader is?",Cette Arène Pokémon\nreste fermée.\nQui est donc\nle Champion ?,70,YES
0x034E1E,5367,dialogue_19_19,19,I like this museum.,Un os de dragon !\nJe l'ai trouvé !,35,YES
0x034E32,5368,dialogue_19_19,32,0My Dad loves       Pok@mon too.,Une Potion soigne les Pokémon épuisés.,46,YES
0x034E55,6257,dialogue_19_19,23,<0A><B0B6><B8BB><B6E5><B3F7><B0B6><B3A8><B3DD><B9F9><B3F7><B3ED><B3EE>,"Rattata est petit,\nmais ses crocs\nsont redoutables !",56,YES
0x034E6D,6262,dialogue_19_19,28,"<0A><B3CA><B3CB><B4D8><B4D9><B0C2><B1AD><B2AA><B0BC><B4D3><BDFE>,<B0B6><B0DD><B2AC>",La Forêt de Jade\nest un vrai\nlabyrinthe.\nSois prudent !,71,YES
0x034EB8,6267,dialogue_19_19,54,<B0AE><B0BC><B0A1><B0A2><B2BE><B0B8><B4D8><B4D9><B1CB><B9AB><B4FB><BDB8><B1C9><B4E0><B0C3><B2C1><B0DB><B2CC><B0C8><B0BC><B0A1><B0A2><B2AB><B0C3><B0C8><B7C3><B7C3>,Certains Pokémon\nvivent seulement\ndans les forêts\nou les grottes.\nExplore partout\npour les trouver !,113,YES
0x034EEF,6272,dialogue_19_19,40,"<0A><B1E7><B0E8><B1B2><B6DC><B8E9><B1F8><B3F7><B5AC><B0BC>,<B0A1><B0A2><B1A8><B4BE><B0E4><B1AE><B0EC><B0FD><B4C4><B0BE>","Cette grotte est\ntrès sombre.\nAvec Flash,\nun Pokémon peut\nl'éclairer.",87,YES
0x034F18,5385,dialogue_19_19,31,Poliwrath is my    best friend!,Ah... Ces machines\nsont captivantes...,38,YES
0x034F38,5256,dialogue_19_19,45,000000000000000Did you check out  the Museum?,Les Scouts d'ici\nsont forts.\nMais Pierre est\nredoutable !,69,YES
0x034F66,4206,dialogue_19_19,24,Welcome to Pewter  City.,Pas de Pokémon\nsauvage au jardin !,38,YES
0x034F7F,4216,dialogue_19_19,27,This road leads to Route 3.,"Ce Pokémon, je l'ai eu par échange.",34,YES
0x034F9B,4221,dialogue_19_19,33,I heard Team Rocketis at Mt.Moon!,Certains Pokémon\nn'obéissent pas...\nUn Badge aiderait !,57,YES
0x034FBD,4228,dialogue_19_19,16,Tickets are 50$.,L'enfant paie 50 $. Tu veux visiter ?,36,YES
0x034FCE,4233,dialogue_19_19,17,Enjoy your visit!,50 $ reçus. Merci !,19,YES
0x034FE0,6279,dialogue_19_19,6,<B0FB><B0FC><B2AC>,À bientôt !,11,YES
0x035035,4240,dialogue_19_19,18,See ya around kid!,Tu peux voyager\navec six Pokémon.,36,YES
0x035077,6280,dialogue_19_19,68,"000000<B6C6><B0CE><B8E7><B0F8>,<B0EE><B1BF><B2B5><B1B6><B5EF><B0F8>!<B0C2><B5A2><B5A3><B5A4><B5A5><B0BC>!<B1D8><B1A7><B0C2><B5EC><B4B0><B0F6><B0C6><B5A2><B5A3><B5A4><B2B6><B2B7><B2B8>!",Ces pauvres gens\nont été volés.\nL'odieuse\nTeam Rocket\nest derrière tout\nça. Même la police\na du mal à lutter !,133,YES
0x0350BD,4256,dialogue_19_19,24,Welcome to Ceruleancity!,"Toi aussi, tu as des Pokémon ? Entraîne-les bien !",57,YES
0x035106,4261,dialogue_19_19,27,I care for injured Pok@mon.,"Rouler à vélo, c'est un vrai plaisir !",47,YES
0x035122,6293,dialogue_19_19,22,0000<B1C2><B0BC><B2F3><B3A9><BCB2><B3F7><B9D3><B7EE><B2DD>,Mon vélo est magnifique !,31,YES
0x03513A,4266,dialogue_19_19,25,Why would they do  this!?,La Team Rocket fait\ncreuser les Pokémon\npour une raison...\nPas nette !,68,YES
0x0351AC,6303,dialogue_19_19,30,<0A><B1C2><B2CE><B0C2><B6A3><B6D8><B0CE><B1B4><B1C2><B0BC><B7FC><BEA7><B6AD><B1DF>...,Je n'arrive pas\nà bien élever\nmon Bulbizarre...,55,YES
0x0351CB,6312,dialogue_19_19,26,<0A><B2CB><B0A1><B0A2><B3DE><B5AB><B2F1><B2F2><B0DE><B0DF><B2FB><B2FC>...,Fais évoluer\ntes Pokémon :\nle Pokédex avance !,57,YES
0x0351E6,6317,dialogue_19_19,30,<0A><B1F1><B1E7><BDE3><BDE4><B2D6><B0A4><B2F5><B3D4><B8BD><B0A2><B0A1><B0A2><B1EB>...,Des Pokémon Spectre\nseraient apparus\nà Lavanville...,53,YES
0x03523F,5283,dialogue_19_19,57,I think they are   spirits of Pok@mon the Rockets killed.,Des spectres rôdent\nà la Tour Pokémon.\nCe sont sûrement\ndes Pokémon tués\npar la Team Rocket.,95,YES
0x035279,4276,dialogue_19_19,26,Do you believe in  Ghosts?,Tu crois vraiment\naux spectres ?,33,YES
0x035294,4280,dialogue_19_19,37,May the souls of   Pok@mon rest easy.,Jamais je ne pardonnerai à la Team Rocket d'avoir tué la mère d'Osselait !,88,YES
0x0352BA,4281,dialogue_19_19,19,Get out of the way!,La ville est\nen état de siège !,37,YES
0x0352CE,6322,dialogue_19_19,21,0<B0A1><B0A2><B8BE><B0AE><B3F7><B0C8><B8BD><B0A2><B1A9><B1C6>,La Tour Pokémon\nabrite beaucoup\nde Spectres.,50,YES
0x035335,6337,dialogue_19_19,31,<0A><B8B8><B1F8><B2CE><B2B5><B0DE><B0DF><B8BF><B8C0><B0DE><B8BB><B0DE><B8BB><B0BC><B0A2><B8C6>,M. Fuji peut\napaiser l'âme\nd'Osselait.,49,YES
0x035355,4282,dialogue_19_19,26,Silph Co. is very  famous.,La Team Rocket...\nQuels sales types !,38,YES
0x035370,4283,dialogue_19_19,38,The Rockets just   came and took over!,Tu vas défier la Team Rocket ? Bravo !,45,YES
0x035397,4284,dialogue_19_19,29,There's two gyms inthis city.,J'ai vu le chef de la Team Rocket entrer ici...,51,YES
0x0353B5,4293,dialogue_19_19,30,That group needs tobe stopped.,Je t'admire !\nJe suis avec toi !,37,YES
0x0353D4,4301,dialogue_19_19,27,I lost my money    betting!,J'ai vu ton combat. T'es très fort !,35,YES
0x0353F0,4302,dialogue_19_19,66,They must have     targeted Silph Co. for their Pok@mon  products.,"Kameiyu, de Nanjing Tech, aurait des Pokémon légendaires...",71,YES
0x035433,4307,dialogue_19_19,57,00Welcome! You can   exchange coins for prizes next door.,Bienvenue !\nÉchange tes jetons\ncontre un prix.\nSans Boîte Jeton...,76,YES
0x03546D,4323,dialogue_19_19,24,I'm having a great time!,J'adore jouer !\nLe temps file...,35,YES
0x0354AB,6342,dialogue_19_19,53,"<B7C5><B0DE><B0DF><B1A8><B3F5><B2C1><B0BC><B4B6><BDBB><BEB2><B0F4><B0A3><B0A1><B0A2><B2DD>...<B0CE><B3A9>,<B0C5><B2B6><B0AE><B4B6><BDBB><BEB2>...","Échange tes jetons\ncontre des Pokémon.\nSans Boîte Jeton,\nimpossible !",69,YES
0x035500,4342,dialogue_19_19,27,My Pok@mon keep me company.,"Quand mes Pokémon faiblissent, j'achète des soins.",57,YES
0x03551C,4343,dialogue_19_19,28,I got my Koffing inCinnabar!,Tiens... Il y aurait un sous-sol sous le Casino.,53,YES
0x035556,4352,dialogue_19_19,19,00Thanks again kid!,Encore une victoire\naujourd'hui...\nHa ha !,45,YES
0x03556A,4357,dialogue_19_19,29,We're careful aboutpollution!,Je bâtissais ici quand des Pokémon m'ont attaqué !,53,YES
0x035588,4362,dialogue_19_19,19,Have you met Bill? ,"Selon la rumeur,\nle Conseil des 4\ndu Plateau Indigo\nest redoutable.",72,YES
0x03559C,4372,dialogue_19_19,26,00I just adore my    Seel!,Le Président\nn'en finit plus\nquand il parle\nde Pokémon...,70,YES
0x0355B7,4377,dialogue_19_19,37,Hmph! My Pikachu isbetter than yours!,Tadmorv vient\nde la boue marine.\nTu le savais ?,52,YES
0x035638,4400,dialogue_19_19,38,You should raise   your Pok@mon evenly,Un Pokémon légendaire serait au Parc Safari...,55,YES
0x035685,4409,dialogue_19_19,36,I couldn't under-  stand the warden.,Combien d'espèces\nde Pokémon vivent\ndans ce monde ?,53,YES
0x0356CF,4420,dialogue_19_19,34,00The Safari Zone hasrare Pok@mon.,Le vieux maître du dojo est redoutable !,50,YES
0x0356F2,4421,dialogue_19_19,44,Scientists conduct experiments in thathouse.,Surpris ? Cela fait des années qu'on vit ici !,47,YES
0x03571F,4430,dialogue_19_19,19,Blaine's an odd man,"Aujourd'hui,\nje suis à plat...\nTrop fatigué...",53,YES
0x035780,4454,dialogue_19_19,34,Eevee can evolve to1 of 3 Pok@mon.,Mon fossile revit !\nDu Mont Sélénite !,37,YES
0x0357A3,4469,dialogue_19_19,35,People bring us Pok@mon to examine.,La technologie\na fait des progrès\nincroyables !,51,YES
0x0357C7,4474,dialogue_19_19,23,Dr.Fuji founded ourlab.,Évoli aurait plus\nde trois formes\nd'évolution...,52,YES
0x0357DF,4485,dialogue_19_19,38,Let me know if you find another fossil,"Salut, futur Champion... Bonne chance !",46,YES
0x035806,4488,dialogue_19_19,29,Victory Road sure  was tough!,Le Conseil des 4\nest redoutable.\nSois prudent...,53,YES
0x035824,4495,dialogue_19_19,40,00000000000This is the final  challenge!,Le type Dragon est\nredoutable.\nSes points faibles\nsont très rares.,73,YES
0x035874,4515,dialogue_19_19,31,0000Bill has lots of   Pok@mon!,Mon grand-père\nvoudrait échanger\ndes Pokémon.,50,YES
0x0358AD,4520,dialogue_19_19,15,Hit the button!,Un interrupteur s'est activé !,33,YES
0x0358BD,4525,dialogue_19_19,20,0Go ahead and choose,"Ce beau fossile,\ntu n'en veux pas ?!",38,YES
0x0358D2,6349,dialogue_19_19,34,"00<B1A7><B1A8><B0CA><B0CB><B0BC><B2B5><B0CE><B8CF>,<BCC6><B3F6><B2AB><B0AE><B1B4><B0AE><B0F7>!","Selon le Dresseur, les Pokémon servent le bien ou le mal !",57,YES
0x0358F6,4535,dialogue_19_19,36,No! Super Potions  are all sold out!,Certains exploitent\nleurs Pokémon.\nLes pires ?\nLa Team Rocket !,73,YES
0x03591B,4541,dialogue_19_19,29,This shop has many Antidotes.,Tout est trop cher.\nPersonne ne réagit.,38,YES
0x0359A3,4572,dialogue_19_19,19,Got Navel Rock Pass,Ticket Mystik\nreçu !,25,YES
0x0359B7,6356,dialogue_19_19,38,0000<B0CE><B2D7><B2AF><B1E6><B0F0><B7CD><B1FB><B1FC><B0BF><B1F9><B5B4><B2AA><BEBD><B0A4><B0A1><B0A2><B1EB>,"Un Pokémon surgit\nparfois des herbes,\nsans prévenir.",52,YES
0x0359DE,6361,dialogue_19_19,35,<0A><B0DB><B1BE><B3BA><B4D1><B0BF><B0C7><B1F9><B4BA><B0D1><B3F7><B0C8><B8EE><BEBE><B0BC><B2DE><B2C5><B2DF>,"Dans les grandes\nvilles, tu verras\nd'excellents\nDresseurs.",67,YES
0x035A02,6366,dialogue_19_19,36,"<0A><B0C5><B0C7><B3D4><B7BB><BAC2><B4D1><B0D7>,<B1F1><B1E7><B0B9><B0BF><B0AE><B3F7><B8AF><B0BC><B1BE><BEB4>",Tu es déjà allé\nà Safrania ?\nSes immeubles\nseraient immenses !,76,YES
0x035A27,6371,dialogue_19_19,55,"<0A><B1C2><B0F6><B1D7><B6A9><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2>,<B0DE><B0C2><B0DB><B3D5><B4C2><B7D0><B1F2><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1EB>?",J'aimerais avoir\nun Pokémon\nlégendaire...\nOù en trouver ?,72,YES
0x035A9F,6385,dialogue_19_19,42,<0A><B0AE><B1AC><B3A9><B0AF><B0BC><B0A1><B0A2><B2AB><B0EC><B8DD><B1C2><B1AC><B3B7><B5CD><B1E2><B0BC><B3BA><B4D1><B0F8>...,"Grâce à Vol,\nun Pokémon t'emmène\nau loin.",46,YES
0x035ACA,6390,dialogue_19_19,15,<0A><B6C9><B1AD><B0C2><B0BA><B1B4><B1AD><B4AA>,Il fait beau\naujourd'hui !,32,YES
0x035ADA,6395,dialogue_19_19,29,"<0A><B0DD><B7AB><B0CE><B2DC>,<B5EF><B5EF><B2E6><B2E7><B0C5><B1C2><BEBF><B5DD><B0F8>!",Je suis ravie !\nEntre nous...\nje suis amoureuse !,57,YES
0x035AF8,6402,dialogue_19_19,44,"<0A><B1BE><B6FC><B3F7><B5B6><B5B7><B2AC>,<B1FE><B3F6><B1F9><B1AF><B1B0><B1AE><B0BC><B1EF><B2AB><B0EC><BEC0><BEC1><B1BE><B6FC><B0F8>","La mer est immense.\nAvec Surf,\ntraverse-la !",51,YES
0x035B25,6407,dialogue_19_19,50,<0A><B0C5><B1F1><B3D4><B0D7>?<B0B8><B6E1><B6E2><B4D1><B1E5><B0BC><B6E4><B6E5><B4B2><B6E6><B1E5><B1C0><B0C2><B0AE><B0FE><B0BC><B2DE><B2C5><B2DF><B1EB>,"Tu connais\nl'Océane,\nà Carmin sur Mer ?\nCe paquebot de luxe\naccueille de riches\nDresseurs.",105,YES
0x035B58,6412,dialogue_19_19,35,<0A><B0B8><B6CF><B2CD><B6DC><B1E5><B0BC><B2BC><B1E5><B9E3><BEC2><B1F9><B0AE><B6D3><B6D3><B0A4><B2F5><B1EB>,"La nuit,\non peut parfois\nvoir des Mélofée\nau Mont Sélénite.",74,YES
0x035B7C,6422,dialogue_19_19,46,<0A><B7B5><B1B2><B1BE><B7B6><B0C5><B2D7><B1A4><B0D7>?<B1C2><B3EA><B8B6><B0F0><B2AB><B0C2><B0B8><B7B5><B1B2><B1BE><B7B6><B4CE><B3A9><B1EB>,Tu connais Hoenn ?\nJe m'y entraînais\ndans ma jeunesse.,55,YES
0x035BAB,6431,dialogue_19_19,35,<0A><B0B8><B0A1><B0A2><B0E2><B0E3><BCDD><B0F9><B0BC><B0F0><B7CD><B0C3><B1F3><B1F4><B1A7><B1A8><B9C7><BBB9>,"Quand un Pokémon\na peu de PV,\nutilise vite\nune Potion !",69,YES
0x035BCF,6436,dialogue_19_19,34,"<0A><B1C2><B0CE><B5E6><B5E5><B2D0><B1E6><B6CC><B0DA><B0A1><B0A2>,<B0C3><B2FC><B1F4><B4C3><B2C6><B1EB>",Je ne sais pas\nbien m'occuper\ndes Pokémon.\nIl me reste tant\nà apprendre !,89,YES
0x035BF2,4573,dialogue_19_19,24,I can't enter the  city!,Mes Pokémon\nn'obéissent pas...\nUn Badge aiderait !,57,YES
0x035C0B,6447,dialogue_19_19,59,00000000000000000<B0B8><B0EE><B0BA><B3BB><B7B8><B3F2><B2C9><B0BC><B2DE><B2C5><B2DF><B0C2><B1B2><B7FE><B8AF><B4EF><B0BC><B1E1><B1BE><B1AD><B4F7>,Le Conseil des 4\nréunit l'élite\ndes Dresseurs\nde la région.\nIl siège\nau Plateau Indigo.,113,YES
0x035C48,4584,dialogue_19_19,30,Do you want to see my Pok@mon?,J'aimerais avoir un Pokémon aussi obéissant !,49,YES
0x035C67,6461,dialogue_19_19,31,00000000000<B1C2><B1D7><B3C1><B5F7>...<B5F1><B0C4><B1C2><B5F7>?,J'ai soif...\nQui a de l'eau\npour moi ?,48,YES
0x035C87,6470,dialogue_19_19,21,<0A><B2CA><B0B2>!<B1C1><B0C5><B2CA><B0B2><B0C5><B2BD><B0B2>?,Ne bouge pas !\nJe l'ai déjà dit...\nTu bouges encore ?!,57,YES
0x035C9D,6481,dialogue_19_19,35,<0A><B0FD><B0C5><B0BC><B2DA><B1DF><B1D1><B2B1><B0C2><B0BA><B0F8><B0CE><B0E8><B0BC><B2DE><B2C5><B2DF><B0BE>,"À te voir,\ntu dois être\nun sacré Dresseur !",57,YES
0x035D0E,4601,dialogue_19_19,32,Ash's Pok@mon are  fully healed!,Je sens une force mystérieuse...,33,YES
0x035D2F,4602,dialogue_19_19,18,The door's locked!,Une serrure\ncodée...,27,YES
0x035D42,4612,dialogue_19_19,17,Found Key to Gym!,Mot de passe obtenu !,27,YES
0x035D54,4613,dialogue_19_19,16,Opened the door!,Un mécanisme vient de s'activer...,34,YES
0x035D65,4614,dialogue_19_19,53,000000000000000000000You don't have all Eight Badges.,"Il te manque\nquelques Badges.\nObtiens-les tous,\npuis reviens !",71,YES
0x035DAC,4620,dialogue_19_19,18,0Not enough money.,"Désolé, tu n'as pas\nassez d'argent !",35,YES
0x035F34,4629,,8,Pok@ball,Poké Ball,9,YES
0x035FCD,5454,,9,Bulbasaur,Bulbizarre,10,YES
0x035FD7,5455,,7,Ivysaur,Herbizarre,10,YES
0x035FDF,5456,,8,Venusaur,Florizarre,10,YES
0x03602E,5657,,7,Metapod,Chrysacier,10,YES
0x036041,5658,,6,Weedle,Aspicot,7,YES
0x036048,5659,,6,Kakuna,Coconfort,9,YES
0x03604F,5660,,8,Beedrill,Dardargnan,10,YES
0x036058,5661,,6,Pidgey,Roucool,7,YES
0x036069,5663,,7,Pidgeot,Roucarnage,10,YES
0x036082,5665,,7,Spearow,Piafabec,8,YES
0x03608A,5666,,6,Fearow,Rapasdepic,10,YES
0x0360B6,5164,,9,Sandslash,Sablaireau,10,YES
0x036102,5670,,8,Clefable,Mélodelfe,9,YES
0x036132,5675,,5,Zubat,Nosferapti,10,YES
