record_index,start_hex,end_hex_exclusive,pair,payload_bytes,glyph_codes,unresolved_codes,chinese_text,pointer_targets,pointer_references
331,0x030EEC,0x030EF3,6,7,3,,"
菊石兽",0x030EED,0x030A89
332,0x030EF4,0x030EFD,6,9,4,,"
多刺菊石",0x030EF5,0x030A8B
333,0x030EFE,0x030F05,6,7,3,,"
化石盔",0x030EFF,0x030A8D
334,0x030F06,0x030F0D,6,7,3,,"
镰刀盔",0x030F07,0x030A8F
335,0x030F0E,0x030F17,6,9,4,,"
化石翼龙",0x030F0F,0x030A91
336,0x030F18,0x030F1F,6,7,3,,"
卡比兽",0x030F19,0x030A93
337,0x030F20,0x030F27,6,7,3,,"
急冻鸟",0x030F21,0x030A95
338,0x030F28,0x030F2F,6,7,3,,"
闪电鸟",0x030F29,0x030A97
339,0x030F30,0x030F37,6,7,3,,"
火焰鸟",0x030F31,0x030A99
340,0x030F38,0x030F3F,6,7,3,,"
迷你龙",0x030F39,0x030A9B
341,0x030F40,0x030F47,6,7,3,,"
哈克龙",0x030F41,0x030A9D
342,0x030F48,0x030F4D,6,5,2,,"
快龙",0x030F49,0x030A9F
343,0x030F4E,0x030F53,6,5,2,,"
超梦",0x030F4F,0x030AA1
344,0x030F54,0x030F59,6,5,2,,"
梦幻",0x030F55,0x030AA3
345,0x030F5A,0x030F5F,6,5,2,,"
雷皇",0x030F5B,0x030AA5
346,0x030F60,0x030F65,6,5,2,,"
炎帝",0x030F61,0x030AA7
347,0x030F66,0x030F6B,6,5,2,,"
水君",0x030F67,0x030AA9
348,0x030F6C,0x030F73,6,7,3,,"
路基亚",0x030F6D,0x030AAB
349,0x030F74,0x030F7D,6,9,4,,"
七彩凤凰",0x030F75,0x030AAD
350,0x030F7E,0x030F85,6,7,3,,"
海皇牙",0x030F7F,0x030AAF
351,0x030F86,0x030F8D,6,7,3,,"
古拉顿",0x030F87,0x030AB1
352,0x030F8E,0x030F95,6,7,3,,"
天空龙",0x030F8F,0x030AB3
353,0x031100,0x031107,6,7,3,,"
火炎车",0x031101,0x030F9B
354,0x031108,0x03110F,6,7,3,,"
炎之拳",0x031109,0x030F9D
355,0x031110,0x031119,6,9,4,,"
火炎放射",0x031111,0x030F9F
356,0x03111A,0x031123,6,9,4,,"
神圣火焰",0x03111B,0x030FA1
357,0x031124,0x03112D,6,9,4,,"
大文字烧",0x031125,0x030FA3
358,0x03112E,0x031133,6,5,2,,"
喷火",0x03112F,0x030FA5
359,0x031134,0x031139,6,5,2,,"
鬼火",0x031135,0x030FA7
360,0x03113A,0x03113F,6,5,2,,"
泡泡",0x03113B,0x030FA9
361,0x031140,0x031145,6,5,2,,"
水枪",0x031141,0x030FAB
362,0x031146,0x03114F,6,9,4,,"
水之波动",0x031147,0x030FAD
363,0x031150,0x031159,6,9,4,,"
泡泡光线",0x031151,0x030FAF
364,0x03115A,0x031161,6,7,3,,"
墨汁炮",0x03115B,0x030FB1
365,0x031162,0x031169,6,7,3,,"
大钳槌",0x031163,0x030FB3
366,0x03116A,0x03116F,6,5,2,,"
冲浪",0x03116B,0x030FB5
367,0x031170,0x031179,6,9,4,,"
高压水泵",0x031171,0x030FB7
368,0x03117A,0x03117F,6,5,2,,"
喷水",0x03117B,0x030FB9
369,0x031180,0x031187,6,7,3,,"
贝壳夹",0x031181,0x030FBB
370,0x031188,0x031191,6,9,4,,"
躲进贝壳",0x031189,0x030FBD
371,0x031192,0x031197,6,5,2,,"
电气",0x031193,0x030FBF
372,0x031198,0x03119F,6,7,3,,"
电击波",0x031199,0x030FC1
373,0x0311A0,0x0311A7,6,7,3,,"
电火花",0x0311A1,0x030FC3
374,0x0311A8,0x0311AF,6,7,3,,"
闪电拳",0x0311A9,0x030FC5
375,0x0311B0,0x0311B9,6,9,4,,"
十万伏特",0x0311B1,0x030FC7
376,0x0311BA,0x0311C1,6,7,3,,"
电磁炮",0x0311BB,0x030FC9
377,0x0311C2,0x0311CB,6,9,4,,"
高压电击",0x0311C3,0x030FCB
378,0x0311CC,0x0311D1,6,5,2,,"
雷电",0x0311CD,0x030FCD
379,0x0311D2,0x0311D9,6,7,3,,"
电磁波",0x0311D3,0x030FCF
380,0x0311DA,0x0311DF,6,5,2,,"
吸取",0x0311DB,0x030FD1
381,0x0311E0,0x0311E9,6,9,4,,"
百力吸取",0x0311E1,0x030FD3
382,0x0311EA,0x0311F3,6,9,4,,"
亿力吸取",0x0311EB,0x030FD5
383,0x0311F4,0x0311FB,6,7,3,,"
蔓藤鞭",0x0311F5,0x030FD7
384,0x0311FC,0x031205,6,9,4,,"
飞叶快刀",0x0311FD,0x030FD9
385,0x031206,0x03120D,6,7,3,,"
魔叶斩",0x031207,0x030FDB
386,0x03120E,0x031215,6,7,3,,"
刃叶斩",0x03120F,0x030FDD
387,0x031216,0x03121F,6,9,4,,"
太阳光线",0x031217,0x030FDF
388,0x031220,0x031229,6,9,4,,"
硬化植物",0x031221,0x030FE1
389,0x03122A,0x03122F,6,5,2,,"
草笛",0x03122B,0x030FE3
390,0x031230,0x031237,6,7,3,,"
催眠粉",0x031231,0x030FE5
391,0x031238,0x031241,6,9,4,,"
蘑菇孢子",0x031239,0x030FE7
392,0x031242,0x031249,6,7,3,,"
麻痹粉",0x031243,0x030FE9
393,0x03124A,0x03124F,6,5,2,,"
细雪",0x03124B,0x030FEB
394,0x031250,0x031259,6,9,4,,"
冰结之风",0x031251,0x030FED
395,0x03125A,0x031263,6,9,4,,"
极光光线",0x03125B,0x030FEF
396,0x031264,0x03126B,6,7,3,,"
冷冻拳",0x031265,0x030FF1
397,0x03126C,0x031275,6,9,4,,"
冷冻光线",0x03126D,0x030FF3
398,0x031276,0x03127B,6,5,2,,"
吹雪",0x031277,0x030FF5
399,0x03127C,0x031285,6,9,4,,"
绝对零度",0x03127D,0x030FF7
400,0x031286,0x03128B,6,5,2,,"
扔泥",0x031287,0x030FF9
401,0x03128C,0x031295,6,9,4,,"
泥浆喷射",0x03128D,0x030FFB
402,0x031296,0x03129B,6,5,2,,"
挖洞",0x031297,0x030FFD
403,0x03129C,0x0312A3,6,7,3,,"
骨头击",0x03129D,0x030FFF
404,0x0312A4,0x0312A9,6,5,2,,"
地震",0x0312A5,0x031001
405,0x0312AA,0x0312B3,6,9,4,,"
骨头旋镖",0x0312AB,0x031003
406,0x0312B4,0x0312B9,6,5,2,,"
地裂",0x0312B5,0x031005
407,0x0312BA,0x0312BF,6,5,2,,"
扔沙",0x0312BB,0x031007
408,0x0312C0,0x0312C5,6,5,2,,"
落石",0x0312C1,0x031009
409,0x0312C6,0x0312CF,6,9,4,,"
岩石封杀",0x0312C7,0x03100B
410,0x0312D0,0x0312D9,6,9,4,,"
原始力量",0x0312D1,0x03100D
411,0x0312DA,0x0312DF,6,5,2,,"
岩崩",0x0312DB,0x03100F
412,0x0312E0,0x0312E5,6,5,2,,"
吸血",0x0312E1,0x031011
413,0x0312E6,0x0312EB,6,5,2,,"
双针",0x0312E7,0x031013
414,0x0312EC,0x0312F5,6,9,4,,"
银色之风",0x0312ED,0x031015
415,0x0312F6,0x0312FF,6,9,4,,"
信号光线",0x0312F7,0x031017
416,0x031300,0x031309,6,9,4,,"
威力角突",0x031301,0x031019
417,0x03130A,0x03130F,6,5,2,,"
萤火",0x03130B,0x03101B
418,0x031310,0x031315,6,5,2,,"
吐丝",0x031311,0x03101D
419,0x031316,0x03131B,6,5,2,,"
毒针",0x031317,0x03101F
420,0x03131C,0x031321,6,5,2,,"
烟雾",0x03131D,0x031021
421,0x031322,0x031329,6,7,3,,"
溶解液",0x031323,0x031023
422,0x03132A,0x031331,6,7,3,,"
毒尾巴",0x03132B,0x031025
423,0x031332,0x03133B,6,9,4,,"
剧毒之牙",0x031333,0x031027
424,0x03133C,0x031343,6,7,3,,"
泥攻击",0x03133D,0x031029
425,0x031344,0x03134B,6,7,3,,"
泥爆弹",0x031345,0x03102B
426,0x03134C,0x031351,6,5,2,,"
毒烟",0x03134D,0x03102D
427,0x031352,0x031357,6,5,2,,"
毒粉",0x031353,0x03102F
428,0x031358,0x03135D,6,5,2,,"
剧毒",0x031359,0x031031
429,0x03135E,0x031363,6,5,2,,"
岩碎",0x03135F,0x031033
430,0x031364,0x03136B,6,7,3,,"
音速拳",0x031365,0x031035
431,0x03136C,0x031373,6,7,3,,"
空手切",0x03136D,0x031037
432,0x031374,0x031379,6,5,2,,"
低踢",0x031375,0x031039
433,0x03137A,0x031381,6,7,3,,"
二段踢",0x03137B,0x03103B
434,0x031382,0x031389,6,7,3,,"
回旋踢",0x031383,0x03103D
435,0x03138A,0x031391,6,7,3,,"
当身投",0x03138B,0x03103F
436,0x031392,0x031397,6,5,2,,"
飞踢",0x031393,0x031041
437,0x031398,0x03139D,6,5,2,,"
瓦割",0x031399,0x031043
438,0x03139E,0x0313A5,6,7,3,,"
天升拳",0x03139F,0x031045
439,0x0313A6,0x0313AD,6,7,3,,"
十字切",0x0313A7,0x031047
440,0x0313AE,0x0313B5,6,7,3,,"
爆裂拳",0x0313AF,0x031049
441,0x0313B6,0x0313BB,6,5,2,,"
蛮力",0x0313B7,0x03104B
442,0x0313BC,0x0313C3,6,7,3,,"
气合拳",0x0313BD,0x03104D
443,0x0313C4,0x0313C7,6,3,1,,"
啄",0x0313C5,0x03104F
444,0x0313C8,0x0313CD,6,5,2,,"
旋风",0x0313C9,0x031051
445,0x0313CE,0x0313D5,6,7,3,,"
真空斩",0x0313CF,0x031053
446,0x0313D6,0x0313DF,6,9,4,,"
翅膀拍击",0x0313D7,0x031055
447,0x0313E0,0x0313E5,6,5,2,,"
燕返",0x0313E1,0x031057
448,0x0313E6,0x0313ED,6,7,3,,"
飞天术",0x0313E7,0x031059
449,0x0313EE,0x0313F5,6,7,3,,"
钻孔啄",0x0313EF,0x03105B
450,0x0313F6,0x0313FB,6,5,2,,"
飞跃",0x0313F7,0x03105D
451,0x0313FC,0x031405,6,9,4,,"
空中爆破",0x0313FD,0x03105F
452,0x031406,0x03140B,6,5,2,,"
神鸟",0x031407,0x031061
453,0x03140C,0x031411,6,5,2,,"
念力",0x03140D,0x031063
454,0x031412,0x03141B,6,9,4,,"
精神光线",0x031413,0x031065
455,0x03141C,0x031423,6,7,3,,"
迷雾球",0x03141D,0x031067
456,0x031424,0x03142B,6,7,3,,"
神通力",0x031425,0x031069
457,0x03142C,0x031435,6,9,4,,"
预知未来",0x03142D,0x03106B
458,0x031436,0x03143F,6,9,4,,"
精神波动",0x031437,0x03106D
459,0x031440,0x031445,6,5,2,,"
食梦",0x031441,0x03106F
460,0x031446,0x03144F,6,9,4,,"
精神增压",0x031447,0x031071
461,0x031450,0x031457,6,7,3,,"
催眠术",0x031451,0x031073
462,0x031458,0x03145D,6,5,2,,"
睡眠",0x031459,0x031075
463,0x03145E,0x031467,6,9,4,,"
瞬间移动",0x03145F,0x031077
464,0x031468,0x03146D,6,5,2,,"
瞑想",0x031469,0x031079
465,0x03146E,0x031477,6,9,4,,"
高速移动",0x03146F,0x03107B
466,0x031478,0x03147F,6,7,3,,"
舌头舔",0x031479,0x03107D
467,0x031480,0x031485,6,5,2,,"
惊吓",0x031481,0x03107F
468,0x031486,0x03148D,6,7,3,,"
暗影拳",0x031487,0x031081
469,0x03148E,0x031495,6,7,3,,"
影子球",0x03148F,0x031083
470,0x031496,0x03149B,6,5,2,,"
恶梦",0x031497,0x031085
471,0x03149C,0x0314A3,6,7,3,,"
怪异光",0x03149D,0x031087
472,0x0314A4,0x0314A9,6,5,2,,"
龙卷",0x0314A5,0x031089
473,0x0314AA,0x0314B1,6,7,3,,"
龙之怒",0x0314AB,0x03108B
474,0x0314B2,0x0314BB,6,9,4,,"
龙之息吹",0x0314B3,0x03108D
475,0x0314BC,0x0314C3,6,7,3,,"
龙之爪",0x0314BD,0x03108F
476,0x0314C4,0x0314C9,6,5,2,,"
激鳞",0x0314C5,0x031091
477,0x0314CA,0x0314D1,6,7,3,,"
龙之舞",0x0314CB,0x031093
478,0x0314D2,0x0314D7,6,5,2,,"
打落",0x0314D3,0x031095
479,0x0314D8,0x0314DD,6,5,2,,"
追击",0x0314D9,0x031097
480,0x0314DE,0x0314E3,6,5,2,,"
齿突",0x0314DF,0x031099
481,0x0314E4,0x0314E9,6,5,2,,"
咬碎",0x0314E5,0x03109B
482,0x0314EA,0x0314F1,6,7,3,,"
钢之爪",0x0314EB,0x03109D
483,0x0314F2,0x0314F9,6,7,3,,"
钢之翼",0x0314F3,0x03109F
484,0x0314FA,0x031501,6,7,3,,"
钢之尾",0x0314FB,0x0310A1
485,0x031502,0x031509,6,7,3,,"
慧星拳",0x031503,0x0310A3
486,0x03150A,0x03150F,6,5,2,,"
铁壁",0x03150B,0x0310A5
487,0x031510,0x031515,6,5,2,,"
跳跃",0x031511,0x0310A7
488,0x031516,0x03151D,6,7,3,,"
音速波",0x031517,0x0310A9
489,0x03151E,0x031523,6,5,2,,"
撞击",0x03151F,0x0310AB
490,0x031524,0x03152B,6,7,3,,"
刀背打",0x031525,0x0310AD
491,0x03152C,0x03152F,6,3,1,,"
抓",0x03152D,0x0310AF
492,0x031530,0x031539,6,9,4,,"
电光石火",0x031531,0x0310B1
493,0x03153A,0x031541,6,7,3,,"
招财猫",0x03153B,0x0310B3
494,0x031542,0x031547,6,5,2,,"
鼾声",0x031543,0x0310B5
495,0x031548,0x03154F,6,7,3,,"
居合斩",0x031549,0x0310B7
496,0x031550,0x031555,6,5,2,,"
流星",0x031551,0x0310B9
497,0x031556,0x03155B,6,5,2,,"
角突",0x031557,0x0310BB
498,0x03155C,0x031565,6,9,4,,"
崩击之爪",0x03155D,0x0310BD
499,0x031566,0x03156F,6,9,4,,"
秘密力量",0x031567,0x0310BF
500,0x031570,0x031579,6,9,4,,"
必杀门牙",0x031571,0x0310C1
501,0x03157A,0x031583,6,9,4,,"
三角攻击",0x03157B,0x0310C3
502,0x031584,0x03158D,6,9,4,,"
舍身一击",0x031585,0x0310C5
503,0x03158E,0x031597,6,9,4,,"
破坏光线",0x03158F,0x0310C7
504,0x031598,0x03159D,6,5,2,,"
自爆",0x031599,0x0310C9
505,0x03159E,0x0315A5,6,7,3,,"
大爆炸",0x03159F,0x0310CB
506,0x0315A6,0x0315AD,6,7,3,,"
尖角钻",0x0315A7,0x0310CD
507,0x0315AE,0x0315B7,6,9,4,,"
剪刀断头",0x0315AF,0x0310CF
508,0x0315B8,0x0315BD,6,5,2,,"
歌唱",0x0315B9,0x0310D1
509,0x0315BE,0x0315C7,6,9,4,,"
恶魔之吻",0x0315BF,0x0310D3
510,0x0315C8,0x0315CF,6,7,3,,"
超音波",0x0315C9,0x0310D5
511,0x0315D0,0x0315D5,6,5,2,,"
剑舞",0x0315D1,0x0310D7
512,0x0315D6,0x0315DB,6,5,2,,"
叫声",0x0315D7,0x0310D9
513,0x0315DC,0x0315E1,6,5,2,,"
撒娇",0x0315DD,0x0310DB
514,0x0315E2,0x0315E7,6,5,2,,"
变圆",0x0315E3,0x0310DD
515,0x0315E8,0x0315ED,6,5,2,,"
变硬",0x0315E9,0x0310DF
516,0x0315EE,0x0315F5,6,7,3,,"
摇尾巴",0x0315EF,0x0310E1
517,0x0315F6,0x0315FB,6,5,2,,"
挠痒",0x0315F7,0x0310E3
518,0x0315FC,0x031601,6,5,2,,"
烟幕",0x0315FD,0x0310E5
519,0x031602,0x031607,6,5,2,,"
闪光",0x031603,0x0310E7
520,0x031608,0x03160F,6,7,3,,"
影分身",0x031609,0x0310E9
521,0x031610,0x031619,6,9,4,,"
自我再生",0x031611,0x0310EB
522,0x03161A,0x03161F,6,5,2,,"
鼓掌",0x03161B,0x0310ED
523,0x031620,0x031625,6,5,2,,"
吼叫",0x031621,0x0310EF
524,0x031626,0x03162B,6,5,2,,"
吹飞",0x031627,0x0310F1
525,0x03162C,0x031631,6,5,2,,"
变身",0x03162D,0x0310F3
526,0x031632,0x031637,6,5,2,,"
诅咒",0x031633,0x0310F5
527,0x031638,0x03163F,6,7,3,,"
怪力术",0x031639,0x0310F7
528,0x0316EC,0x0316F3,6,7,3,,"
精灵球",0x0316ED,0x03164B
529,0x0316F4,0x0316FB,6,7,3,,"
超级球",0x0316F5,0x03164D
530,0x0316FC,0x031703,6,7,3,,"
超力球",0x0316FD,0x03164F
531,0x031704,0x03170B,6,7,3,,"
大师球",0x031705,0x031651
532,0x03170C,0x031711,6,5,2,,"
伤药",0x03170D,0x031653
533,0x031712,0x031719,6,7,3,,"
好伤药",0x031713,0x031655
534,0x03171A,0x031723,6,9,4,,"
超级伤药",0x03171B,0x031657
535,0x031724,0x03172D,6,9,4,,"
最大伤药",0x031725,0x031659
536,0x03172E,0x031735,6,7,3,,"
解毒药",0x03172F,0x03165B
537,0x031736,0x03173D,6,7,3,,"
解麻药",0x031737,0x03165D
538,0x03173E,0x031745,6,7,3,,"
睡醒药",0x03173F,0x03165F
539,0x031746,0x03174D,6,7,3,,"
冰冻药",0x031747,0x031661
540,0x03174E,0x031755,6,7,3,,"
烧伤药",0x03174F,0x031663
541,0x031756,0x03175F,6,9,4,,"
万能恢复",0x031757,0x031665
542,0x031760,0x031767,6,7,3,,"
精神药",0x031761,0x031667
543,0x031768,0x03176F,6,7,2,,"
PP提升",0x031769,0x031669
544,0x031770,0x031777,6,7,2,,"
PP最大",0x031771,0x03166B
545,0x031778,0x031781,6,9,4,,"
神奇糖果",0x031779,0x03166D
546,0x031782,0x031789,6,7,3,,"
火之石",0x031783,0x03166F
547,0x03178A,0x031791,6,7,3,,"
水之石",0x03178B,0x031671
548,0x031792,0x031799,6,7,3,,"
雷之石",0x031793,0x031673
549,0x03179A,0x0317A1,6,7,3,,"
叶之石",0x03179B,0x031675
550,0x0317A2,0x0317A9,6,7,3,,"
月之石",0x0317A3,0x031677
551,0x0317AA,0x0317AF,6,5,2,,"
包裹",0x0317AB,0x031679
552,0x0317B0,0x0317B9,6,9,4,,"
精灵图鉴",0x0317B1,0x03167B
553,0x0317BA,0x0317BF,6,5,2,,"
地图",0x0317BB,0x03167D
554,0x0317C0,0x0317C9,6,9,4,,"
菊石化石",0x0317C1,0x03167F
555,0x0317CA,0x0317D3,6,9,4,,"
盔甲化石",0x0317CB,0x031681
556,0x0317D4,0x0317D9,6,5,2,,"
船票",0x0317D5,0x031683
557,0x0317DA,0x0317E1,6,7,3,,"
矿泉水",0x0317DB,0x031685
558,0x0317E2,0x0317EB,6,9,4,,"
精灵眼镜",0x0317E3,0x031687
559,0x0317EC,0x0317F3,6,7,3,,"
精灵笛",0x0317ED,0x031689
560,0x0317F4,0x0317F9,6,5,2,,"
金牙",0x0317F5,0x03168B
561,0x0317FA,0x031803,6,9,4,,"
梦幻船票",0x0317FB,0x03168D
562,0x031804,0x03180B,6,7,3,,"
居合斩",0x031805,0x03168F
563,0x03180C,0x031813,6,7,3,,"
飞天术",0x03180D,0x031691
564,0x031814,0x03181B,6,7,3,,"
冲浪术",0x031815,0x031693
565,0x03181C,0x031823,6,7,3,,"
怪力术",0x03181D,0x031695
566,0x031824,0x03182B,6,7,3,,"
闪光术",0x031825,0x031697
567,0x03182C,0x031833,6,7,2,,"
秘传01",0x03182D,0x031699
568,0x031834,0x03183B,6,7,2,,"
秘传02",0x031835,0x03169B
569,0x03183C,0x031843,6,7,2,,"
秘传03",0x03183D,0x03169D
570,0x031844,0x03184B,6,7,2,,"
秘传04",0x031845,0x03169F
571,0x03184C,0x031853,6,7,2,,"
秘传05",0x03184D,0x0316A1
572,0x031854,0x03185B,6,7,2,,"
秘传06",0x031855,0x0316A3
573,0x03185C,0x031863,6,7,2,,"
秘传07",0x03185D,0x0316A5
574,0x031864,0x03186B,6,7,2,,"
秘传08",0x031865,0x0316A7
575,0x03186C,0x031873,6,7,2,,"
秘传09",0x03186D,0x0316A9
576,0x031874,0x03187B,6,7,2,,"
秘传10",0x031875,0x0316AB
577,0x03187C,0x031883,6,7,2,,"
秘传11",0x03187D,0x0316AD
578,0x031884,0x03188B,6,7,2,,"
秘传12",0x031885,0x0316AF
579,0x03188C,0x031893,6,7,2,,"
秘传13",0x03188D,0x0316B1
580,0x031894,0x03189B,6,7,2,,"
秘传14",0x031895,0x0316B3
581,0x03189C,0x0318A3,6,7,2,,"
秘传15",0x03189D,0x0316B5
582,0x0318A4,0x0318AB,6,7,2,,"
秘传16",0x0318A5,0x0316B7
583,0x0318AC,0x0318B3,6,7,2,,"
秘传17",0x0318AD,0x0316B9
584,0x0318B4,0x0318BB,6,7,2,,"
秘传18",0x0318B5,0x0316BB
585,0x0318BC,0x0318C3,6,7,2,,"
秘传19",0x0318BD,0x0316BD
586,0x0318C4,0x0318CB,6,7,2,,"
秘传20",0x0318C5,0x0316BF
587,0x0318CC,0x0318D3,6,7,2,,"
秘传21",0x0318CD,0x0316C1
588,0x0318D4,0x0318DB,6,7,2,,"
秘传22",0x0318D5,0x0316C3
589,0x0318DC,0x0318E3,6,7,2,,"
秘传23",0x0318DD,0x0316C5
590,0x0318E4,0x0318EB,6,7,2,,"
秘传24",0x0318E5,0x0316C7
591,0x0318EC,0x0318F3,6,7,2,,"
秘传25",0x0318ED,0x0316C9
592,0x0318F4,0x0318FB,6,7,2,,"
秘传26",0x0318F5,0x0316CB
593,0x0318FC,0x031903,6,7,2,,"
秘传27",0x0318FD,0x0316CD
594,0x031904,0x03190B,6,7,2,,"
秘传28",0x031905,0x0316CF
595,0x03190C,0x031913,6,7,2,,"
秘传29",0x03190D,0x0316D1
596,0x031914,0x03191B,6,7,2,,"
秘传30",0x031915,0x0316D3
597,0x03191C,0x031923,6,7,2,,"
秘传31",0x03191D,0x0316D5
598,0x031924,0x03192B,6,7,2,,"
秘传32",0x031925,0x0316D7
599,0x03192C,0x031933,6,7,2,,"
秘传33",0x03192D,0x0316D9
600,0x031934,0x03193B,6,7,2,,"
秘传34",0x031935,0x0316DB
601,0x03193C,0x031943,6,7,2,,"
秘传35",0x03193D,0x0316DD
602,0x031944,0x03194B,6,7,2,,"
秘传36",0x031945,0x0316DF
603,0x03194C,0x031953,6,7,2,,"
秘传37",0x03194D,0x0316E1
604,0x031954,0x03195B,6,7,2,,"
秘传38",0x031955,0x0316E3
605,0x03195C,0x031963,6,7,2,,"
秘传39",0x03195D,0x0316E5
606,0x031964,0x03196B,6,7,2,,"
秘传40",0x031965,0x0316E7
607,0x031A18,0x031A29,6,17,8,,"
可以捕捉精灵的球",0x031A19,0x031971
608,0x031A2A,0x031A3F,6,21,10,,"
比精灵球效果要好的球",0x031A2B,0x031973
609,0x031A40,0x031A55,6,21,10,,"
比超级球效果要好的球",0x031A41,0x031975
610,0x031A56,0x031A69,6,19,9,,"
一定能捉住精灵的球",0x031A57,0x031977
611,0x031A6A,0x031A77,6,13,5,,"
体力恢复20点",0x031A6B,0x031979
612,0x031A78,0x031A85,6,13,5,,"
体力恢复50点",0x031A79,0x03197B
613,0x031A86,0x031A94,6,14,5,,"
体力恢复200点",0x031A87,0x03197D
614,0x031A95,0x031AA2,6,13,6,,"
体力完全恢复",0x031A96,0x03197F
615,0x031AA3,0x031AB0,6,13,6,,"
解除中毒状态",0x031AA4,0x031981
616,0x031AB1,0x031ABE,6,13,6,,"
解除麻痹状态",0x031AB2,0x031983
617,0x031ABF,0x031ACC,6,13,6,,"
解除沉睡状态",0x031AC0,0x031985
618,0x031ACD,0x031ADA,6,13,6,,"
解除冰冻状态",0x031ACE,0x031987
619,0x031ADB,0x031AE8,6,13,6,,"
解除烧伤状态",0x031ADC,0x031989
620,0x031AE9,0x031AFA,6,17,8,,"
恢复所有异常状态",0x031AEA,0x03198B
621,0x031AFB,0x031B12,6,23,11,,"
从临死状态恢复体力一半",0x031AFC,0x03198D
622,0x031B13,0x031B2A,6,23,9,,"
精灵的一项PP值恢复10点",0x031B14,0x03198F
623,0x031B2B,0x031B40,6,21,9,,"
精灵的一项PP值全恢复",0x031B2C,0x031991
624,0x031B41,0x031B52,6,17,8,,"
提升精灵等级一级",0x031B42,0x031993
625,0x031B53,0x031B64,6,17,8,,"
让特定的精灵进化",0x031B54,0x031995
626,0x031B65,0x031B76,6,17,8,,"
让特定的精灵进化",0x031B66,0x031997
627,0x031B77,0x031B88,6,17,8,,"
让特定的精灵进化",0x031B78,0x031999
628,0x031B89,0x031B9A,6,17,8,,"
让特定的精灵进化",0x031B8A,0x03199B
629,0x031B9B,0x031BAC,6,17,8,,"
让特定的精灵进化",0x031B9C,0x03199D
630,0x031BAD,0x031BBC,6,15,7,,"
大木博士的包裹",0x031BAE,0x03199F
631,0x031BBD,0x031BD0,6,19,9,,"
可以查看精灵的资料",0x031BBE,0x0319A1
632,0x031BD1,0x031BE2,6,17,8,,"
小茂姐姐给的地图",0x031BD2,0x0319A3
633,0x031BE3,0x031BF2,6,15,7,,"
古代精灵的化石",0x031BE4,0x0319A5
634,0x031BF3,0x031C02,6,15,7,,"
古代精灵的化石",0x031BF4,0x0319A7
635,0x031C03,0x031C18,6,21,10,,"
马沙给的铁达尼号船票",0x031C04,0x0319A9
636,0x031C19,0x031C2E,6,21,10,,"
彩虹商店幸运顾客纪念",0x031C1A,0x0319AB
637,0x031C2F,0x031C48,6,25,12,,"
能看见一切灵异现象的眼镜",0x031C30,0x0319AD
638,0x031C49,0x031C62,6,25,12,,"
就算是熟睡的精灵也会跳起",0x031C4A,0x0319AF
639,0x031C63,0x031C74,6,17,8,,"
浅红市园长的假牙",0x031C64,0x0319B1
640,0x031C75,0x031C88,6,19,9,,"
梦幻神奇之旅的船票",0x031C76,0x0319B3
641,0x031C89,0x031C90,6,7,3,,"
居合斩",0x031C8A,0x0319B5
642,0x031C91,0x031C98,6,7,3,,"
飞天术",0x031C92,0x0319B7
643,0x031C99,0x031CA0,6,7,3,,"
冲浪术",0x031C9A,0x0319B9
644,0x031CA1,0x031CA8,6,7,3,,"
怪力术",0x031CA2,0x0319BB
645,0x031CA9,0x031CB0,6,7,3,,"
闪光术",0x031CAA,0x0319BD
646,0x031CB1,0x031CB8,6,7,2,,"
秘传01",0x031CB2,0x0319BF
647,0x031CB9,0x031CC0,6,7,2,,"
秘传02",0x031CBA,0x0319C1
648,0x031CC1,0x031CC8,6,7,2,,"
秘传03",0x031CC2,0x0319C3
649,0x031CC9,0x031CD0,6,7,2,,"
秘传04",0x031CCA,0x0319C5
650,0x031CD1,0x031CD8,6,7,2,,"
秘传05",0x031CD2,0x0319C7
651,0x031CD9,0x031CE0,6,7,2,,"
秘传06",0x031CDA,0x0319C9
652,0x031CE1,0x031CE8,6,7,2,,"
秘传07",0x031CE2,0x0319CB
653,0x031CE9,0x031CF0,6,7,2,,"
秘传08",0x031CEA,0x0319CD
654,0x031CF1,0x031CF8,6,7,2,,"
秘传09",0x031CF2,0x0319CF
655,0x031CF9,0x031D00,6,7,2,,"
秘传10",0x031CFA,0x0319D1
656,0x031D01,0x031D08,6,7,2,,"
秘传11",0x031D02,0x0319D3
657,0x031D09,0x031D10,6,7,2,,"
秘传12",0x031D0A,0x0319D5
658,0x031D11,0x031D18,6,7,2,,"
秘传13",0x031D12,0x0319D7
659,0x031D19,0x031D20,6,7,2,,"
秘传14",0x031D1A,0x0319D9
660,0x031D21,0x031D28,6,7,2,,"
秘传15",0x031D22,0x0319DB
661,0x031D29,0x031D30,6,7,2,,"
秘传16",0x031D2A,0x0319DD
662,0x031D31,0x031D38,6,7,2,,"
秘传17",0x031D32,0x0319DF
663,0x031D39,0x031D40,6,7,2,,"
秘传18",0x031D3A,0x0319E1
664,0x031D41,0x031D48,6,7,2,,"
秘传19",0x031D42,0x0319E3
665,0x031D49,0x031D50,6,7,2,,"
秘传20",0x031D4A,0x0319E5
666,0x031D51,0x031D58,6,7,2,,"
秘传21",0x031D52,0x0319E7
