code_index,high_hex,low_hex,unicode,resolution_method
510,0xB5,0xC9,独,exact_hzk16_bitmap
511,0xB5,0xCA,吞,exact_hzk16_bitmap
512,0xB5,0xCB,哟,exact_hzk16_bitmap
513,0xB5,0xCC,离,exact_hzk16_bitmap
514,0xB5,0xCD,远,exact_hzk16_bitmap
515,0xB5,0xCE,红,exact_hzk16_bitmap
516,0xB5,0xCF,莲,exact_hzk16_bitmap
517,0xB5,0xD0,岛,exact_hzk16_bitmap
518,0xB5,0xD1,武,exact_hzk16_bitmap
519,0xB5,0xD2,藏,exact_hzk16_bitmap
520,0xB5,0xD3,诚,exact_hzk16_bitmap
521,0xB5,0xD4,问,exact_hzk16_bitmap
522,0xB5,0xD5,郎,exact_hzk16_bitmap
523,0xB5,0xD6,慈,exact_hzk16_bitmap
524,0xB5,0xD7,悲,exact_hzk16_bitmap
525,0xB5,0xD8,止,exact_hzk16_bitmap
526,0xB5,0xD9,破,exact_hzk16_bitmap
527,0xB5,0xDA,维,exact_hzk16_bitmap
528,0xB5,0xDB,护,exact_hzk16_bitmap
529,0xB5,0xDC,平,exact_hzk16_bitmap
530,0xB5,0xDD,爱,exact_hzk16_bitmap
531,0xB5,0xDE,实,exact_hzk16_bitmap
532,0xB5,0xDF,罪,exact_hzk16_bitmap
533,0xB5,0xE0,恶,exact_hzk16_bitmap
534,0xB5,0xE1,魅,exact_hzk16_bitmap
535,0xB5,0xE2,派,exact_hzk16_bitmap
536,0xB5,0xE3,银,exact_hzk16_bitmap
537,0xB5,0xE4,河,exact_hzk16_bitmap
538,0xB5,0xE5,白,exact_hzk16_bitmap
539,0xB5,0xE6,明,exact_hzk16_bitmap
540,0xB5,0xE7,喵,exact_hzk16_bitmap
541,0xB5,0xE8,讨,exact_hzk16_bitmap
542,0xB5,0xE9,厌,exact_hzk16_bitmap
543,0xB5,0xEA,感,exact_hzk16_bitmap
544,0xB5,0xEB,觉,exact_hzk16_bitmap
545,0xB5,0xEC,警,exact_hzk16_bitmap
546,0xB5,0xED,怜,exact_hzk16_bitmap
547,0xB5,0xEE,糟,exact_hzk16_bitmap
548,0xB5,0xEF,偷,exact_hzk16_bitmap
549,0xB5,0xF0,犯,exact_hzk16_bitmap
550,0xB5,0xF1,谁,exact_hzk16_bitmap
551,0xB5,0xF2,疼,exact_hzk16_bitmap
552,0xB5,0xF3,建,exact_hzk16_bitmap
553,0xB5,0xF4,议,exact_hzk16_bitmap
554,0xB5,0xF5,阿,exact_hzk16_bitmap
555,0xB5,0xF6,霞,exact_hzk16_bitmap
556,0xB5,0xF7,水,exact_hzk16_bitmap
557,0xB5,0xF8,植,exact_hzk16_bitmap
558,0xB5,0xF9,吸,exact_hzk16_bitmap
559,0xB5,0xFA,痹,exact_hzk16_bitmap
560,0xB5,0xFB,游,exact_hzk16_bitmap
561,0xB5,0xFC,泳,exact_hzk16_bitmap
562,0xB5,0xFD,位,exact_hzk16_bitmap
563,0xB5,0xFE,付,exact_hzk16_bitmap
564,0xB6,0xA1,失,exact_hzk16_bitmap
565,0xB6,0xA2,败,exact_hzk16_bitmap
566,0xB6,0xA3,培,exact_hzk16_bitmap
567,0xB6,0xA4,策,exact_hzk16_bitmap
568,0xB6,0xA5,略,exact_hzk16_bitmap
569,0xB6,0xA6,它,exact_hzk16_bitmap
570,0xB6,0xA7,第,exact_hzk16_bitmap
571,0xB6,0xA8,美,exact_hzk16_bitmap
572,0xB6,0xA9,拥,exact_hzk16_bitmap
573,0xB6,0xAA,送,exact_hzk16_bitmap
574,0xB6,0xAB,泡,exact_hzk16_bitmap
575,0xB6,0xAC,沫,exact_hzk16_bitmap
576,0xB6,0xAD,种,exact_hzk16_bitmap
577,0xB6,0xAE,困,exact_hzk16_bitmap
578,0xB6,0xAF,惑,exact_hzk16_bitmap
579,0xB6,0xB0,沙,exact_hzk16_bitmap
580,0xB6,0xB1,许,exact_hzk16_bitmap
581,0xB6,0xB2,贵,exact_hzk16_bitmap
582,0xB6,0xB3,耶,exact_hzk16_bitmap
583,0xB6,0xB4,福,exact_hzk16_bitmap
584,0xB6,0xB5,几,exact_hzk16_bitmap
585,0xB6,0xB6,总,exact_hzk16_bitmap
586,0xB6,0xB7,收,exact_hzk16_bitmap
587,0xB6,0xB8,集,exact_hzk16_bitmap
588,0xB6,0xB9,应,exact_hzk16_bitmap
589,0xB6,0xBA,连,exact_hzk16_bitmap
590,0xB6,0xBB,五,exact_hzk16_bitmap
591,0xB6,0xBC,丰,exact_hzk16_bitmap
592,0xB6,0xBD,富,exact_hzk16_bitmap
593,0xB6,0xBE,奖,exact_hzk16_bitmap
594,0xB6,0xBF,品,exact_hzk16_bitmap
595,0xB6,0xC0,全,exact_hzk16_bitmap
596,0xB6,0xC1,部,exact_hzk16_bitmap
597,0xB6,0xC2,二,exact_hzk16_bitmap
598,0xB6,0xC3,承,exact_hzk16_bitmap
599,0xB6,0xC4,三,exact_hzk16_bitmap
600,0xB6,0xC5,登,exact_hzk16_bitmap
601,0xB6,0xC6,太,exact_hzk16_bitmap
602,0xB6,0xC7,引,exact_hzk16_bitmap
603,0xB6,0xC8,注,exact_hzk16_bitmap
604,0xB6,0xC9,今,exact_hzk16_bitmap
605,0xB6,0xCA,彩,exact_hzk16_bitmap
606,0xB6,0xCB,按,exact_hzk16_bitmap
607,0xB6,0xCC,照,exact_hzk16_bitmap
608,0xB6,0xCD,约,exact_hzk16_bitmap
609,0xB6,0xCE,礼,exact_hzk16_bitmap
610,0xB6,0xCF,月,exact_hzk16_bitmap
611,0xB6,0xD0,专,exact_hzk16_bitmap
612,0xB6,0xD1,扩,exact_hzk16_bitmap
613,0xB6,0xD2,充,exact_hzk16_bitmap
614,0xB6,0xD3,皮,exact_hzk16_bitmap
615,0xB6,0xD4,团,exact_hzk16_bitmap
616,0xB6,0xD5,堆,exact_hzk16_bitmap
617,0xB6,0xD6,表,exact_hzk16_bitmap
618,0xB6,0xD7,狠,exact_hzk16_bitmap
619,0xB6,0xD8,育,exact_hzk16_bitmap
620,0xB6,0xD9,龙,exact_hzk16_bitmap
621,0xB6,0xDA,何,exact_hzk16_bitmap
622,0xB6,0xDB,观,exact_hzk16_bitmap
623,0xB6,0xDC,山,exact_hzk16_bitmap
624,0xB6,0xDD,神,exact_hzk16_bitmap
625,0xB6,0xDE,片,exact_hzk16_bitmap
626,0xB6,0xDF,屋,exact_hzk16_bitmap
627,0xB6,0xE0,先,exact_hzk16_bitmap
628,0xB6,0xE1,枯,exact_hzk16_bitmap
629,0xB6,0xE2,叶,exact_hzk16_bitmap
630,0xB6,0xE3,港,exact_hzk16_bitmap
631,0xB6,0xE4,铁,exact_hzk16_bitmap
632,0xB6,0xE5,达,exact_hzk16_bitmap
633,0xB6,0xE6,号,exact_hzk16_bitmap
634,0xB6,0xE7,舞,exact_hzk16_bitmap
635,0xB6,0xE8,爸,exact_hzk16_bitmap
636,0xB6,0xE9,羡,exact_hzk16_bitmap
637,0xB6,0xEA,慕,exact_hzk16_bitmap
638,0xB6,0xEB,喜,exact_hzk16_bitmap
639,0xB6,0xEC,预,exact_hzk16_bitmap
640,0xB6,0xED,恨,exact_hzk16_bitmap
641,0xB6,0xEE,眼,exact_hzk16_bitmap
642,0xB6,0xEF,验,exact_hzk16_bitmap
643,0xB6,0xF0,粘,exact_hzk16_bitmap
644,0xB6,0xF1,救,exact_hzk16_bitmap
645,0xB6,0xF2,传,exact_hzk16_bitmap
646,0xB6,0xF3,程,exact_hzk16_bitmap
647,0xB6,0xF4,序,exact_hzk16_bitmap
648,0xB6,0xF5,获,exact_hzk16_bitmap
649,0xB6,0xF6,船,exact_hzk16_bitmap
650,0xB6,0xF7,票,exact_hzk16_bitmap
651,0xB6,0xF8,搜,exact_hzk16_bitmap
652,0xB6,0xF9,张,exact_hzk16_bitmap
653,0xB6,0xFA,类,exact_hzk16_bitmap
654,0xB6,0xFB,际,exact_hzk16_bitmap
655,0xB6,0xFC,海,exact_hzk16_bitmap
656,0xB6,0xFD,花,exact_hzk16_bitmap
657,0xB6,0xFE,园,exact_hzk16_bitmap
658,0xB7,0xA1,路,exact_hzk16_bitmap
659,0xB7,0xA2,敢,exact_hzk16_bitmap
660,0xB7,0xA3,饶,exact_hzk16_bitmap
661,0xB7,0xA4,责,exact_hzk16_bitmap
662,0xB7,0xA5,渴,exact_hzk16_bitmap
663,0xB7,0xA6,禁,exact_hzk16_bitmap
664,0xB7,0xA7,惯,exact_hzk16_bitmap
665,0xB7,0xA8,顺,exact_hzk16_bitmap
666,0xB7,0xA9,欠,exact_hzk16_bitmap
667,0xB7,0xAA,缺,exact_hzk16_bitmap
668,0xB7,0xAB,情,exact_hzk16_bitmap
669,0xB7,0xAC,君,exact_hzk16_bitmap
670,0xB7,0xAD,莎,exact_hzk16_bitmap
671,0xB7,0xAE,剧,exact_hzk16_bitmap
672,0xB7,0xAF,杰,exact_hzk16_bitmap
673,0xB7,0xB0,龟,exact_hzk16_bitmap
674,0xB7,0xB1,客,exact_hzk16_bitmap
675,0xB7,0xB2,鬼,exact_hzk16_bitmap
676,0xB7,0xB3,艘,exact_hzk16_bitmap
677,0xB7,0xB4,绅,exact_hzk16_bitmap
678,0xB7,0xB5,宝,exact_hzk16_bitmap
679,0xB7,0xB6,陆,exact_hzk16_bitmap
680,0xB7,0xB7,羞,exact_hzk16_bitmap
681,0xB7,0xB8,区,exact_hzk16_bitmap
682,0xB7,0xB9,舒,exact_hzk16_bitmap
683,0xB7,0xBA,服,exact_hzk16_bitmap
684,0xB7,0xBB,金,exact_hzk16_bitmap
685,0xB7,0xBC,胖,exact_hzk16_bitmap
686,0xB7,0xBD,钓,exact_hzk16_bitmap
687,0xB7,0xBE,货,exact_hzk16_bitmap
688,0xB7,0xBF,努,exact_hzk16_bitmap
689,0xB7,0xC0,炼,exact_hzk16_bitmap
690,0xB7,0xC1,旅,exact_hzk16_bitmap
691,0xB7,0xC2,纪,exact_hzk16_bitmap
692,0xB7,0xC3,走,exact_hzk16_bitmap
693,0xB7,0xC4,乱,exact_hzk16_bitmap
694,0xB7,0xC5,您,exact_hzk16_bitmap
695,0xB7,0xC6,参,exact_hzk16_bitmap
696,0xB7,0xC7,双,exact_hzk16_bitmap
697,0xB7,0xC8,胞,exact_hzk16_bitmap
698,0xB7,0xC9,胎,exact_hzk16_bitmap
699,0xB7,0xCA,伟,exact_hzk16_bitmap
700,0xB7,0xCB,愉,exact_hzk16_bitmap
701,0xB7,0xCC,饭,exact_hzk16_bitmap
702,0xB7,0xCD,候,exact_hzk16_bitmap
703,0xB7,0xCE,减,exact_hzk16_bitmap
704,0xB7,0xCF,肥,exact_hzk16_bitmap
705,0xB7,0xD0,儿,exact_hzk16_bitmap
706,0xB7,0xD1,婿,exact_hzk16_bitmap
707,0xB7,0xD2,邀,exact_hzk16_bitmap
708,0xB7,0xD3,十,exact_hzk16_bitmap
709,0xB7,0xD4,步,exact_hzk16_bitmap
710,0xB7,0xD5,竟,exact_hzk16_bitmap
711,0xB7,0xD6,晕,exact_hzk16_bitmap
712,0xB7,0xD7,帮,exact_hzk16_bitmap
713,0xB7,0xD8,拍,exact_hzk16_bitmap
714,0xB7,0xD9,点,exact_hzk16_bitmap
715,0xB7,0xDA,演,exact_hzk16_bitmap
716,0xB7,0xDB,教,exact_hzk16_bitmap
717,0xB7,0xDC,其,exact_hzk16_bitmap
718,0xB7,0xDD,斯,exact_hzk16_bitmap
719,0xB7,0xDE,佐,exact_hzk16_bitmap
720,0xB7,0xDF,外,exact_hzk16_bitmap
721,0xB7,0xE0,国,exact_hzk16_bitmap
722,0xB7,0xE1,适,exact_hzk16_bitmap
723,0xB7,0xE2,兵,exact_hzk16_bitmap
724,0xB7,0xE3,贝,exact_hzk16_bitmap
725,0xB7,0xE4,凭,exact_hzk16_bitmap
726,0xB7,0xE5,微,exact_hzk16_bitmap
727,0xB7,0xE6,弱,exact_hzk16_bitmap
728,0xB7,0xE7,胆,exact_hzk16_bitmap
729,0xB7,0xE8,简,exact_hzk16_bitmap
730,0xB7,0xE9,单,exact_hzk16_bitmap
731,0xB7,0xEA,尝,exact_hzk16_bitmap
732,0xB7,0xEB,橙,exact_hzk16_bitmap
733,0xB7,0xEC,鼠,exact_hzk16_bitmap
734,0xB7,0xED,挖,exact_hzk16_bitmap
735,0xB7,0xEE,亮,exact_hzk16_bitmap
736,0xB7,0xEF,扰,exact_hzk16_bitmap
737,0xB7,0xF0,休,exact_hzk16_bitmap
738,0xB7,0xF1,貌,exact_hzk16_bitmap
739,0xB7,0xF2,计,exact_hzk16_bitmap
740,0xB7,0xF3,敌,exact_hzk16_bitmap
741,0xB7,0xF4,脸,exact_hzk16_bitmap
742,0xB7,0xF5,论,exact_hzk16_bitmap
743,0xB7,0xF6,决,exact_hzk16_bitmap
744,0xB7,0xF7,负,exact_hzk16_bitmap
745,0xB7,0xF8,运,exact_hzk16_bitmap
746,0xB7,0xF9,蛋,exact_hzk16_bitmap
747,0xB7,0xFA,肚,exact_hzk16_bitmap
748,0xB7,0xFB,终,exact_hzk16_bitmap
749,0xB7,0xFC,妙,exact_hzk16_bitmap
750,0xB7,0xFD,蛙,exact_hzk16_bitmap
751,0xB7,0xFE,英,exact_hzk16_bitmap
752,0xB8,0xA1,俊,exact_hzk16_bitmap
753,0xB8,0xA2,欣,exact_hzk16_bitmap
754,0xB8,0xA3,赏,exact_hzk16_bitmap
755,0xB8,0xA4,碰,exact_hzk16_bitmap
756,0xB8,0xA5,思,exact_hzk16_bitmap
757,0xB8,0xA6,忠,exact_hzk16_bitmap
758,0xB8,0xA7,鸟,exact_hzk16_bitmap
759,0xB8,0xA8,职,exact_hzk16_bitmap
760,0xB8,0xA9,佩,exact_hzk16_bitmap
761,0xB8,0xAA,勇,exact_hzk16_bitmap
762,0xB8,0xAB,掉,exact_hzk16_bitmap
763,0xB8,0xAC,怕,exact_hzk16_bitmap
764,0xB8,0xAD,辈,exact_hzk16_bitmap
765,0xB8,0xAE,锻,exact_hzk16_bitmap
766,0xB8,0xAF,高,exact_hzk16_bitmap
767,0xB8,0xB0,兴,exact_hzk16_bitmap
768,0xB8,0xB1,塌,exact_hzk16_bitmap
769,0xB8,0xB2,级,exact_hzk16_bitmap
770,0xB8,0xB3,胃,exact_hzk16_bitmap
771,0xB8,0xB4,象,exact_hzk16_bitmap
772,0xB8,0xB5,聊,exact_hzk16_bitmap
773,0xB8,0xB6,轻,exact_hzk16_bitmap
774,0xB8,0xB7,松,exact_hzk16_bitmap
775,0xB8,0xB8,吉,exact_hzk16_bitmap
776,0xB8,0xB9,跑,exact_hzk16_bitmap
777,0xB8,0xBA,混,exact_hzk16_bitmap
778,0xB8,0xBB,拉,exact_hzk16_bitmap
779,0xB8,0xBC,杀,exact_hzk16_bitmap
780,0xB8,0xBD,幽,exact_hzk16_bitmap
781,0xB8,0xBE,塔,exact_hzk16_bitmap
782,0xB8,0xBF,安,exact_hzk16_bitmap
783,0xB8,0xC0,慰,exact_hzk16_bitmap
784,0xB8,0xC1,死,exact_hzk16_bitmap
785,0xB8,0xC2,盖,exact_hzk16_bitmap
786,0xB8,0xC3,祈,exact_hzk16_bitmap
787,0xB8,0xC4,祷,exact_hzk16_bitmap
788,0xB8,0xC5,凸,exact_hzk16_bitmap
789,0xB8,0xC6,魂,exact_hzk16_bitmap
790,0xB8,0xC7,怀,exact_hzk16_bitmap
791,0xB8,0xC8,糕,exact_hzk16_bitmap
792,0xB8,0xC9,哭,exact_hzk16_bitmap
793,0xB8,0xCA,深,exact_hzk16_bitmap
794,0xB8,0xCB,站,exact_hzk16_bitmap
795,0xB8,0xCC,八,exact_hzk16_bitmap
796,0xB8,0xCD,枉,exact_hzk16_bitmap
797,0xB8,0xCE,嘎,exact_hzk16_bitmap
798,0xB8,0xCF,同,exact_hzk16_bitmap
799,0xB8,0xD0,忙,exact_hzk16_bitmap
800,0xB8,0xD1,镜,exact_hzk16_bitmap
801,0xB8,0xD2,吹,exact_hzk16_bitmap
802,0xB8,0xD3,眠,exact_hzk16_bitmap
803,0xB8,0xD4,焰,exact_hzk16_bitmap
804,0xB8,0xD5,忍,exact_hzk16_bitmap
805,0xB8,0xD6,臭,exact_hzk16_bitmap
806,0xB8,0xD7,泥,exact_hzk16_bitmap
807,0xB8,0xD8,毒,exact_hzk16_bitmap
808,0xB8,0xD9,慢,exact_hzk16_bitmap
809,0xB8,0xDA,招,exact_hzk16_bitmap
810,0xB8,0xDB,财,exact_hzk16_bitmap
811,0xB8,0xDC,猫,exact_hzk16_bitmap
812,0xB8,0xDD,带,exact_hzk16_bitmap
813,0xB8,0xDE,普,exact_hzk16_bitmap
814,0xB8,0xDF,笛,exact_hzk16_bitmap
815,0xB8,0xE0,殊,exact_hzk16_bitmap
816,0xB8,0xE1,声,exact_hzk16_bitmap
817,0xB8,0xE2,音,exact_hzk16_bitmap
818,0xB8,0xE3,姨,exact_hzk16_bitmap
819,0xB8,0xE4,营,exact_hzk16_bitmap
820,0xB8,0xE5,业,exact_hzk16_bitmap
821,0xB8,0xE6,百,exact_hzk16_bitmap
822,0xB8,0xE7,幸,exact_hzk16_bitmap
823,0xB8,0xE8,支,exact_hzk16_bitmap
824,0xB8,0xE9,矿,exact_hzk16_bitmap
825,0xB8,0xEA,泉,exact_hzk16_bitmap
826,0xB8,0xEB,念,exact_hzk16_bitmap
827,0xB8,0xEC,绘,exact_hzk16_bitmap
828,0xB8,0xED,画,exact_hzk16_bitmap
829,0xB8,0xEE,优,exact_hzk16_bitmap
830,0xB8,0xEF,写,exact_hzk16_bitmap
831,0xB8,0xF0,魏,exact_hzk16_bitmap
832,0xB8,0xF1,村,exact_hzk16_bitmap
833,0xB8,0xF2,夫,exact_hzk16_bitmap
834,0xB8,0xF3,哎,exact_hzk16_bitmap
835,0xB8,0xF4,油,exact_hzk16_bitmap
836,0xB8,0xF5,蓓,exact_hzk16_bitmap
837,0xB8,0xF6,依,exact_hzk16_bitmap
838,0xB8,0xF7,布,exact_hzk16_bitmap
839,0xB8,0xF8,李,exact_hzk16_bitmap
840,0xB8,0xF9,千,exact_hzk16_bitmap
841,0xB8,0xFA,佳,exact_hzk16_bitmap
842,0xB8,0xFB,丽,exact_hzk16_bitmap
843,0xB8,0xFC,亚,exact_hzk16_bitmap
844,0xB8,0xFD,虹,exact_hzk16_bitmap
845,0xB8,0xFE,插,exact_hzk16_bitmap
846,0xB9,0xA1,赛,exact_hzk16_bitmap
847,0xB9,0xA2,奉,exact_hzk16_bitmap
848,0xB9,0xA3,报,exact_hzk16_bitmap
849,0xB9,0xA4,基,exact_hzk16_bitmap
850,0xB9,0xA5,络,exact_hzk16_bitmap
851,0xB9,0xA6,钮,exact_hzk16_bitmap
852,0xB9,0xA7,悄,exact_hzk16_bitmap
853,0xB9,0xA8,潜,exact_hzk16_bitmap
854,0xB9,0xA9,嚣,exact_hzk16_bitmap
855,0xB9,0xAA,侵,exact_hzk16_bitmap
856,0xB9,0xAB,者,exact_hzk16_bitmap
857,0xB9,0xAC,途,exact_hzk16_bitmap
858,0xB9,0xAD,捣,exact_hzk16_bitmap
859,0xB9,0xAE,旧,exact_hzk16_bitmap
860,0xB9,0xAF,帐,exact_hzk16_bitmap
861,0xB9,0xB0,易,exact_hzk16_bitmap
862,0xB9,0xB1,字,exact_hzk16_bitmap
863,0xB9,0xB2,抗,exact_hzk16_bitmap
864,0xB9,0xB3,吃,exact_hzk16_bitmap
865,0xB9,0xB4,理,exact_hzk16_bitmap
866,0xB9,0xB5,解,exact_hzk16_bitmap
867,0xB9,0xB6,陪,exact_hzk16_bitmap
868,0xB9,0xB7,隐,exact_hzk16_bitmap
869,0xB9,0xB8,邪,exact_hzk16_bitmap
870,0xB9,0xB9,暴,exact_hzk16_bitmap
871,0xB9,0xBA,诅,exact_hzk16_bitmap
872,0xB9,0xBB,咒,exact_hzk16_bitmap
873,0xB9,0xBC,婆,exact_hzk16_bitmap
874,0xB9,0xBD,呜,exact_hzk16_bitmap
875,0xB9,0xBE,累,exact_hzk16_bitmap
876,0xB9,0xBF,贫,exact_hzk16_bitmap
877,0xB9,0xC0,血,exact_hzk16_bitmap
878,0xB9,0xC1,僵,exact_hzk16_bitmap
879,0xB9,0xC2,尸,exact_hzk16_bitmap
880,0xB9,0xC3,康,exact_hzk16_bitmap
881,0xB9,0xC4,颤,exact_hzk16_bitmap
882,0xB9,0xC5,抖,exact_hzk16_bitmap
883,0xB9,0xC6,嘻,exact_hzk16_bitmap
884,0xB9,0xC7,伤,exact_hzk16_bitmap
885,0xB9,0xC8,温,exact_hzk16_bitmap
886,0xB9,0xC9,柔,exact_hzk16_bitmap
887,0xB9,0xCA,缠,exact_hzk16_bitmap
888,0xB9,0xCB,诫,exact_hzk16_bitmap
889,0xB9,0xCC,母,exact_hzk16_bitmap
890,0xB9,0xCD,助,exact_hzk16_bitmap
891,0xB9,0xCE,熟,exact_hzk16_bitmap
892,0xB9,0xCF,唤,exact_hzk16_bitmap
893,0xB9,0xD0,克,exact_hzk16_bitmap
894,0xB9,0xD1,栽,exact_hzk16_bitmap
895,0xB9,0xD2,求,exact_hzk16_bitmap
896,0xB9,0xD3,漂,exact_hzk16_bitmap
897,0xB9,0xD4,速,exact_hzk16_bitmap
898,0xB9,0xD5,度,exact_hzk16_bitmap
899,0xB9,0xD6,切,exact_hzk16_bitmap
900,0xB9,0xD7,流,exact_hzk16_bitmap
901,0xB9,0xD8,缘,exact_hzk16_bitmap
902,0xB9,0xD9,欺,exact_hzk16_bitmap
903,0xB9,0xDA,甚,exact_hzk16_bitmap
904,0xB9,0xDB,确,exact_hzk16_bitmap
905,0xB9,0xDC,哥,exact_hzk16_bitmap
906,0xB9,0xDD,族,exact_hzk16_bitmap
907,0xB9,0xDE,狩,exact_hzk16_bitmap
908,0xB9,0xDF,猎,exact_hzk16_bitmap
909,0xB9,0xE0,婶,exact_hzk16_bitmap
910,0xB9,0xE1,星,exact_hzk16_bitmap
911,0xB9,0xE2,懂,exact_hzk16_bitmap
912,0xB9,0xE3,偶,exact_hzk16_bitmap
913,0xB9,0xE4,讲,exact_hzk16_bitmap
914,0xB9,0xE5,义,exact_hzk16_bitmap
915,0xB9,0xE6,孕,exact_hzk16_bitmap
916,0xB9,0xE7,滚,exact_hzk16_bitmap
917,0xB9,0xE8,浅,exact_hzk16_bitmap
918,0xB9,0xE9,栋,exact_hzk16_bitmap
919,0xB9,0xEA,房,exact_hzk16_bitmap
920,0xB9,0xEB,睛,exact_hzk16_bitmap
921,0xB9,0xEC,墙,exact_hzk16_bitmap
922,0xB9,0xED,幻,exact_hzk16_bitmap
923,0xB9,0xEE,久,exact_hzk16_bitmap
924,0xB9,0xEF,首,exact_hzk16_bitmap
925,0xB9,0xF0,乔,exact_hzk16_bitmap
926,0xB9,0xF1,条,exact_hzk16_bitmap
927,0xB9,0xF2,艺,exact_hzk16_bitmap
928,0xB9,0xF3,套,exact_hzk16_bitmap
929,0xB9,0xF4,广,exact_hzk16_bitmap
930,0xB9,0xF5,祝,exact_hzk16_bitmap
931,0xB9,0xF6,件,exact_hzk16_bitmap
932,0xB9,0xF7,坐,exact_hzk16_bitmap
933,0xB9,0xF8,且,exact_hzk16_bitmap
934,0xB9,0xF9,牙,exact_hzk16_bitmap
935,0xB9,0xFA,抱,exact_hzk16_bitmap
936,0xB9,0xFB,歉,exact_hzk16_bitmap
937,0xB9,0xFC,假,exact_hzk16_bitmap
938,0xB9,0xFD,室,exact_hzk16_bitmap
939,0xB9,0xFE,露,exact_hzk16_bitmap
940,0xBA,0xA1,挡,exact_hzk16_bitmap
941,0xBA,0xA2,答,exact_hzk16_bitmap
942,0xBA,0xA3,占,exact_hzk16_bitmap
943,0xBA,0xA4,兄,exact_hzk16_bitmap
944,0xBA,0xA5,弟,exact_hzk16_bitmap
945,0xBA,0xA6,控,exact_hzk16_bitmap
946,0xBA,0xA7,价,exact_hzk16_bitmap
947,0xBA,0xA8,倒,exact_hzk16_bitmap
948,0xBA,0xA9,足,exact_hzk16_bitmap
949,0xBA,0xAA,夸,exact_hzk16_bitmap
950,0xBA,0xAB,社,exact_hzk16_bitmap
951,0xBA,0xAC,容,exact_hzk16_bitmap
952,0xBA,0xAD,据,exact_hzk16_bitmap
953,0xBA,0xAE,岁,exact_hzk16_bitmap
954,0xBA,0xAF,逼,exact_hzk16_bitmap
955,0xBA,0xB0,仇,exact_hzk16_bitmap
956,0xBA,0xB1,嘴,exact_hzk16_bitmap
957,0xBA,0xB2,灭,exact_hzk16_bitmap
958,0xBA,0xB3,书,exact_hzk16_bitmap
959,0xBA,0xB4,激,exact_hzk16_bitmap
960,0xBA,0xB5,恩,exact_hzk16_bitmap
961,0xBA,0xB6,格,exact_hzk16_bitmap
962,0xBA,0xB7,聚,exact_hzk16_bitmap
963,0xBA,0xB8,悟,exact_hzk16_bitmap
964,0xBA,0xB9,踢,exact_hzk16_bitmap
965,0xBA,0xBA,恕,exact_hzk16_bitmap
966,0xBA,0xBB,悔,exact_hzk16_bitmap
967,0xBA,0xBC,摘,exact_hzk16_bitmap
968,0xBA,0xBD,牌,exact_hzk16_bitmap
969,0xBA,0xBE,艾,exact_hzk16_bitmap
970,0xBA,0xBF,娜,exact_hzk16_bitmap
971,0xBA,0xC0,梅,exact_hzk16_bitmap
972,0xBA,0xC1,掌,exact_hzk16_bitmap
973,0xBA,0xC2,黄,exact_hzk16_bitmap
974,0xBA,0xC3,曾,exact_hzk16_bitmap
975,0xBA,0xC4,靠,exact_hzk16_bitmap
976,0xBA,0xC5,必,exact_hzk16_bitmap
977,0xBA,0xC6,须,exact_hzk16_bitmap
978,0xBA,0xC7,性,exact_hzk16_bitmap
979,0xBA,0xC8,主,exact_hzk16_bitmap
980,0xBA,0xC9,阻,exact_hzk16_bitmap
981,0xBA,0xCA,波,exact_hzk16_bitmap
982,0xBA,0xCB,巨,exact_hzk16_bitmap
983,0xBA,0xCC,源,exact_hzk16_bitmap
984,0xBA,0xCD,孔,exact_hzk16_bitmap
985,0xBA,0xCE,惹,exact_hzk16_bitmap
986,0xBA,0xCF,盯,exact_hzk16_bitmap
987,0xBA,0xD0,帅,exact_hzk16_bitmap
988,0xBA,0xD1,愁,exact_hzk16_bitmap
989,0xBA,0xD2,眉,exact_hzk16_bitmap
990,0xBA,0xD3,揍,exact_hzk16_bitmap
991,0xBA,0xD4,冻,exact_hzk16_bitmap
992,0xBA,0xD5,滑,exact_hzk16_bitmap
993,0xBA,0xD6,雪,exact_hzk16_bitmap
994,0xBA,0xD7,耳,exact_hzk16_bitmap
995,0xBA,0xD8,朵,exact_hzk16_bitmap
996,0xBA,0xD9,爆,exact_hzk16_bitmap
997,0xBA,0xDA,况,exact_hzk16_bitmap
998,0xBA,0xDB,每,exact_hzk16_bitmap
999,0xBA,0xDC,古,exact_hzk16_bitmap
1000,0xBA,0xDD,代,exact_hzk16_bitmap
1001,0xBA,0xDE,菊,exact_hzk16_bitmap
1002,0xBA,0xDF,盔,exact_hzk16_bitmap
1003,0xBA,0xE0,毁,exact_hzk16_bitmap
1004,0xBA,0xE1,稀,exact_hzk16_bitmap
1005,0xBA,0xE2,热,exact_hzk16_bitmap
1006,0xBA,0xE3,桂,exact_hzk16_bitmap
1007,0xBA,0xE4,炎,exact_hzk16_bitmap
1008,0xBA,0xE5,盆,exact_hzk16_bitmap
1009,0xBA,0xE6,洗,exact_hzk16_bitmap
1010,0xBA,0xE7,烧,exact_hzk16_bitmap
1011,0xBA,0xE8,冰,exact_hzk16_bitmap
1012,0xBA,0xE9,汉,exact_hzk16_bitmap
1013,0xBA,0xEA,爽,exact_hzk16_bitmap
1014,0xBA,0xEB,改,exact_hzk16_bitmap
1015,0xBA,0xEC,甘,exact_hzk16_bitmap
