pointer_reference_hex,chinese_record_index,chinese_offset_hex,chinese_text,english_offset_hex,english_storage,english_text,english_translation_status,french_source_offset_hex,french_text,present_in_french,pointer_redirected_for_french
0x034BCF,1170,0x035A9F,"
有飞行系的精灵就能带我飞向远方的城市了...",0x035A9F,graphical_codes,<0A><B0AE><B1AC><B3A9><B0AF><B0BC><B0A1><B0A2><B2AB><B0EC><B8DD><B1C2><B1AC><B3B7><B5CD><B1E2><B0BC><B3BA><B4D1><B0F8>...,not_translated_in_english,0x035A9F,"Grâce à Vol,
un Pokémon t'emmène
au loin.",yes,no
0x034BD1,1171,0x035ACA,"
今天是个好天气",0x035ACA,graphical_codes,<0A><B6C9><B1AD><B0C2><B0BA><B1B4><B1AD><B4AA>,not_translated_in_english,0x035ACA,"Il fait beau
aujourd'hui !",yes,no
0x034BD3,1172,0x035ADA,"
心情不错,偷偷告诉你我恋爱了!",0x035ADA,graphical_codes,"<0A><B0DD><B7AB><B0CE><B2DC>,<B5EF><B5EF><B2E6><B2E7><B0C5><B1C2><BEBF><B5DD><B0F8>!",not_translated_in_english,0x035ADA,"Je suis ravie !
Entre nous...
je suis amoureuse !",yes,no
0x034BD5,1173,0x035AF8,"
大海很宽阔啊,如果会冲浪术的话就能横渡大海了",0x035AF8,graphical_codes,"<0A><B1BE><B6FC><B3F7><B5B6><B5B7><B2AC>,<B1FE><B3F6><B1F9><B1AF><B1B0><B1AE><B0BC><B1EF><B2AB><B0EC><BEC0><BEC1><B1BE><B6FC><B0F8>",not_translated_in_english,0x035AF8,"La mer est immense.
Avec Surf,
traverse-la !",yes,no
0x034BD7,1174,0x035B25,"
你听过吗?在枯叶市上的铁达尼号上都是有钱的训练师呢",0x035B25,graphical_codes,<0A><B0C5><B1F1><B3D4><B0D7>?<B0B8><B6E1><B6E2><B4D1><B1E5><B0BC><B6E4><B6E5><B4B2><B6E6><B1E5><B1C0><B0C2><B0AE><B0FE><B0BC><B2DE><B2C5><B2DF><B1EB>,not_translated_in_english,0x035B25,"Tu connais
l'Océane,
à Carmin sur Mer ?
Ce paquebot de luxe
accueille de riches
Dresseurs.",yes,no
0x034BD9,1175,0x035B58,"
在月见山上的晚上偶尔会有皮皮出现呢",0x035B58,graphical_codes,<0A><B0B8><B6CF><B2CD><B6DC><B1E5><B0BC><B2BC><B1E5><B9E3><BEC2><B1F9><B0AE><B6D3><B6D3><B0A4><B2F5><B1EB>,not_translated_in_english,0x035B58,"La nuit,
on peut parfois
voir des Mélofée
au Mont Sélénite.",yes,no
0x034BDB,1176,0x035B7C,"
宝石大陆你知道吗?我年轻时就是在宝石大陆修行呢",0x035B7C,graphical_codes,<0A><B7B5><B1B2><B1BE><B7B6><B0C5><B2D7><B1A4><B0D7>?<B1C2><B3EA><B8B6><B0F0><B2AB><B0C2><B0B8><B7B5><B1B2><B1BE><B7B6><B4CE><B3A9><B1EB>,not_translated_in_english,0x035B7C,"Tu connais Hoenn ?
Je m'y entraînais
dans ma jeunesse.",yes,no
0x034BDD,1177,0x035BAB,"
在精灵体力低下的时候要赶紧使用伤药",0x035BAB,graphical_codes,<0A><B0B8><B0A1><B0A2><B0E2><B0E3><BCDD><B0F9><B0BC><B0F0><B7CD><B0C3><B1F3><B1F4><B1A7><B1A8><B9C7><BBB9>,not_translated_in_english,0x035BAB,"Quand un Pokémon
a peu de PV,
utilise vite
une Potion !",yes,no
0x034BDF,1178,0x035BCF,"
我不明白怎么照顾精灵,要加紧学习呢",0x035BCF,graphical_codes,"<0A><B1C2><B0CE><B5E6><B5E5><B2D0><B1E6><B6CC><B0DA><B0A1><B0A2>,<B0C3><B2FC><B1F4><B4C3><B2C6><B1EB>",not_translated_in_english,0x035BCF,"Je ne sais pas
bien m'occuper
des Pokémon.
Il me reste tant
à apprendre !",yes,no
0x034BE3,1180,0x035C1B,"
在这个地区最强的训练师是石英高原的四大天王",0x035C0B,graphical_codes,00000000000000000<B0B8><B0EE><B0BA><B3BB><B7B8><B3F2><B2C9><B0BC><B2DE><B2C5><B2DF><B0C2><B1B2><B7FE><B8AF><B4EF><B0BC><B1E1><B1BE><B1AD><B4F7>,not_translated_in_english,0x035C0B,"Le Conseil des 4
réunit l'élite
des Dresseurs
de la région.
Il siège
au Plateau Indigo.",yes,no
0x034BE7,1182,0x035C71,"
我想喝水...谁给我水?",0x035C67,graphical_codes,00000000000<B1C2><B1D7><B3C1><B5F7>...<B5F1><B0C4><B1C2><B5F7>?,not_translated_in_english,0x035C67,"J'ai soif...
Qui a de l'eau
pour moi ?",yes,no
0x034BE9,1183,0x035C87,"
别动!叫你别动你还动?",0x035C87,graphical_codes,<0A><B2CA><B0B2>!<B1C1><B0C5><B2CA><B0B2><B0C5><B2BD><B0B2>?,not_translated_in_english,0x035C87,"Ne bouge pas !
Je l'ai déjà dit...
Tu bouges encore ?!",yes,no
0x034BEB,1184,0x035C9D,"
看你的样子一定是个了不起的训练师吧",0x035C9D,graphical_codes,<0A><B0FD><B0C5><B0BC><B2DA><B1DF><B1D1><B2B1><B0C2><B0BA><B0F8><B0CE><B0E8><B0BC><B2DE><B2C5><B2DF><B0BE>,not_translated_in_english,0x035C9D,"À te voir,
tu dois être
un sacré Dresseur !",yes,no
0x03801D,1195,0x03805C,"
南晶公司版权所有",0x03805C,graphical_codes,<0A><B0A7><B0A8><B0A9><B0AA><B0AB><B0AC><B0AD><B0AE>,not_translated_in_english,0x03805C,NANJING TECH. TOUS DROITS RÉSERVÉS.,yes,no
0x038027,1200,0x0380E0,"
不打不相识!",0x0380DD,graphical_codes,0000<B0CE><B0CF><B0CE><B0D0><B0D1>!,not_translated_in_english,0x0380DD,"Un combat suffit :
nous voilà amis !",yes,no
0x038039,1209,0x0381A5,"
钱不够!",0x0381A5,graphical_codes,0<B0FE><B0CE><B0F1>!,not_translated_in_english,0x0381A5,Pas assez d'argent !,yes,no
0x038041,1213,0x0381E4,"
小智使用了飞天术",0x0381E0,graphical_codes,00000<B0B6><B0B7><B1A7><B1A8><B0F8><B1AC><B1AD><B1AE>,not_translated_in_english,0x0381E0,Sacha utilise Vol !,yes,no
0x038043,1214,0x0381F6,"
小智使用了冲浪术",0x0381F6,graphical_codes,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B1AF><B1B0><B1AE>,not_translated_in_english,0x0381F6,Sacha utilise Surf !,yes,no
0x038045,1215,0x038208,"
小智使用了怪力术",0x038208,graphical_codes,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B0CA><B0E3><B1AE>,not_translated_in_english,0x038208,Sacha utilise Force !,yes,no
0x038047,1216,0x03821A,"
这块石头好像能被推动",0x03821A,graphical_codes,<0A><B0EE><B1B1><B1B2><B1B3><B1B4><B1B5><B0EC><B1B6><B1B7><B0B2>,not_translated_in_english,0x03821A,"On peut sans doute
pousser ce rocher.",yes,no
0x03826B,1234,0x038866,"
老爷爷:你等等,听听我的话",0x038862,graphical_codes,"00000<B2CE><B1EE><B1EE>:<B0C5><B1CD><B1CD>,<B1F1><B1F1><B1C2><B0BC><B1EF>",not_translated_in_english,0x038862,Attends un peu. Écoute-moi.,yes,no
0x03826D,1235,0x038880,"
老爷爷:你还去?",0x038880,graphical_codes,<0A><B2CE><B1EE><B1EE>:<B0C5><B2BD><B0C7>?,not_translated_in_english,0x038880,"Tu veux quand même
y aller ?",yes,no
0x038291,1253,0x038D29,"
守卫:这扇门之后都是一些强劲的精灵训练家们,你还未拿到徽章啊...当然无法让你通过啊",0x038D23,graphical_codes,"0000000<B3DF><B3E0>:<B0EE><B3E1><B3E2><B3E3><B2A8><B1C0><B0C2><B1D1><B3E4><B2C9><B3D9><B0BC><B0A1><B0A2><B2DE><B2C5><B1BF><B2EF>,<B0C5><B2BD><B3E5><B0C6><B0DB><B3D1><B3D2><B2AC>...<B2C4><B2AA><B3E6><B2B8><B2CB><B0C5><B3DA><B3D4><B2AC>",not_translated_in_english,0x038D23,"De grands Dresseurs t'attendent. Sans Badge, passage interdit.",yes,no
0x038347,1344,0x039D3A,"
迷你裙:我承认你了",0x039D3B,graphical_codes,<B4D3><B0C5><B4D4>:<B1C2><B6C3><B4BA><B0C5><B0F8>,not_translated_in_english,0x039AF5,Pas mal ! Tu peux tous nous battre ?,yes,yes
0x0383E3,1422,0x03A7C3,"
绅士:明年我要去旅游",0x03A7BD,graphical_codes,0000000<B7B4><B1C5>:<B5E6><B3EA><B1C2><B0C3><B0C7><B7C1><B5FB>,not_translated_in_english,0x03A7BD,Je voyagerai l'an prochain.,yes,no
0x0383E5,1423,0x03A7D8,"
绅士:都一把年纪了,走不动了",0x03A7D8,graphical_codes,"<0A><B7B4><B1C5>:<B1C0><B1D1><B3D3><B3EA><B7C2><B0F8>,<B7C3><B0CE><B0B2><B0F8>",not_translated_in_english,0x03A7D8,Je suis trop vieux pour marcher loin.,yes,no
0x0383E7,1424,0x03A7F4,"
水手:小子,别乱逛!",0x03A7F4,graphical_codes,"<0A><B5F7><B1A3>:<B0B6><B1DF>,<B2CA><B7C4><B5C1>!",not_translated_in_english,0x03A7F4,"Ne traîne pas ici, gamin !",yes,no
0x0383E9,1425,0x03A807,"
水手:我错了,请您随便参观",0x03A807,graphical_codes,"<0A><B5F7><B1A3>:<B1C2><B2DC><B0F8>,<B2D8><B7C5><B5C2><B3A2><B7C6><B6DB>",not_translated_in_english,0x03A807,J'avais tort. Visite à ta guise.,yes,no
0x0383FB,1434,0x03A8C4,"
水手:快走开!",0x03A8BE,graphical_codes,0000000<B5F7><B1A3>:<B2EC><B7C3><B1D9>!,not_translated_in_english,0x03A8BE,"Va-t'en, vite !",yes,no
0x0383FD,1435,0x03A8D2,"
水手:刚才我有说话吗?",0x03A8D2,graphical_codes,<0A><B5F7><B1A3>:<B2BF><B1F2><B1C2><B0AE><B1E7><B1EF><B0D7>?,not_translated_in_english,0x03A8D2,"J'ai parlé, là ?",yes,no
0x0383FF,1436,0x03A8E8,"
绅士:我有个女儿现在和你一样大",0x03A8E8,graphical_codes,<0A><B7B4><B1C5>:<B1C2><B0AE><B0BA><B2CF><B7D0><B2F5><B0B8><B0C9><B0C5><B1D1><B2DA><B1BE>,not_translated_in_english,0x03A8E8,Ma fille a ton âge.,yes,no
0x038401,1437,0x03A907,"
绅士:做我女婿吧...",0x03A907,graphical_codes,<0A><B7B4><B1C5>:<B2B4><B1C2><B2CF><B7D1><B0BE>...,not_translated_in_english,0x03A907,Épouse ma fille !,yes,no
0x038443,1470,0x03AE50,"
名人:......",0x03AE51,graphical_codes,<B3B1><B2B5>:......,not_translated_in_english,0x03AE51,...,yes,no
0x03AEA4,1504,0x03B3D3,"
女孩:你居然能找到这里?",0x03B3DF,graphical_codes,<B0EC><B1EA><B0DB><B0EE><B0BF>?,not_translated_in_english,0x03B3DF,"Tu as réussi
à trouver
cet endroit ?",yes,no
0x03AEA6,1505,0x03B3EB,"
女孩:我也是听说附近出现了传说中的精灵才来的",0x03B3EB,graphical_codes,<0A><B2CF><B1DE>:<B1C2><B0F6><B0C2><B1F1><B1E7><B3C8><B0CD><B0A4><B2F5><B0F8><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1F2><B0FC><B0BC>,not_translated_in_english,0x03B3EB,On raconte qu'un Pokémon légendaire est apparu par ici. Je suis venue voir.,yes,no
0x03AEFC,1548,0x03B7F6,"
女孩:可拉可拉的妈妈就是在逃出来的时候被火箭队杀了,我也看到了!",0x03B7F5,graphical_codes,"00<B2CF><B1DE>:<B0DE><B8BB><B0DE><B8BB><B0BC><B1DB><B1DB><B2AB><B0C2><B0B8><B3EF><B0A4><B0FC><B0BC><B0F0><B7CD><B1B6><B5A2><B5A3><B5A4><B8BC><B0F8>,<B1C2><B0F6><B0FD><B0DB><B0F8>!",not_translated_in_english,0x03B7F5,"La mère d'Osselait
fuyait. J'ai vu
la Team Rocket
la tuer !",yes,no
0x03AF6C,1604,0x03C0D5,"
火箭队:我是在这里看守这张海报的,妨碍我的话可是要尝到苦头的哦!",0x03C0D6,graphical_codes,"<B5A2><B5A3><B5A4>:<B1C2><B0C2><B0B8><B0EE><B0BF><B0FD><B3DF><B0EE><B6F9><B6FC><B9A3><B0BC>,<B3C5><B3C6><B1C2><B0BC><B1EF><B0DE><B0C2><B0C3><B7EA><B0DB><B3C0><B1B3><B0BC><B2DD>!",not_translated_in_english,0x03C0D6,"Je garde
cette affiche. Si
tu me gênes, tu vas
le regretter !",yes,no
0x03AF6E,1605,0x03C114,"
火箭队:可恶,这样下去的话火箭队的基地会被发现的!要赶快和老大联络才行!",0x03C114,graphical_codes,"<0A><B5A2><B5A3><B5A4>:<B0DE><B5E0>,<B0EE><B2DA><B0F9><B0C7><B0BC><B1EF><B5A2><B5A3><B5A4><B0BC><B9A4><B3BB><B1F9><B1B6><B2F4><B2F5><B0BC>!<B0C3><B1F3><B2EC><B0C9><B2CE><B1BE><B3CE><B9A5><B1F2><B3A9>!",not_translated_in_english,0x03C114,"Not' cachette va
être découverte !
J'va prév'nir eul
chef !",yes,no
0x03CE9E,1730,0x03D16A,"
捉鸟人:拥有连续攻击能力的我你没有胜算",0x03D16B,graphical_codes,<B3E7><B8A7><B2B5>:<B6A9><B0AE><B6BA><B4D7><B4AB><B4AC><B0EC><B0E3><B0BC><B1C2><B0C5><B2B6><B0AE><B3F9><B3D0>,not_translated_in_english,0x03D16B,"ORNITHOLOGUE : Avec mes attaques en rafale, tu n'as aucune chance !",yes,no
0x03CEA0,1731,0x03D191,"
捉鸟人:又说大话了",0x03D191,graphical_codes,<0A><B3E7><B8A7><B2B5>:<B5B0><B1E7><B1BE><B1EF><B0F8>,not_translated_in_english,0x03D191,ORNITHOLOGUE : J'ai encore parlé trop vite...,yes,no
0x03CEFC,1777,0x03D826,"
火箭队:小鬼滚一边去!!",0x03D827,graphical_codes,<B5A2><B5A3><B5A4>:<B0B6><B7B2><B9E7><B1D1><B4D5><B0C7>!!,not_translated_in_english,0x03D827,"TEAM ROCKET :
Dégage, morveux !",yes,no
0x03CFF6,1902,0x03E80D,"
成熟姐姐:在这不远就是红莲镇了",0x03E797,graphical_codes,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<B2EA><B9CE><B3B8><B3B8>:<B0B8><B0EE><B0CE><B5CD><B2AB><B0C2><B5CE><B5CF><B2D6><B0F8>,not_translated_in_english,0x03E797,Cramois'Île n'est plus très loin.,yes,no
0x03CFF8,1903,0x03E82C,"
成熟姐姐:红莲镇经常会有火山爆发的情况",0x03E82C,graphical_codes,<0A><B2EA><B9CE><B3B8><B3B8>:<B5CE><B5CF><B2D6><B2A5><B3CA><B1F9><B0AE><B5A2><B6DC><BAD9><B2F4><B0BC><B7AB><BADA>,not_translated_in_english,0x03E82C,Le volcan entre souvent en éruption à Cramois'Île.,yes,no
0x03CFFA,1904,0x03E853,"
研究员:在这每天都有对精灵的研究",0x03E853,graphical_codes,<0A><B1CF><B1D0><B2D4>:<B0B8><B0EE><BADB><B1AD><B1C0><B0AE><B0E7><B0A1><B0A2><B0BC><B1CF><B1D0>,not_translated_in_english,0x03E853,"Ici, on étudie
chaque jour
les Pokémon.",yes,no
0x03CFFC,1905,0x03E874,"
小孩:我在观月山发现的化石好象是珍贵的化石!",0x03E874,graphical_codes,<0A><B0B6><B1DE>:<B1C2><B0B8><B6DB><B6CF><B6DC><B2F4><B2F5><B0BC><B5AB><B1B2><B1B4><B8B4><B0C2><B5C5><B6B2><B0BC><B5AB><B1B2>!,not_translated_in_english,0x03E874,"Ce fossile trouvé
au Mont Sélénite
semble précieux !",yes,no
0x03D01C,1921,0x03EA79,"
研究员:这里不是你这种小孩能来的",0x03E777,graphical_codes,<B1CF><B1D0><B2D4>:<B0EE><B0BF><B0CE><B0C2><B0C5><B0EE><B6AD><B0B6><B1DE><B0EC><B0FC><B0BC>,not_translated_in_english,0x03E777,"Ici, les gamins sont interdits !",yes,no
0x03D03A,1936,0x03EC05,"
研究员:火系还是有弱点啊...",0x03EB91,graphical_codes,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<B1CF><B1D0><B2D4>:<B5A2><B0AF><B2BD><B0C2><B0AE><B7E6><B7D9><B2AC>...,not_translated_in_english,0x03EB91,Même le type Feu a ses faiblesses...,yes,no
0x03D03C,1937,0x03EC21,"
研究员:火对水确实没办法但比冰系要强",0x03EC21,graphical_codes,<0A><B1CF><B1D0><B2D4>:<B5A2><B0E7><B5F7><B9DB><B5DE><B2B6><B2B7><B2B8><B3A8><B2B2><BAE8><B0AF><B0C3><B2C9>,not_translated_in_english,0x03EC21,Le Feu craint l'Eau et domine la Glace.,yes,no
0x03D056,1950,0x03EDFE,"
裁判:未来的冠军!这个常青道馆的首领是谁我也不知道...",0x03ECFD,graphical_codes,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<B3FC><B3FD>:<B3E5><B0FC><B0BC><B4A1><B4A2>!<B0EE><B0BA><B3CA><B3CB><B1A4><B3CC><B0BC><B9EF><B4B3><B0C2><B5F1><B1C2><B0F6><B0CE><B2D7><B1A4>...,not_translated_in_english,0x03ECFD,"Futur Champion ! Même moi, j'ignore qui est le Champion à Jadielle...",yes,no
