stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,source_capacity_bytes,compression,compression_justification,fidelity_comment,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x031430,MAIN,268,,Ordinary text,0x031430,0x03106F,0x03106F,,,459,0x031440,食梦,graphical_codes,<B353><B355><B357>,DrmEater,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dream-eating label directly matches Dream Eater. The executable eight-character battle cell displays DrmEater for the full move name Dream Eater.,,,,
MAIN:0x031437,MAIN,269,,Ordinary text,0x031437,0x031071,0x031071,,,460,0x031446,精神增压,graphical_codes,<B7E5><B7E7><B7E9>,PsyBoost,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The executable battle grid provides nine-character move cells; Psycho Boost is displayed as PsyBoost.,The Chinese psychic-boost label directly identifies Psycho Boost. The executable nine-character battle cell displays PsyBoost for the full move name Psycho Boost.,,,,
MAIN:0x031441,MAIN,270,,Ordinary text,0x031441,0x031073,0x031073,,,461,0x031450,催眠术,ascii,Hypnosis,Hypnosis,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese hypnosis technique directly matches Hypnosis.,,,,
MAIN:0x03144A,MAIN,271,,Ordinary text,0x03144A,0x031075,0x031075,,,462,0x031458,睡眠,ascii,Rest,Rest,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,The literal sleep label is mechanically resolved as Rest by this Psychic/status move slot and both aligned witnesses.,,,,
MAIN:0x03144F,MAIN,272,,Ordinary text,0x03144F,0x031077,0x031077,,,463,0x03145E,瞬间移动,ascii,Teleport,Teleport,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese instantaneous-movement label directly identifies Teleport.,,,,
MAIN:0x031458,MAIN,273,,Ordinary text,0x031458,0x031079,0x031079,,,464,0x031468,瞑想,graphical_codes,<B7EB><B7ED>,CalmMind,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The meditation label and its verified position before Agility identify CalmMind rather than a generic state fragment. The eight-character battle label uses CalmMind so adjacent moves remain visually separated.,,,,
MAIN:0x03145D,MAIN,274,,Ordinary text,0x03145D,,0x031079,,,464,0x031468,瞑想,ascii,Mind,Mind,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,4,yes,Fixed four-byte move-name cell; Mind preserves the meditation concept.,The reviewed meditation move is Calm Mind; the fixed four-byte move-name cell retains Mind.,,,,
MAIN:0x031462,MAIN,275,,Ordinary text,0x031462,0x03107B,0x03107B,,,465,0x03146E,高速移动,ascii,Agility,Agility,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese high-speed movement label directly matches Agility.,,,,
MAIN:0x03146A,MAIN,276,,Ordinary text,0x03146A,0x03107D,0x03107D,,,466,0x031478,舌头舔,ascii,Lick,Lick,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,The Chinese tongue-lick label directly matches Lick.,,,,
MAIN:0x03146F,MAIN,277,,Ordinary text,0x03146F,0x03107F,0x03107F,,,467,0x031480,惊吓,ascii,Astonish,Astonish,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The Chinese fright or surprise label identifies Astonish in the Ghost-move sequence.,,,,
MAIN:0x031478,MAIN,278,,Ordinary text,0x031478,0x031081,0x031081,,,468,0x031486,暗影拳,graphical_codes,<B359><B35B><B35D>,ShdwPnch,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese shadow-punch label directly matches Shadow Punch. The executable eight-character battle cell displays ShdwPnch for the full move name Shadow Punch.,,,,
MAIN:0x03147F,MAIN,279,,Ordinary text,0x03147F,0x031083,0x031083,,,469,0x03148E,影子球,graphical_codes,<B401><B403><B405>,ShdwBall,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The executable battle grid provides nine-character move cells; Shadow Ball is displayed as ShdwBall.,The Chinese shadow-ball label directly matches Shadow Ball. The executable nine-character battle cell displays ShdwBall for the full move name Shadow Ball.,,,,
MAIN:0x031486,MAIN,280,,Ordinary text,0x031486,0x031085,0x031085,,,470,0x031496,恶梦,graphical_codes,<B407><B409><B40B>,Nightmar,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the shifted French witness: the Chinese explicitly names Nightmar. The eight-character battle label uses Nightmar so adjacent moves remain visually separated.,,,,
MAIN:0x03148D,MAIN,281,,Ordinary text,0x03148D,0x031087,0x031087,,,471,0x03149C,怪异光,graphical_codes,<B40D><B40F><B411><B413>,ConfRay,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese strange-light label and Ghost-move context identify Confuse Ray. The executable eight-character battle cell displays ConfRay for the full move name Confuse Ray.,,,,
MAIN:0x031496,MAIN,282,,Ordinary text,0x031496,0x031089,0x031089,,,472,0x0314A4,龙卷,ascii,Twister,Twister,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese dragon-tornado label identifies Twister at the start of the Dragon-move sequence.,,,,
MAIN:0x03149E,MAIN,283,,Ordinary text,0x03149E,0x03108B,0x03108B,,,473,0x0314AA,龙之怒,graphical_codes,<B415><B417><B419>,DrgnRage,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-rage label directly matches Dragon Rage. The executable eight-character battle cell displays DrgnRage for the full move name Dragon Rage.,,,,
MAIN:0x0314A5,MAIN,284,,Ordinary text,0x0314A5,0x03108D,0x03108D,,,474,0x0314B2,龙之息吹,graphical_codes,<B41B><B41D><B41F>,DrgnBrth,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-breath label directly matches Dragon Breath. The executable eight-character battle cell displays DrgnBrth for the full move name Dragon Breath.,,,,
MAIN:0x0314AC,MAIN,285,,Ordinary text,0x0314AC,0x03108F,0x03108F,,,475,0x0314BC,龙之爪,graphical_codes,<B421><B423><B425>,DrgnClaw,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-claw label directly matches Dragon Claw. The executable eight-character battle cell displays DrgnClaw for the full move name Dragon Claw.,,,,
MAIN:0x0314B3,MAIN,286,,Ordinary text,0x0314B3,0x031091,0x031091,,,476,0x0314C4,激鳞,graphical_codes,<B427><B429><B42B>,Outrage,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese enraged-scales term and Dragon-move context identify Outrage.,,,,
MAIN:0x0314BA,MAIN,287,,Ordinary text,0x0314BA,0x031093,0x031093,,,477,0x0314CA,龙之舞,graphical_codes,<B42D><B42F><B431>,DrgnDnce,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-dance label directly matches Dragon Dance. The executable eight-character battle cell displays DrgnDnce for the full move name Dragon Dance.,,,,
MAIN:0x0314C1,MAIN,288,,Ordinary text,0x0314C1,0x031095,0x031095,,,478,0x0314D2,打落,graphical_codes,<B7EF><B7F1><B7F3>,KnockOff,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese knock-down or knock-away label and Dark-move sequence identify KnockOff. The eight-character battle label uses KnockOff so adjacent moves remain visually separated.,,,,
MAIN:0x0314CB,MAIN,289,,Ordinary text,0x0314CB,0x031097,0x031097,,,479,0x0314D8,追击,graphical_codes,<B433><B435><B437>,Pursuit,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,Corrects the shifted witness: the Chinese explicitly names pursuit or chasing.,,,,
MAIN:0x0314D2,MAIN,290,,Ordinary text,0x0314D2,0x031099,0x031099,,,480,0x0314DE,齿突,ascii,Bite,Bite,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,The Chinese tooth-thrust label and Dark-move context identify Bite.,,,,
MAIN:0x0314D7,MAIN,291,,Ordinary text,0x0314D7,0x03109B,0x03109B,,,481,0x0314E4,咬碎,ascii,Crunch,Crunch,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese crushing-bite label directly matches Crunch.,,,,
MAIN:0x0314DE,MAIN,292,,Ordinary text,0x0314DE,0x03109D,0x03109D,,,482,0x0314EA,钢之爪,graphical_codes,<B439><B43B><B43D>,MetlClaw,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese steel-claw label directly identifies Metal Claw. The executable eight-character battle cell displays MetlClaw for the full move name Metal Claw.,,,,
MAIN:0x0314E5,MAIN,293,,Ordinary text,0x0314E5,0x03109F,0x03109F,,,483,0x0314F2,钢之翼,graphical_codes,<B43F><B441><B443>,StelWing,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese steel-wing label directly matches Steel Wing. The executable eight-character battle cell displays StelWing for the full move name Steel Wing.,,,,
MAIN:0x0314EC,MAIN,294,,Ordinary text,0x0314EC,0x0310A1,0x0310A1,,,484,0x0314FA,钢之尾,graphical_codes,<B7F5><B7F7>,IronTail,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese steel-tail concept and Steel-move slot identify the official move IronTail, not a different mechanic. The eight-character battle label uses IronTail so adjacent moves remain visually separated.",,,,
MAIN:0x0314F1,MAIN,295,,Ordinary text,0x0314F1,,0x0310A1,,,484,0x0314FA,钢之尾,ascii,Tail,Iron,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,4,yes,Fixed four-byte move-name cell; Iron preserves the move's defining material and avoids ambiguity with Tail Whip.,"The reviewed move is Iron Tail; the fixed four-byte move-name cell retains Iron, which distinguishes it from Tail Whip.",,,,
MAIN:0x0314F6,MAIN,296,,Ordinary text,0x0314F6,0x0310A3,0x0310A3,,,485,0x031502,慧星拳,graphical_codes,<B445><B447><B449>,MetrMash,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The apparent Chinese character typo still denotes a meteor punch; its Steel-move position resolves it as Meteor Mash. The executable eight-character battle cell displays MetrMash for the full move name Meteor Mash.,,,,
MAIN:0x0314FD,MAIN,297,,Ordinary text,0x0314FD,0x0310A5,0x0310A5,,,486,0x03150A,铁壁,graphical_codes,<B44B><B44D><B44F><B451>,IronDef,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese iron-wall label directly identifies Iron Defense. The executable eight-character battle cell displays IronDef for the full move name Iron Defense.,,,,
MAIN:0x031506,MAIN,298,,Ordinary text,0x031506,0x0310A7,0x0310A7,,,487,0x031510,跳跃,ascii,Splash,Splash,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The generic leap label is mechanically resolved as Splash by this move-table slot and both aligned witnesses; Bounce already occupies its own earlier slot.,,,,
MAIN:0x03150D,MAIN,299,,Ordinary text,0x03150D,0x0310A9,0x0310A9,,,488,0x031516,音速波,graphical_codes,<B453><B455><B457>,SonicBom,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the shifted French witness: the Chinese sonic-wave label identifies Sonic Boom. The executable eight-character battle cell displays SonicBom for the full move name Sonic Boom.,,,,
MAIN:0x031514,MAIN,300,,Ordinary text,0x031514,0x0310AB,0x0310AB,,,489,0x03151E,撞击,ascii,Tackle,Tackle,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese collision or body-check label directly matches Tackle.,,,,
MAIN:0x03151B,MAIN,301,,Ordinary text,0x03151B,0x0310AD,0x0310AD,,,490,0x031524,刀背打,ascii,Scratch,FlsSwipe,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the old Scratch mismatch: the Chinese blunt-edge strike is the established label for False Swipe. The executable eight-character battle cell displays FlsSwipe for the full move name False Swipe.,,,,
MAIN:0x031523,MAIN,302,,Ordinary text,0x031523,0x0310AF,0x0310AF,,,491,0x03152C,抓,ascii,Pound,Scratch,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,"The Chinese clawing or scratching label identifies Scratch, not the shifted old Pound entry.",,,,
MAIN:0x031529,MAIN,303,,Ordinary text,0x031529,0x0310B1,0x0310B1,,,492,0x031530,电光石火,graphical_codes,<B459><B45B><B45D>,QuickAtk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese lightning-fast action idiom directly identifies Quick Attack. The executable eight-character battle cell displays QuickAtk for the full move name Quick Attack.,,,,
MAIN:0x031530,MAIN,304,,Ordinary text,0x031530,0x0310B3,0x0310B3,,,493,0x03153A,招财猫,ascii,Pay Day,Pay Day,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The beckoning lucky-cat label and executable slot concord with Pay Day.,,,,
MAIN:0x031538,MAIN,305,,Ordinary text,0x031538,0x0310B5,0x0310B5,,,494,0x031542,鼾声,ascii,Fake Out,Snore,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"Corrects the old Fake Out mismatch: the Chinese explicitly means the sound of snoring, identifying Snore.",,,,
MAIN:0x031541,MAIN,306,,Ordinary text,0x031541,0x0310B7,0x0310B7,,,495,0x031548,居合斩,ascii,Cut,Cut,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,3,no,,The Chinese iai-cut technique and executable move slot identify Cut.,,,,
MAIN:0x031545,MAIN,307,,Ordinary text,0x031545,0x0310B9,0x0310B9,,,496,0x031550,流星,ascii,Swift,Swift,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese meteor label is the established source name for Swift in this slot.,,,,
MAIN:0x03154B,MAIN,308,,Ordinary text,0x03154B,0x0310BB,0x0310BB,,,497,0x031556,角突,ascii,Stomp,HornAtk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the old Stomp mismatch: the Chinese explicitly describes a horn thrust, identifying Horn Attack. The executable eight-character battle cell displays HornAtk for the full move name Horn Attack.",,,,
MAIN:0x031551,MAIN,309,,Ordinary text,0x031551,0x0310BD,0x0310BD,,,498,0x03155C,崩击之爪,graphical_codes,<B501><B503><B505>,CrshClaw,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese crushing-claw label directly identifies Crush Claw. The executable eight-character battle cell displays CrshClaw for the full move name Crush Claw.,,,,
MAIN:0x031558,MAIN,310,,Ordinary text,0x031558,0x0310BF,0x0310BF,,,499,0x031566,秘密力量,graphical_codes,<B507><B509><B50B>,SecrtPwr,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The executable battle grid provides nine-character move cells; Secret Power is displayed as SecrtPwr.,The Chinese secret-power label identifies Secret Power; the French witness names a different move and is not followed. The executable nine-character battle cell displays SecrtPwr for the full move name Secret Power.,,,,
MAIN:0x03155F,MAIN,311,,Ordinary text,0x03155F,0x0310C1,0x0310C1,,,500,0x031570,必杀门牙,graphical_codes,<B50D><B50F><B511>,HyprFang,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese finishing-fang term is the established source label for Hyper Fang. The executable eight-character battle cell displays HyprFang for the full move name Hyper Fang.,,,,
MAIN:0x031566,MAIN,312,,Ordinary text,0x031566,0x0310C3,0x0310C3,,,501,0x03157A,三角攻击,graphical_codes,<B513><B515><B517>,Tri Atk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the shifted French witness: the Chinese explicitly names a triangular attack, Tri Attack. The executable eight-character battle cell displays Tri Atk for the full move name Tri Attack.",,,,
MAIN:0x03156D,MAIN,313,,Ordinary text,0x03156D,0x0310C5,0x0310C5,,,502,0x031584,舍身一击,graphical_codes,<B519><B51B><B51D>,Dbl-Edge,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The executable battle grid provides nine-character move cells; Double-Edge is displayed as Dbl-Edge.,The Chinese self-sacrificing strike label directly identifies Double-Edge. The executable nine-character battle cell displays Dbl-Edge for the full move name Double-Edge.,,,,
MAIN:0x031574,MAIN,314,,Ordinary text,0x031574,0x0310C7,0x0310C7,,,503,0x03158E,破坏光线,graphical_codes,<B51F><B521><B523>,HyprBeam,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese destructive-beam label directly identifies Hyper Beam. The executable eight-character battle cell displays HyprBeam for the full move name Hyper Beam.,,,,
MAIN:0x03157B,MAIN,315,,Ordinary text,0x03157B,0x0310C9,0x0310C9,,,504,0x031598,自爆,graphical_codes,<B525><B527><B529><B52B>,SelfDstr,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese self-detonation label identifies Self-Destruct specifically, not the separate move Explosion. The executable eight-character battle cell displays SelfDstr for the full move name Self-Destruct.",,,,
MAIN:0x031584,MAIN,316,,Ordinary text,0x031584,0x0310CB,0x0310CB,,,505,0x03159E,大爆炸,ascii,Explode,Explosn,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese large-explosion label identifies Explosn, distinct from the preceding Self-Destruct entry. The eight-character battle label uses Explosn so adjacent moves remain visually separated.",,,,
MAIN:0x03158C,MAIN,317,,Ordinary text,0x03158C,0x0310CD,0x0310CD,,,506,0x0315A6,尖角钻,graphical_codes,<B52D><B52F><B531><B533>,HornDril,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the swapped witness: the Chinese explicitly names a pointed-horn drill, which is Horn Drill rather than Guillotine. The executable eight-character battle cell displays HornDril for the full move name Horn Drill.",,,,
MAIN:0x031595,MAIN,318,,Ordinary text,0x031595,0x0310CF,0x0310CF,,,507,0x0315AE,剪刀断头,graphical_codes,<B535><B537><B539>,Guillotn,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the reciprocal witness swap: the Chinese scissor-decapitation label identifies Guillotne, not Horn Drill. The executable eight-character battle cell displays Guillotn for the full move name Guillotne.",,,,
MAIN:0x03159C,MAIN,319,,Ordinary text,0x03159C,0x0310D1,0x0310D1,,,508,0x0315B8,歌唱,ascii,Sing,Sing,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,The Chinese label directly means singing and identifies Sing.,,,,
MAIN:0x0315A1,MAIN,320,,Ordinary text,0x0315A1,0x0310D3,0x0310D3,,,509,0x0315BE,恶魔之吻,graphical_codes,<B7F9><B7FB>,LovlyKis,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The reviewed demon-kiss label and executable move slot identify Lovely Kiss; the unreadable old graphics are not retained. The executable eight-character battle cell displays LovlyKis for the full move name Lovely Kiss.,,,,
MAIN:0x0315A6,MAIN,321,,Ordinary text,0x0315A6,,0x0310D3,,,509,0x0315BE,恶魔之吻,ascii,Kiss,Kiss,translated_directly_from_reviewed_chinese_source_ai_review,exact_offset,medium,reviewed_source_adjudication,ai_source_reviewed,4,yes,Fixed four-byte move-name cell; Kiss preserves the move's defining action.,The reviewed demon-kiss move is Lovely Kiss; the fixed four-byte move-name cell retains Kiss.,,,,
MAIN:0x0315AB,MAIN,322,,Ordinary text,0x0315AB,0x0310D5,0x0310D5,,,510,0x0315C8,超音波,graphical_codes,<B53B><B53D><B53F>,Supersnc,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese supersonic-wave label directly identifies Supersonic. The executable eight-character battle cell displays Supersnc for the full move name Supersonic.,,,,
MAIN:0x0315B2,MAIN,323,,Ordinary text,0x0315B2,0x0310D7,0x0310D7,,,511,0x0315D0,剑舞,graphical_codes,<B541><B543><B545>,SwrdDnce,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese sword-dance label directly identifies Swords Dance. The executable eight-character battle cell displays SwrdDnce for the full move name Swords Dance.,,,,
MAIN:0x0315B9,MAIN,324,,Ordinary text,0x0315B9,0x0310D9,0x0310D9,,,512,0x0315D6,叫声,ascii,Growl,Growl,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,The Chinese cry or growl label identifies Growl.,,,,
MAIN:0x0315BF,MAIN,325,,Ordinary text,0x0315BF,0x0310DB,0x0310DB,,,513,0x0315DC,撒娇,ascii,Bulk-up,Charm,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,"Corrects the old Bulk Up mismatch: the Chinese explicitly means acting cute or charming, identifying Charm.",,,,
MAIN:0x0315C7,MAIN,326,,Ordinary text,0x0315C7,0x0310DD,0x0310DD,,,514,0x0315E2,变圆,graphical_codes,<B547><B549><B54B><B54D>,DefCurl,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese curl-into-a-ball label and move slot identify Defense Curl. The executable eight-character battle cell displays DefCurl for the full move name Defense Curl.,,,,
MAIN:0x0315D0,MAIN,327,,Ordinary text,0x0315D0,0x0310DF,0x0310DF,,,515,0x0315E8,变硬,ascii,Harden,Harden,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,The Chinese hardening label directly identifies Harden.,,,,
MAIN:0x0315D7,MAIN,328,,Ordinary text,0x0315D7,0x0310E1,0x0310E1,,,516,0x0315EE,摇尾巴,graphical_codes,<B7FD><B7FF>,TailWhip,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese tail-wagging label identifies TailWhip in this move-table slot. The eight-character battle label uses TailWhip so adjacent moves remain visually separated.,,,,
MAIN:0x0315DC,MAIN,329,,Ordinary text,0x0315DC,,0x0310E1,,,516,0x0315EE,摇尾巴,ascii,Whip,Whip,translated_directly_from_reviewed_chinese_source_ai_review,exact_offset,medium,reviewed_source_adjudication,ai_source_reviewed,4,yes,Fixed four-byte move-name cell; Whip is the available identifying element of Tail Whip.,The adjudicated tail-wagging move is Tail Whip; the fixed four-byte move-name cell retains Whip.,,,,
MAIN:0x0315E1,MAIN,330,,Ordinary text,0x0315E1,0x0310E3,0x0310E3,,,517,0x0315F6,挠痒,ascii,Charm,Tickle,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,"Corrects the old Charm mismatch: the Chinese explicitly means tickling, identifying Tickle.",,,,
MAIN:0x0315E7,MAIN,331,,Ordinary text,0x0315E7,0x0310E5,0x0310E5,,,518,0x0315FC,烟幕,graphical_codes,<B54F><B551><B553>,SmokScrn,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese smoke-screen label directly identifies Smokescreen. The executable eight-character battle cell displays SmokScrn for the full move name Smokescreen.,,,,
MAIN:0x0315F4,MAIN,332,,Ordinary text,0x0315F4,0x0310E9,0x0310E9,,,520,0x031608,影分身,graphical_codes,<B555><B557><B559>,DblTeam,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The executable battle grid provides nine-character move cells; Double Team is displayed as DblTeam.,The Chinese shadow-clone label identifies Double Team. The executable nine-character battle cell displays DblTeam for the full move name Double Team.,,,,
MAIN:0x0315FB,MAIN,333,,Ordinary text,0x0315FB,0x0310EB,0x0310EB,,,521,0x031610,自我再生,ascii,Recover,Recover,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,The Chinese self-regeneration label directly identifies Recover.,,,,
MAIN:0x03160A,MAIN,334,,Ordinary text,0x03160A,0x0310EF,0x0310EF,,,523,0x031620,吼叫,ascii,Roar,Roar,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,no,,The Chinese roaring label directly identifies Roar.,,,,
MAIN:0x03160F,MAIN,335,,Ordinary text,0x03160F,0x0310F1,0x0310F1,,,524,0x031626,吹飞,graphical_codes,<B701><B703><B705>,Whirlwnd,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese blow-away label and move slot identify Whirlwnd. The eight-character battle label uses Whirlwnd so adjacent moves remain visually separated.,,,,
