stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,source_capacity_bytes,compression,compression_justification,fidelity_comment,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x03A2D1,MAIN,1322,D0451,In-game dialogue,0x03A2D1,0x0383D3,0x0383D3,dialogue_19_19,,1414,0x03A711,水手:今天天气好啊,ascii,My pride is at stake!,Nice day!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,25,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly keeps the sailor's observation that today's weather is good.,,,,
MAIN:0x03A2EB,MAIN,1323,D0452,In-game dialogue,0x03A2EB,0x0383D5,0x0383D5,dialogue_19_19,,1415,0x03A724,水手:我玩的很开心,ascii,You sank me!,I had fun.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully preserves the sailor's statement that he enjoyed himself.,,,,
MAIN:0x03A2F8,MAIN,1324,D0453,In-game dialogue,0x03A2F8,0x0383CF,0x0383CF,dialogue_19_19,,1412,0x03A6E5,大胖子:看我钓上的好货色吧!,ascii,I like feisty kids like you!,See my great catch!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,28,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the big man's invitation to admire the impressive catch he fished up.,,,,
MAIN:0x03A315,MAIN,1325,D0454,In-game dialogue,0x03A315,0x0383D1,0x0383D1,dialogue_19_19,,1413,0x03A701,大胖子:可恶...,ascii,Argh! Lost it!,Darn...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,14,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly renders the big man's brief frustration after defeat.,,,,
MAIN:0x03A324,MAIN,1326,D0455,In-game dialogue,0x03A324,0x0383DF,0x0383DF,dialogue_19_19,,1420,0x03A790,迷你裙:我喜欢大海的感觉,ascii,I never saw you at the party!,I love the sea!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject. Omits the contextual one-speaker label 'LASS', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A342,MAIN,1327,D0456,In-game dialogue,0x03A342,0x0383E1,0x0383E1,dialogue_19_19,,1421,0x03A7A9,迷你裙:就像喜欢你一样...,ascii,"Oh, I adore your strong Pok@mon!",I like you too...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,34,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Completes the prior comparison by explicitly stating that the Lass likes the player as she likes the sea.,,,,
MAIN:0x03A365,MAIN,1328,D0457,In-game dialogue,0x03A365,0x0383EB,0x0383EB,dialogue_19_19,,1426,0x03A821,双胞胎:你好啊!,ascii,I'm kinda bored.Howabout a battle?,Hello!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,34,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly preserves the Twins as speakers and their short greeting.,,,,
MAIN:0x03A388,MAIN,1329,D0458,In-game dialogue,0x03A388,0x0383ED,0x0383ED,dialogue_19_19,,1427,0x03A831,"水手:我明白了,你是伟大的训练师",ascii,Good fight!,I see. You're a great Trainer!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,11,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the missing copula and subject. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A394,MAIN,1330,D0459,In-game dialogue,0x03A394,0x0383D7,0x0383D7,dialogue_19_19,,1416,0x03A737,水手:天天都努力工作,ascii,Us Sailors have Pok@mon too!,I work hard every day.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,31,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses natural adverb placement. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A3B4,MAIN,1331,D0460,In-game dialogue,0x03A3B4,0x0383D9,0x0383D9,dialogue_19_19,,1417,0x03A74C,水手:有没有搞错?,ascii,"Ok, You're not bad.",Seriously?!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; naturally renders the sailor's incredulous question after the outcome.,,,,
MAIN:0x03A3C8,MAIN,1332,D0461,In-game dialogue,0x03A3C8,0x0383EF,0x0383EF,dialogue_19_19,,1428,0x03A851,水手:你是谁?,ascii,"Matey, you walk theplank if you lose!",Who are you?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,37,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the standard complete question. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A3EE,MAIN,1333,D0462,In-game dialogue,0x03A3EE,0x0383F1,0x0383F1,dialogue_19_19,,1429,0x03A85F,水手:我又是谁??,ascii,Argh! Beaten by a kid!,Who am I?!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,23,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully keeps the sailor's deliberately odd follow-up question about his own identity.,,,,
MAIN:0x03A406,MAIN,1334,D0463,In-game dialogue,0x03A406,0x0383F3,0x0383F3,dialogue_19_19,,1430,0x03A870,水手:出海愉快!,ascii,Ahoy! Are you sea sick?,Bon voyage!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,24,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly conveys the sailor's wish for a pleasant journey at sea.,,,,
MAIN:0x03A41F,MAIN,1335,D0464,In-game dialogue,0x03A41F,0x0383F5,0x0383F5,dialogue_19_19,,1431,0x03A880,水手:晚饭什么时候开始?,ascii,I was just careless,When's dinner?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the sailor's question about the starting time of dinner.,,,,
MAIN:0x03A433,MAIN,1336,D0465,In-game dialogue,0x03A433,0x0383F7,0x0383F7,dialogue_19_19,,1432,0x03A898,大胖子:我正在减肥!,ascii,Hey matey! Let's fight!,I'm on a diet!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,25,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject. Omits the contextual one-speaker label 'BIG GUY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A44D,MAIN,1337,D0466,In-game dialogue,0x03A44D,0x0383F9,0x0383F9,dialogue_19_19,,1433,0x03A8AC,大胖子:不过现在又胖了!,ascii,"Urf, I Feel Ill...",But I got fat again!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the subject and source contrast. Omits the contextual one-speaker label 'BIG GUY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A460,MAIN,1338,D0467,In-game dialogue,0x03A460,0x038403,0x038403,dialogue_19_19,GARY,1438,0x03A91B,小茂:小智真没想到会在这里见到你!你也受到了邀请啊?图鉴又增加了吗?我可是收集到四十多种了!让我看看你有没有进步吧!!,ascii,"Bonjour Ash! Were you really invited?How's your Pok@Dex?I already have 40 kinds, pal!",GARY: Ash! Invited too? What a surprise! New Pokédex data? Mine has 40-plus species. Show me your progress!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,87,yes,"Removed redundant English connective wording and tightened syntax for ROM space; preserves Ash and Gary, their unexpected meeting, the invitation, Pokédex progress, Gary's total of more than 40 species, and his challenge.","Compact direct rendering from Chinese; preserves Ash and Gary, their unexpected meeting, the invitation, Pokédex progress, Gary's total of more than 40 species, and his challenge.",,,,
MAIN:0x03A4B8,MAIN,1339,D0468,In-game dialogue,0x03A4B8,0x038405,0x038405,dialogue_19_19,GARY,1439,0x03A98C,"小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!",ascii,There's an old man here who can teach CUT! It's really usefull! Smell ya!,GARY: The Cut master aboard is just a seasick old man! Go see him. Smell ya!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,75,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03A504,MAIN,1340,D0469,In-game dialogue,0x03A504,0x038407,0x038407,dialogue_19_19,,1440,0x03A9DB,"名人:晕船,不行了...好难过",ascii,Urrp! I'm Seasick!,Ugh... I'm seasick... I feel awful.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the official S.S. Anne role and a complete seasickness complaint. Omits the contextual one-speaker label 'CAPTAIN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A517,MAIN,1341,D0470,In-game dialogue,0x03A517,0x03840B,0x03840B,dialogue_19_19,,1442,0x03AA08,"名人:嗯,好多了...谢谢你!什么你想看我的居合斩?如果我的身体好点的话就可以表演给你看...对了,这个给你吧!只要教你的精灵那你就随时都可看到居合斩了!",ascii,"(Rub,rub,rub)","I'm feeling much better. Thank you! You want to see my Cut technique? I could show you if I were well... Take this instead! Teach it to a Pokémon, and you can use Cut anytime!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,13,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the official S.S. Anne role and complete, source-faithful HM explanation. Omits the contextual one-speaker label 'CAPTAIN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A525,MAIN,1342,D0471,In-game dialogue,0x03A525,0x0383C1,0x0383C1,dialogue_19_19,,1405,0x03A61C,船员:船已经出发了,ascii,The S.S.ANNE left.,The ship has left.,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the missing article and auxiliary. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A538,MAIN,1343,D0472,In-game dialogue,0x03A538,0x038411,0x038411,dialogue_19_19,,1445,0x03AB0C,水手:就算你的精灵有多强都不可能是你这种小孩该来的!,ascii,This is no place for kids!,"This is no place for a kid, no matter how strong your Pokémon are!",adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,28,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03A555,MAIN,1344,D0473,In-game dialogue,0x03A555,0x0383B7,0x0383B7,dialogue_19_19,OFFICER JENNY,1400,0x03A556,女警君莎:抓到最近老是恶作剧的杰尼龟,ascii,My Squirtle keeps getting in trouble.,JENNY: I caught a Squirtle that kept causing mischief.,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,38,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03A57C,MAIN,1345,D0474,In-game dialogue,0x03A57C,0x03840F,0x03840F,dialogue_19_19,,1444,0x03AAA9,裁判:为来的冠军!马其斯少佐的外号叫闪电美国!使用电系精灵可称的上美国第一!飞行类和水类是不适用的...,ascii,"Hey Champ! Lt.Surgeloves electric Pok@mon,avoid birds andwater pok@mon! And beware of paralysis","Future Champ! Lt. Surge, the Lightning American, is America's best with Electric Pokémon. Avoid Flying and Water types!",official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,95,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,,,,
MAIN:0x03A5DC,MAIN,1346,D0475,In-game dialogue,0x03A5DC,0x0383BF,0x0383BF,dialogue_19_19,,1404,0x03A5E1,"船员:小鬼,这艘铁达尼号上的客人都是有钱人,你别到这里闲逛!!",ascii,"I'm sorry,but you need a ticket to come aboard.","Titanic guests are rich. Don't roam here, kid!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,50,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Compact direct rendering from Chinese; retains the Titanic name, the wealthy passengers, the sailor's address to the child, and order not to loiter.",,,,
MAIN:0x03A60F,MAIN,1347,D0476,In-game dialogue,0x03A60F,0x03AF44,0x03AF44,dialogue_19_19,,1584,0x03BE08,得到依布,ascii,Got Eevee!,Got Eevee!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,10,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,,,,
MAIN:0x03A61A,MAIN,1348,D0477,In-game dialogue,0x03A61A,0x038413,0x038413,dialogue_19_19,,1446,0x03AB40,水手:有两下子,ascii,You surprised me!,Not bad!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,20,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; naturally renders the sailor's acknowledgment that the player has real ability.,,,,
MAIN:0x03A62F,MAIN,1349,D0478,In-game dialogue,0x03A62F,0x03840D,0x03840D,dialogue_19_19,,1443,0x03AA97,得到特技01居合斩,ascii,"Whew! Thanks! Here,let me give ya thisCUT HM!Your Pok@moncan use it outside of battle to cut down trees! Got HM 01!",Got HM01: CUT!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,124,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,,,,
MAIN:0x03A6AC,MAIN,1350,D0479,In-game dialogue,0x03A6AC,0x038419,0x038419,dialogue_19_19,,1449,0x03AB6E,"绅士:马其斯少佐是军人,你也想加入吗?",ascii,Lt.Surge was my CO.in the army!,Lt. Surge is a soldier. Do you want to enlist too?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,31,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the complete question. Omits the contextual one-speaker label 'GENTLEMAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A6CC,MAIN,1351,D0480,In-game dialogue,0x03A6CC,0x038415,0x038415,dialogue_19_19,,1447,0x03AB4F,士兵:能过我这关吗?,ascii,There's a secret tothis GYM!,Can you get past me?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,28,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the idiomatic phrasal verb. Omits the contextual one-speaker label 'SOLDIER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A6E9,MAIN,1352,D0481,In-game dialogue,0x03A6E9,0x03841D,0x03841D,dialogue_19_19,LT. SURGE,1451,0x03ABA7,马其斯:哦?宝贝你要挑战啊?哈哈!就凭你那微弱的力量!就想与我挑战?真是有胆量?精灵做的不是这么简单的!让你尝尝苦头!,ascii,"Electric Pok@mon saved me in the war! They zapped myenemies,just like I'll do to you!","LT. SURGE: Challenge me, kid? Ha! You're weak but gutsy! Pokémon aren't easy to handle. Take this harsh lesson!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,91,yes,"Removed redundant English connective wording and tightened syntax for ROM space; preserves Lt. Surge's taunting address, laughter, mockery of the challenger's weakness, praise for their nerve, warning that handling Pokémon is not simple, and threat of a harsh lesson.","Compact direct rendering from Chinese; preserves Lt. Surge's taunting address, laughter, mockery of the challenger's weakness, praise for their nerve, warning that handling Pokémon is not simple, and threat of a harsh lesson.",,,,
MAIN:0x03A745,MAIN,1353,D0482,In-game dialogue,0x03A745,0x038421,0x038421,dialogue_19_19,,1453,0x03AC50,得到技能24,ascii,You're the real deal kid!Here's theThunderbadge! That badge lets you use FLY any time kid! And take this TM aswell!,Got TM24!,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,119,no,,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.,,,,
MAIN:0x03A7BD,MAIN,1354,D0483,In-game dialogue,0x03A7BD,0x0383E3,0x0383E3,dialogue_19_19,,1422,0x03A7C3,绅士:明年我要去旅游,graphical_codes,0000000<B7B4><B1C5>:<B5E6><B3EA><B1C2><B0C3><B0C7><B7C1><B5FB>,I'll travel next year.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; preserves the gentleman's travel plan and its timing next year. Full-text review: Normalizes nonstandard speaker abbreviation 'GENT:' to 'GENTLEMAN:'.,,,,
MAIN:0x03A7D8,MAIN,1355,D0484,In-game dialogue,0x03A7D8,0x0383E5,0x0383E5,dialogue_19_19,,1423,0x03A7D8,"绅士:都一把年纪了,走不动了",graphical_codes,"<0A><B7B4><B1C5>:<B1C0><B1D1><B3D3><B3EA><B7C2><B0F8>,<B7C3><B0CE><B0B2><B0F8>",I'm too old to walk far.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,27,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and source extent. Omits the contextual one-speaker label 'GENTLEMAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A7F4,MAIN,1356,D0485,In-game dialogue,0x03A7F4,0x0383E7,0x0383E7,dialogue_19_19,,1424,0x03A7F4,"水手:小子,别乱逛!",graphical_codes,"<0A><B5F7><B1A3>:<B0B6><B1DF>,<B2CA><B7C4><B5C1>!","Kid, don't wander around!",translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses the natural phrasal verb. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A807,MAIN,1357,D0486,In-game dialogue,0x03A807,0x0383E9,0x0383E9,dialogue_19_19,,1425,0x03A807,"水手:我错了,请您随便参观",graphical_codes,"<0A><B5F7><B1A3>:<B1C2><B2DC><B0F8>,<B2D8><B7C5><B5C2><B3A2><B7C6><B6DB>",My mistake. Look around all you like.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,25,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Replaces the unidiomatic command 'Tour freely'. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A821,MAIN,1358,D0487,In-game dialogue,0x03A821,0x038423,0x038423,dialogue_19_19,OFFICER JENNY,1454,0x03AC5C,女警君莎:那是橙色徽章?你可能是厉害的训练家!!抓到最近老是恶作剧的杰尼龟给你好吗?,ascii,This Squirtle I gotkeeps getting into mischief.I think heneeds a better trainer. Would you like him?,JENNY: Thunder Badge? You may be strong! I caught a Squirtle that caused trouble. Want it?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,104,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.","Keeps Jenny's Thunder Badge recognition, tentative assessment that the player may be strong, and offer of the recently mischievous Squirtle she caught. Full-text review: Clarifies which Squirtle caused the mischief and the adoption offer.",,,,
MAIN:0x03A88A,MAIN,1359,D0488,In-game dialogue,0x03A88A,0x038425,0x038425,dialogue_19_19,,1455,0x03ACAD,是吗?谁能领养这只杰尼龟呢...,ascii,Oh...What am I to do now?,Oh... Who will adopt Squirtle?,official_english_gen1_reviewed_chinese_specific_retained_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail. Full-text review: Restores the auxiliary and natural future question.,,,,
MAIN:0x03A8A5,MAIN,1360,D0489,In-game dialogue,0x03A8A5,0x038427,0x038427,dialogue_19_19,,1456,0x03ACCB,"拜托了,要好好照顾它哦!",ascii,Please treat him well.,JENNY: Please treat Squirtle right!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,24,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,,,,
MAIN:0x03A8BE,MAIN,1361,D0490,In-game dialogue,0x03A8BE,0x0383FB,0x0383FB,dialogue_19_19,,1434,0x03A8C4,水手:快走开!,graphical_codes,0000000<B5F7><B1A3>:<B2EC><B7C3><B1D9>!,Go away!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully renders the sailor's urgent order to leave.,,,,
MAIN:0x03A8D2,MAIN,1362,D0491,In-game dialogue,0x03A8D2,0x0383FD,0x0383FD,dialogue_19_19,,1435,0x03A8D2,水手:刚才我有说话吗?,graphical_codes,<0A><B5F7><B1A3>:<B2BF><B1F2><B1C2><B0AE><B1E7><B1EF><B0D7>?,Did I say something?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,21,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and auxiliary. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",,,,
MAIN:0x03A8E8,MAIN,1363,D0492,In-game dialogue,0x03A8E8,0x0383FF,0x0383FF,dialogue_19_19,,1436,0x03A8E8,绅士:我有个女儿现在和你一样大,graphical_codes,<0A><B7B4><B1C5>:<B1C2><B0AE><B0BA><B2CF><B7D0><B2F5><B0B8><B0C9><B0C5><B1D1><B2DA><B1BE>,My daughter's your age.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,30,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly keeps the gentleman's daughter and the fact that she is the same age as the player. Full-text review: Normalizes nonstandard speaker abbreviation 'GENT:' to 'GENTLEMAN:'.,,,,
MAIN:0x03A907,MAIN,1364,D0493,In-game dialogue,0x03A907,0x038401,0x038401,dialogue_19_19,,1437,0x03A907,绅士:做我女婿吧...,graphical_codes,<0A><B7B4><B1C5>:<B2B4><B1C2><B2CF><B7D1><B0BE>...,Be my son-in-law...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully preserves the gentleman's abrupt invitation to become his son-in-law. Full-text review: Normalizes nonstandard speaker abbreviation 'GENT:' to 'GENTLEMAN:'.,,,,
MAIN:0x03A91B,MAIN,1365,D0494,In-game dialogue,0x03A91B,0x038439,0x038439,dialogue_19_19,,1465,0x03ADD9,老爷爷:我的精灵是无敌的!,ascii,"Win, Lose, or Draw!",My Pokémon are invincible!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly preserves the old man's boast that his Pokémon cannot be defeated.,,,,
MAIN:0x03A92F,MAIN,1366,D0495,In-game dialogue,0x03A92F,0x03843B,0x03843B,dialogue_19_19,,1466,0x03ADF3,老爷爷:在我家是无敌的...,ascii,To live is to gamble!,Only at home...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,26,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; keeps the comic qualification that the old man's Pokémon are only invincible in his own home.,,,,
