pointer_reference_hex,chinese_record_index,chinese_offset_hex,chinese_text,english_offset_hex,english_storage,english_text,english_translation_status,french_source_offset_hex,french_text,present_in_french,pointer_redirected_for_french
0x034BB3,1156,0x035895,"
该怎么吧这家伙弄醒呢?",0x036898,ascii,A sleeping Pok@mon blocks the path.,english_ascii_present,0x036898,"Comment réveiller
ce dormeur ?",yes,no
0x034BB5,1157,0x0358AC,"
触动了一个开关!",0x0358AD,ascii,Hit the button!,english_ascii_present,0x0358AD,Un interrupteur s'est activé !,yes,no
0x034BB7,1158,0x0358BD,"
这么好的化石不要嘛?!",0x0358BD,ascii,Go ahead and choose,english_ascii_present,0x0358BD,"Ce beau fossile,
tu n'en veux pas ?!",yes,no
0x034BB9,1159,0x0358D3,"
使用怪兽的人不同,结果就有好有坏!",0x0358D2,graphical_codes,"00<B1A7><B1A8><B0CA><B0CB><B0BC><B2B5><B0CE><B8CF>,<BCC6><B3F6><B2AB><B0AE><B1B4><B0AE><B0F7>!",not_translated_in_english,0x0358D2,"Selon le Dresseur, les Pokémon servent le bien ou le mal !",yes,no
0x034BBB,1160,0x0358F5,"
世上有很多人用怪兽作恶,那些混蛋就是火箭团!",0x0358F6,ascii,No! Super Potions are all sold out!,english_ascii_present,0x0358F6,"Certains exploitent
leurs Pokémon.
Les pires ?
La Team Rocket !",yes,no
0x034BBD,1161,0x035921,"
物价太高了,也没人出来管一管,唉!",0x03591B,ascii,This shop has many Antidotes.,english_ascii_present,0x03591B,"Tout est trop cher.
Personne ne réagit.",yes,no
0x034BBF,1162,0x035942,"
即使相同等级的怪兽强度也不一样.",0x035939,ascii,There's a Pok@mon Center in every town ahead.,english_ascii_present,0x035939,"À niveau égal,
leur force diffère.",yes,no
0x034BC1,1163,0x035963,"
我的怪兽力量都用尽了......",0x0365D0,ascii,You can use that PC in the corner over there.,english_ascii_present,0x0365D0,Mes Pokémon sont épuisés...,yes,no
0x034BC3,1164,0x03597F,"
等级越高怪兽越强,但怪兽根据类型也有不擅长作战的对手......",0x03596B,ascii,Pok@mon Centers heal your injured Pok@mon for free.,english_ascii_present,0x03596B,Le niveau rend plus fort. Chaque type a ses faiblesses.,yes,no
0x034BC5,1165,0x0359BA,"
不知什么时候草丛里会突然窜出精灵呢",0x0359B7,graphical_codes,0000<B0CE><B2D7><B2AF><B1E6><B0F0><B7CD><B1FB><B1FC><B0BF><B1F9><B5B4><B2AA><BEBD><B0A4><B0A1><B0A2><B1EB>,not_translated_in_english,0x0359B7,"Un Pokémon surgit
parfois des herbes,
sans prévenir.",yes,no
0x034BC7,1166,0x0359DE,"
到大城市里去会认识很多优秀的训练师",0x0359DE,graphical_codes,<0A><B0DB><B1BE><B3BA><B4D1><B0BF><B0C7><B1F9><B4BA><B0D1><B3F7><B0C8><B8EE><BEBE><B0BC><B2DE><B2C5><B2DF>,not_translated_in_english,0x0359DE,"Dans les grandes
villes, tu verras
d'excellents
Dresseurs.",yes,no
0x034BC9,1167,0x035A02,"
你去过金黄市吗,听说那里有很高的大楼",0x035A02,graphical_codes,"<0A><B0C5><B0C7><B3D4><B7BB><BAC2><B4D1><B0D7>,<B1F1><B1E7><B0B9><B0BF><B0AE><B3F7><B8AF><B0BC><B1BE><BEB4>",not_translated_in_english,0x035A02,"Tu es déjà allé
à Safrania ?
Ses immeubles
seraient immenses !",yes,no
0x034BCB,1168,0x035A27,"
我也想拥有传说中的精灵,可是到底哪儿才有传说中的精灵呢?",0x035A27,graphical_codes,"<0A><B1C2><B0F6><B1D7><B6A9><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2>,<B0DE><B0C2><B0DB><B3D5><B4C2><B7D0><B1F2><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1EB>?",not_translated_in_english,0x035A27,"J'aimerais avoir
un Pokémon
légendaire...
Où en trouver ?",yes,no
0x034BCD,1169,0x035A5F,"
看你的能力一定是训练师新手吧.告诉你要时刻关心自己的精灵状态哦!",0x035A5F,graphical_codes,<0A><B0FD><B0C5><B0BC><B0EC><B0E3><B1D1><B2B1><B0C2><B2DE><B2C5><B2DF><B2D5><B1A3><B0BE>.<B2E6><B2E7><B0C5><B0C3><B0F0><B4E7><B0B3><B0DD><B2F3><BBA3><B0BC><B0A1><B0A2><BAF5><BAF6><B2DD>!,not_translated_in_english,0x035A5F,"Tu débutes, non ?
Surveille toujours
l'état de l'équipe.",yes,no
0x034BCF,1170,0x035A9F,"
有飞行系的精灵就能带我飞向远方的城市了...",0x035A9F,graphical_codes,<0A><B0AE><B1AC><B3A9><B0AF><B0BC><B0A1><B0A2><B2AB><B0EC><B8DD><B1C2><B1AC><B3B7><B5CD><B1E2><B0BC><B3BA><B4D1><B0F8>...,not_translated_in_english,0x035A9F,"Grâce à Vol,
un Pokémon t'emmène
au loin.",yes,no
0x034BD1,1171,0x035ACA,"
今天是个好天气",0x035ACA,graphical_codes,<0A><B6C9><B1AD><B0C2><B0BA><B1B4><B1AD><B4AA>,not_translated_in_english,0x035ACA,"Il fait beau
aujourd'hui !",yes,no
0x034BD3,1172,0x035ADA,"
心情不错,偷偷告诉你我恋爱了!",0x035ADA,graphical_codes,"<0A><B0DD><B7AB><B0CE><B2DC>,<B5EF><B5EF><B2E6><B2E7><B0C5><B1C2><BEBF><B5DD><B0F8>!",not_translated_in_english,0x035ADA,"Je suis ravie !
Entre nous...
je suis amoureuse !",yes,no
0x034BD5,1173,0x035AF8,"
大海很宽阔啊,如果会冲浪术的话就能横渡大海了",0x035AF8,graphical_codes,"<0A><B1BE><B6FC><B3F7><B5B6><B5B7><B2AC>,<B1FE><B3F6><B1F9><B1AF><B1B0><B1AE><B0BC><B1EF><B2AB><B0EC><BEC0><BEC1><B1BE><B6FC><B0F8>",not_translated_in_english,0x035AF8,"La mer est immense.
Avec Surf,
traverse-la !",yes,no
0x034BD7,1174,0x035B25,"
你听过吗?在枯叶市上的铁达尼号上都是有钱的训练师呢",0x035B25,graphical_codes,<0A><B0C5><B1F1><B3D4><B0D7>?<B0B8><B6E1><B6E2><B4D1><B1E5><B0BC><B6E4><B6E5><B4B2><B6E6><B1E5><B1C0><B0C2><B0AE><B0FE><B0BC><B2DE><B2C5><B2DF><B1EB>,not_translated_in_english,0x035B25,"Tu connais
l'Océane,
à Carmin sur Mer ?
Ce paquebot de luxe
accueille de riches
Dresseurs.",yes,no
0x034BD9,1175,0x035B58,"
在月见山上的晚上偶尔会有皮皮出现呢",0x035B58,graphical_codes,<0A><B0B8><B6CF><B2CD><B6DC><B1E5><B0BC><B2BC><B1E5><B9E3><BEC2><B1F9><B0AE><B6D3><B6D3><B0A4><B2F5><B1EB>,not_translated_in_english,0x035B58,"La nuit,
on peut parfois
voir des Mélofée
au Mont Sélénite.",yes,no
0x034BDB,1176,0x035B7C,"
宝石大陆你知道吗?我年轻时就是在宝石大陆修行呢",0x035B7C,graphical_codes,<0A><B7B5><B1B2><B1BE><B7B6><B0C5><B2D7><B1A4><B0D7>?<B1C2><B3EA><B8B6><B0F0><B2AB><B0C2><B0B8><B7B5><B1B2><B1BE><B7B6><B4CE><B3A9><B1EB>,not_translated_in_english,0x035B7C,"Tu connais Hoenn ?
Je m'y entraînais
dans ma jeunesse.",yes,no
0x034BDD,1177,0x035BAB,"
在精灵体力低下的时候要赶紧使用伤药",0x035BAB,graphical_codes,<0A><B0B8><B0A1><B0A2><B0E2><B0E3><BCDD><B0F9><B0BC><B0F0><B7CD><B0C3><B1F3><B1F4><B1A7><B1A8><B9C7><BBB9>,not_translated_in_english,0x035BAB,"Quand un Pokémon
a peu de PV,
utilise vite
une Potion !",yes,no
0x034BDF,1178,0x035BCF,"
我不明白怎么照顾精灵,要加紧学习呢",0x035BCF,graphical_codes,"<0A><B1C2><B0CE><B5E6><B5E5><B2D0><B1E6><B6CC><B0DA><B0A1><B0A2>,<B0C3><B2FC><B1F4><B4C3><B2C6><B1EB>",not_translated_in_english,0x035BCF,"Je ne sais pas
bien m'occuper
des Pokémon.
Il me reste tant
à apprendre !",yes,no
0x034BE1,1179,0x035BF2,"
我的精灵老是不听我的话,如果有徽章就好了",0x035BF2,ascii,I can't enter the city!,english_ascii_present,0x035BF2,"Mes Pokémon
n'obéissent pas...
Un Badge aiderait !",yes,no
0x034BE3,1180,0x035C1B,"
在这个地区最强的训练师是石英高原的四大天王",0x035C0B,graphical_codes,00000000000000000<B0B8><B0EE><B0BA><B3BB><B7B8><B3F2><B2C9><B0BC><B2DE><B2C5><B2DF><B0C2><B1B2><B7FE><B8AF><B4EF><B0BC><B1E1><B1BE><B1AD><B4F7>,not_translated_in_english,0x035C0B,"Le Conseil des 4
réunit l'élite
des Dresseurs
de la région.
Il siège
au Plateau Indigo.",yes,no
0x034BE5,1181,0x035C47,"
如果我有只像你的精灵这样听话的精灵就好了",0x035C48,ascii,Do you want to see my Pok@mon?,english_ascii_present,0x035C48,J'aimerais avoir un Pokémon aussi obéissant !,yes,no
0x034BE7,1182,0x035C71,"
我想喝水...谁给我水?",0x035C67,graphical_codes,00000000000<B1C2><B1D7><B3C1><B5F7>...<B5F1><B0C4><B1C2><B5F7>?,not_translated_in_english,0x035C67,"J'ai soif...
Qui a de l'eau
pour moi ?",yes,no
0x034BE9,1183,0x035C87,"
别动!叫你别动你还动?",0x035C87,graphical_codes,<0A><B2CA><B0B2>!<B1C1><B0C5><B2CA><B0B2><B0C5><B2BD><B0B2>?,not_translated_in_english,0x035C87,"Ne bouge pas !
Je l'ai déjà dit...
Tu bouges encore ?!",yes,no
0x034BEB,1184,0x035C9D,"
看你的样子一定是个了不起的训练师吧",0x035C9D,graphical_codes,<0A><B0FD><B0C5><B0BC><B2DA><B1DF><B1D1><B2B1><B0C2><B0BA><B0F8><B0CE><B0E8><B0BC><B2DE><B2C5><B2DF><B0BE>,not_translated_in_english,0x035C9D,"À te voir,
tu dois être
un sacré Dresseur !",yes,no
0x034BED,1185,0x035CC1,"
洞里太黑了,能掌握一些闪光的法术就好了!",0x037BEF,ascii,"The cave is pitch black, a Pok@mon could light it up.",english_ascii_present,0x037BEF,"Cette grotte est
très sombre.
Avec Flash,
un Pokémon peut
l'éclairer.",yes,no
0x034BEF,1186,0x035CE9,"
不知道怎么回事,现在的人都不骑自行车了!",0x035CC1,ascii,"Welcome! 1 bike forjust 1,000,000$!",english_ascii_present,0x035CC1,"C'est étrange...
Plus personne
ne fait de vélo,
aujourd'hui !",yes,no
0x034BF1,1187,0x035D11,"
那家伙怎么消失了呢?!",0x0354E1,ascii,Where'd that persongo?,english_ascii_present,0x0354E1,"Où est passé
ce type ?",yes,no
0x034BF3,1188,0x035D27,"
感觉到有一种神秘的力量.....",0x035D0E,ascii,Ash's Pok@mon are fully healed!,english_ascii_present,0x035D0E,Je sens une force mystérieuse...,yes,no
0x034BF5,1189,0x035D44,"
得到一个密码",0x035D42,ascii,Found Key to Gym!,english_ascii_present,0x035D42,Mot de passe obtenu !,yes,no
0x034BF7,1190,0x035D52,"
竟然是一把密码锁...",0x035D2F,ascii,The door's locked!,english_ascii_present,0x035D2F,"Une serrure
codée...",yes,no
0x034BF9,1191,0x035D67,"
触动了一个机关...",0x035D54,ascii,Opened the door!,english_ascii_present,0x035D54,Un mécanisme vient de s'activer...,yes,no
0x034BFB,1192,0x035D7A,"
你的徽章还没收集齐,还是请回吧!",0x035D65,ascii,You don't have all Eight Badges.,english_ascii_present,0x035D65,"Il te manque
quelques Badges.
Obtiens-les tous,
puis reviens !",yes,no
0x034BFD,1193,0x035D9A,"
参观    走人    ",0x035D9B,ascii,Buy Leave,english_ascii_present,0x035D9B,Visiter  Partir,yes,no
0x034BFF,1194,0x035DAC,"
对不起,你的钱不够!",0x035DAC,ascii,Not enough money.,english_ascii_present,0x035DAC,"Désolé, tu n'as pas
assez d'argent !",yes,no
0x03801D,1195,0x03805C,"
南晶公司版权所有",0x03805C,graphical_codes,<0A><B0A7><B0A8><B0A9><B0AA><B0AB><B0AC><B0AD><B0AE>,not_translated_in_english,0x03805C,NANJING TECH. TOUS DROITS RÉSERVÉS.,yes,no
0x03801F,1196,0x03806E,"
精灵系统启动...",0x03806F,ascii,Turned on the PC,english_ascii_present,0x03806F,Le PC s'allume...,yes,no
0x038021,1197,0x03807F,"
精灵系统关闭...!",0x038080,ascii,Turned off the PC,english_ascii_present,0x038080,Le PC s'éteint...,yes,no
0x038023,1198,0x038091,"
喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!",0x038092,ascii,"Go ahead,it's yours",english_ascii_present,0x038092,"PROF. CHEN :
Cette Poké Ball
abrite un Pokémon.
Il est pour toi !",yes,no
0x038025,1199,0x0380CF,"
要多和怪兽亲近.",0x0380A6,ascii,"Ash,take good care of Pikachu.",english_ascii_present,0x0380A6,"PROF. CHEN :
Rapproche-toi
de tes Pokémon.",yes,no
0x038027,1200,0x0380E0,"
不打不相识!",0x0380DD,graphical_codes,0000<B0CE><B0CF><B0CE><B0D0><B0D1>!,not_translated_in_english,0x0380DD,"Un combat suffit :
nous voilà amis !",yes,no
0x038029,1201,0x0380ED,"
欢迎!买东西吗?",0x0380C5,ascii,Hello! May I help you?,english_ascii_present,0x0380C5,"Salut !
Je peux t'aider ?",yes,no
0x03802B,1202,0x0380FD,"
谢谢惠顾",0x0380FD,ascii,Thank you.,english_ascii_present,0x0380FD,Merci !,yes,no
0x03802D,1203,0x038107,"
欢迎!到精灵中心可以恢复精灵的体力.",0x03F3D2,ascii,Welcome to our Pok@mon Center! We heal your Pok@mon back to perfect health!,english_ascii_present,0x03F3D2,"Bienvenue !
Au Centre Pokémon,
nous soignons
tes Pokémon !",yes,no
0x03802F,1204,0x03812B,"
欢迎光临!",0x038108,ascii,We hope to see you again!,english_ascii_present,0x038108,Bienvenue !,yes,no
0x038031,1205,0x038136,"
恢复    放弃    ",0x038130,ascii,Heal Leave,english_ascii_present,0x038130,Soigner  Partir,yes,no
0x038033,1206,0x038148,"
对不起,因为机能所限这里暂时不能够对战...",0x038149,ascii,"Sorry, the Trading Center is closed.",english_ascii_present,0x038149,"Désolé, impossible de combattre ici pour le moment...",yes,no
0x038035,1207,0x038172,"
交换机器也坏了...下次再来看看吧",0x038173,ascii,"Sorry, the Cable Club's closed",english_ascii_present,0x038173,"Même la machine
d'échange est
en panne...
Reviens plus tard.",yes,no
0x038037,1208,0x038193,"
买      不买    ",0x038194,ascii,Buy Pass,english_ascii_present,0x038194,Acheter  Annuler,yes,no
0x038039,1209,0x0381A5,"
钱不够!",0x0381A5,graphical_codes,0<B0FE><B0CE><B0F1>!,not_translated_in_english,0x0381A5,Pas assez d'argent !,yes,no
0x03803B,1210,0x0381AE,"
是      否      ",0x0381AF,ascii,Yes No,english_ascii_present,0x0381AF,Oui     Non,yes,no
0x03803D,1211,0x0381C0,"
空手道  跆拳道  ",0x0381C1,ascii,Left Right,english_ascii_present,0x0381C1,Karaté  Taekwondo,yes,no
0x03803F,1212,0x0381D2,"
小智使用了居合斩",0x0381D2,ascii,Used HM CUT!,english_ascii_present,0x0381D2,"Sacha utilise
Coupe !",yes,no
0x038041,1213,0x0381E4,"
小智使用了飞天术",0x0381E0,graphical_codes,00000<B0B6><B0B7><B1A7><B1A8><B0F8><B1AC><B1AD><B1AE>,not_translated_in_english,0x0381E0,Sacha utilise Vol !,yes,no
0x038043,1214,0x0381F6,"
小智使用了冲浪术",0x0381F6,graphical_codes,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B1AF><B1B0><B1AE>,not_translated_in_english,0x0381F6,Sacha utilise Surf !,yes,no
0x038045,1215,0x038208,"
小智使用了怪力术",0x038208,graphical_codes,<0A><B0B6><B0B7><B1A7><B1A8><B0F8><B0CA><B0E3><B1AE>,not_translated_in_english,0x038208,Sacha utilise Force !,yes,no
0x038047,1216,0x03821A,"
这块石头好像能被推动",0x03821A,graphical_codes,<0A><B0EE><B1B1><B1B2><B1B3><B1B4><B1B5><B0EC><B1B6><B1B7><B0B2>,not_translated_in_english,0x03821A,"On peut sans doute
pousser ce rocher.",yes,no
0x038049,1217,0x038230,"
这棵树苗好像能被斩断",0x038230,ascii,This tree can be cut!,english_ascii_present,0x038230,"Cet arbre peut être
coupé !",yes,no
0x03824B,1218,0x0384F7,"
 妈妈:是嘛男孩子都是志在四方嘛!...嗯,电视上都是这么说的!对了,隔壁的大木博士在找你呢",0x03F27B,ascii,"Mother: Right, All boys leave home someday, It said soon TV. PROF.OAK, next dooris looking for you.",english_ascii_present,0x03F27B,"MAMAN : C'est vrai.
Tous les garçons
partent un jour.
La télé l'a dit !
Le Prof te cherche.
Il est à côté.",yes,no
0x03824D,1219,0x03854C,"
 小茂:嗨!小智,你要找大木爷爷的话,他不在喔!我也是听他说要给宠物精灵才赶紧来的...",0x0384F8,ascii,YO ASH! Gramps isn't around!,english_ascii_present,0x0384F8,"RÉGIS : Hé, Sacha !
Pépé n'est pas là !
Pour un Pokémon,
j'ai rappliqué !",yes,no
0x03824F,1220,0x03859D,"
 大木:真是危险!野生精灵会从草丛中跳出来的!你如有宠物精灵是可与他对战...对了!跟我来一下吧!",0x038519,ascii,"Hey! Wait! Don't goout! It's unsafe! Wild Pok@mon live in tall grass! You need your own Pok@mon for safety.I know! Here, come with me!",english_ascii_present,0x038519,"PROF. CHEN :
Ne sors pas !
Des Pokémon rôdent
dans les herbes.
Il t'en faut un.
Suis-moi !",yes,no
0x038251,1221,0x0385F8,"
 小茂:爷爷,你回来了!",0x0385A7,ascii,Gary:Hey Gramps! I'm fed up with waiting!,english_ascii_present,0x0385A7,"RÉGIS : Pépé !
Te voilà !",yes,no
0x038253,1222,0x03860E,"
 大木:喔?小茂你已经来啦?我不是叫你稍后再来嘛...既然来啦就再等一下吧!喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!",0x03F2EE,ascii,"Hmm? Gary? Why are you here already? Isaid for you to come by later...Ah,whatever! Just waitthere.Look,Ash! Do you see that ball on the table? It's called a Pok@ball. It holds a Pok@mon inside.You may haveit! Go on,take it!",english_ascii_present,0x03F2EE,"PROF. CHEN : Régis ? Déjà là ? Je t'avais dit d'attendre. Sacha, cette Poké Ball contient ton Pokémon. Prends-la !",yes,no
0x038255,1223,0x038690,"
 小茂:啊!...啊!偏心!爷爷我也要!",0x0385D6,ascii,Hey! Gramps! What about me?,english_ascii_present,0x0385D6,RÉGIS : Pépé ! C'est pas juste ! Et moi ?,yes,no
0x038257,1224,0x0386B1,"
 大木:小茂你急什么!我等一下也会给你的",0x0385F3,ascii,"Be patient Gary, I'll give you one later.",english_ascii_present,0x0385F3,"PROF. CHEN :
Patience, Régis.
Tu l'auras bientôt.",yes,no
0x038259,1225,0x0386D8,"
 小茂:哼!我一定能拿到比你好的!",0x038620,ascii,"Humph! I'll get a better Pok@mon thanyou,Ash!",english_ascii_present,0x038620,RÉGIS : Pff ! J'aurai un meilleur Pokémon que toi !,yes,no
0x03825B,1226,0x0386F8,"
 小茂:小智,这个可是我的!",0x03864F,ascii,No way Ash! I want this Pok@mon!,english_ascii_present,0x03864F,"RÉGIS : Non !
Il est à moi !",yes,no
0x03825D,1227,0x038712,"
大木:喂!什么!你在做什么!",0x038670,ascii,Gary! What are you doing?,english_ascii_present,0x038670,"PROF. CHEN :
Régis !
Que fais-tu ?",yes,no
0x03825F,1228,0x03872C,"
小茂:爷爷!人家就是想要这个嘛!",0x03868A,ascii,"Gramps,I want this one!",english_ascii_present,0x03868A,"RÉGIS :
Pépé, je le veux !",yes,no
0x038261,1229,0x03874B,"
大木:真是拿你没办法,好吧!那个宠物精灵就给你吧!反正是早晚的是...小智,你来一下好吗?",0x0386A2,ascii,"Oak:But, I...Oh,allright then. That Pok@mon is yours. Iwas going to give you one anyway... Ash,come over here.",english_ascii_present,0x0386A2,"PROF. CHEN :
Bon, d'accord.
Il est à toi.
Je comptais déjà
t'en donner un.
Sacha, viens ici !",yes,no
0x038263,1230,0x03879E,"
大木:这里还有一只是刚刚抓的.和人还不是能亲近的",0x038715,ascii,"Oak:Ash, this is a Pok@mon I caught earlier.",english_ascii_present,0x038715,"PROF. CHEN :
Je l'ai capturé.
Il craint encore
les humains.",yes,no
0x038265,1231,0x0387CE,"
得到比卡丘",0x038744,ascii,You can have it.,english_ascii_present,0x038744,Pikachu reçu !,yes,no
0x038267,1232,0x0387DA,"
小茂:刚得到精灵就当我的对手练习练习吧!",0x038755,ascii,"Gary:Wait Ash! Let's check out ourPok@mon! Come on, I'll take you on!",english_ascii_present,0x038755,"RÉGIS : Sacha !
Testons-les.
Je te défie !",yes,no
0x038269,1233,0x038802,"
小茂:这不是开玩笑吗,你的精灵这么强??好吧,那我就去找别的精灵对战!好让我的精灵更强!小智.爷爷,再见了!",0x0387A0,ascii,Okay! I'll make my Pok@mon fight to toughen it up! Ash!Gramps! Smell you later!,english_ascii_present,0x0387A0,"RÉGIS : Ton Pokémon est fort ! Je vais entraîner le mien ailleurs. À plus, Sacha ! Salut, Papy !",yes,no
0x03826B,1234,0x038866,"
老爷爷:你等等,听听我的话",0x038862,graphical_codes,"00000<B2CE><B1EE><B1EE>:<B0C5><B1CD><B1CD>,<B1F1><B1F1><B1C2><B0BC><B1EF>",not_translated_in_english,0x038862,Attends un peu. Écoute-moi.,yes,no
0x03826D,1235,0x038880,"
老爷爷:你还去?",0x038880,graphical_codes,<0A><B2CE><B1EE><B1EE>:<B0C5><B2BD><B0C7>?,not_translated_in_english,0x038880,"Tu veux quand même
y aller ?",yes,no
0x03826F,1236,0x038890,"
女孩:老爷爷怎在这睡着了?真没办法!只好等到睡醒了",0x03F5A3,ascii,Old Man:Ouch! Girl:I'm sorry my grandfather injuredhis back and can't move.,english_ascii_present,0x03F5A3,"Il dort ?
Attendons un peu.",yes,no
0x038271,1237,0x0388C1,"
店员:你是从真新镇来的吧?你知道大木博士吧.这是他要的东西,请转交给他!",0x0387F3,ascii,"Hey! You came from Pallet Town? You know ProfOak,right?His order came in, can you take it to him? Thank you.",english_ascii_present,0x0387F3,Bourg Palette ? Porte la commande du Prof. Chen !,yes,no
0x038273,1238,0x038906,"
大木:嗨!小智,怎样啊?与我给你的精灵好像相处的不错哦,你有宠物精灵训练师的才能喔!",0x0388BD,ascii,"Oh,Ash! How is Pikachu?",english_ascii_present,0x0388BD,PROF. CHEN : Pikachu t'apprécie. Tu feras un bon Dresseur !,yes,no
0x038275,1239,0x038956,"
大木:啊?有东西要交给我?",0x0388DE,ascii,He seems to like you...Hm? you have something for me?,english_ascii_present,0x0388DE,"PROF. CHEN : Quoi ?
C'est pour moi ?",yes,no
0x038277,1240,0x03896F,"
小智将包裹交给博士了!",0x038916,ascii,Ah! This is the custom Pok@ball I ordered!,english_ascii_present,0x038916,"Sacha remet
le Colis Chen
au Prof. Chen !",yes,no
0x038279,1241,0x038986,"
大木:这不就是我订的特制精灵球吗?谢谢你,对了!忘了告诉你有事要拜托你",0x038945,ascii,Thank you!,english_ascii_present,0x038945,CHEN : Ma Poké Ball spéciale ! Merci. J'ai une mission.,yes,no
0x03827B,1242,0x0389CA,"
小茂:爷爷!我的精灵成长了!快来看啊",0x038950,ascii,Gary:Gramps! What did you call me for?,english_ascii_present,0x038950,"RÉGIS : Papy !
Mon Pokémon a
grandi ! Regarde !",yes,no
0x03827D,1243,0x0389ED,"
大木:小茂啊,正好我有事要麻烦你们,桌上的东西是我做的宠物精灵图鉴,可自动将发现的精灵资料记录起来并增加页数,是一本方便的资料图鉴啊!小智小茂!这就交给你们保管了!",0x03F426,ascii,"Oak:Oh right! I have a request of you two.Here's my new invention, the Pok@dex.It records data on Pok@mon you've seen or caught.Take them with you! To make acomplete guide on all Pok@mon in the world...That was mydream! But, I'm tooold! I can't do it!So,I want you two to fulfill my dreamfor me! Get moving,you two! This is a great undertaking in Pok@mon history!",english_ascii_present,0x03F426,"PROF. CHEN :
Sacha, Régis !
J'ai une mission :
le Pokédex recense
chaque Pokémon vu.
Ils sont à vous !",yes,no
0x03827F,1244,0x038A8B,"
得到图鉴",0x03897B,ascii,Received Pok@dex!,english_ascii_present,0x03897B,Pokédex obtenu !,yes,no
0x038281,1245,0x038A95,"
大木:我的梦想就是制作一本完整的图鉴,但我已经老了不行了!现在希望由你们替我完成梦想!这是能在宠物精灵历史留名的工作,你们该出发了!",0x03898D,ascii,Gary:Okay Gramps! Leave it all to me!,english_ascii_present,0x03898D,"PROF. CHEN :
Mon rêve : finir
le Pokédex complet.
Je suis trop vieux.
Prenez le relais !",yes,no
0x038283,1246,0x038B15,"
小茂:爷爷!就交给我一个人就好了,小智真可惜没有你出场的份!对了我要去向姐姐借城镇地图去,我要叫他不要借给你,小智!哈哈,你去也没用的!",0x0389B4,ascii,"Ash, I hate to say it, but I don't need you! I know! I'll borrow a Town Map from my Sis! I'll tell her not to lend you one, Ash! Hahaha!",english_ascii_present,0x0389B4,"RÉGIS : Papy,
confie-moi tout !
Dommage pour Sacha.
Je prends la Carte
chez ma sœur. Toi,
tu ne l'auras pas !
Ha ha !",yes,no
0x038285,1247,0x038B96,"
小茂姐姐:爷爷有任务交给你啊,真辛苦,这个给你用吧",0x038A46,ascii,"Gary's Sis:Grandpa asked you to run anerrand? Here,this will help you!",english_ascii_present,0x038A46,"SŒUR DE RÉGIS :
Pépé t'envoie
en course ?
Tiens, ça t'aidera.",yes,no
0x038287,1248,0x038BC7,"
得到地图",0x038A8E,ascii,Received Town Map!,english_ascii_present,0x038A8E,Carte obtenue !,yes,no
0x038289,1249,0x038BD1,"
老爷爷:上次好像喝醉似的头好痛,什么?我妨碍了你,你在完成精灵图鉴啊?那么抓精灵需要精灵球,只要到附近的商店就能买到",0x038AA1,ascii,"Old man:Ahhh! I'm feeling much betternow! Hm? Oh! Sure, you can go through!",english_ascii_present,0x038AA1,"Quel mal de tête...
Je te bloquais ?
Pour le Pokédex,
achète
des Poké Balls !",yes,no
0x03828B,1250,0x038C41,"
常青道馆上了锁",0x038AEE,ascii,It's locked!,english_ascii_present,0x038AEE,L'Arène est fermée à clé.,yes,no
0x03828D,1251,0x038C51,"
小茂:小智!你要去宠物精灵联盟啊?算了吧!反正我看你也没有徽章,把关的人不会让你过去的!还有你的精灵到底有没有变强啊?",0x038B03,ascii,"Gary:Hey Ash!You'regoing to the Pok@mon League? Forget it, you probably don't haveany Badges! The guard won't let youthrough! So,did your Pok@mon get any stronger?",english_ascii_present,0x038B03,"RÉGIS : Sacha !
Tu vas à la Ligue ?
Pas de Badge ?
Passage interdit !
Tes Pokémon
ont progressé ?",yes,no
0x03828F,1252,0x038CC2,"
小茂:在宠物精灵联盟里尽是非常强劲的训兽师,不能不想办法通过那里,你也不能尽是停留在这里,想办法往前进吧!",0x038BBC,ascii,"I hear the Pok@mon League has many tough trainers,I have to figure out how to get past them!You should quit dawdling and get a move on!",english_ascii_present,0x038BBC,"RÉGIS : La Ligue regorge de grands Dresseurs. Je passerai. Toi aussi, avance !",yes,no
0x038291,1253,0x038D29,"
守卫:这扇门之后都是一些强劲的精灵训练家们,你还未拿到徽章啊...当然无法让你通过啊",0x038D23,graphical_codes,"0000000<B3DF><B3E0>:<B0EE><B3E1><B3E2><B3E3><B2A8><B1C0><B0C2><B1D1><B3E4><B2C9><B3D9><B0BC><B0A1><B0A2><B2DE><B2C5><B1BF><B2EF>,<B0C5><B2BD><B3E5><B0C6><B0DB><B3D1><B3D2><B2AC>...<B2C4><B2AA><B3E6><B2B8><B2CB><B0C5><B3DA><B3D4><B2AC>",not_translated_in_english,0x038D23,"De grands Dresseurs t'attendent. Sans Badge, passage interdit.",yes,no
