entry_index,english_offset_hex,script_line,layout,source_length,alignment_method,alignment_confidence,pointer_references,chinese_record_indexes,chinese_offsets,chinese_text,english_storage,english_text,fidelity_status,review_note
800,0x035397,4284,dialogue_19_19,29,pointer_table,high,0x034B63,1116,0x035397,"
我看见了火箭队的老大进了大厦...",ascii,There's two gyms inthis city.,pending_semantic_review,
801,0x0353B5,4293,dialogue_19_19,30,pointer_table,high,0x034B65,1117,0x0353B8,"
我很崇拜你,我会为你加油的!",ascii,That group needs tobe stopped.,pending_semantic_review,
802,0x0353D4,4301,dialogue_19_19,27,pointer_table,high,0x034B67,1118,0x0353D4,"
我看过你的对战,你很厉害啊",ascii,I lost my money betting!,pending_semantic_review,
803,0x0353F0,4302,dialogue_19_19,66,pointer_table,high,0x034B69,1119,0x0353EF,"
你听过南晶开发部的卡美优吗?听说他的精灵都是神兽级别的哦...",ascii,They must have targeted Silph Co. for their Pok@mon products.,pending_semantic_review,
804,0x035433,4307,dialogue_19_19,57,pointer_table,high,0x034B6B,1120,0x03542B,"
欢迎!通过游戏积累硬币能得到喜欢的奖品,不过你好像没有硬币盒哦...",ascii,Welcome! You can exchange coins for prizes next door.,pending_semantic_review,
805,0x03546D,4323,dialogue_19_19,24,pointer_table,high,0x034B6D,1121,0x03546C,"
我太喜欢游戏了!都忘记时间了...",ascii,I'm having a great time!,pending_semantic_review,
806,0x035486,4327,dialogue_19_19,36,pointer_table,high,0x034B6F,1122,0x03548C,"
你也想玩吗?不行,你没有硬币盒",ascii,A man was guarding that poster there,pending_semantic_review,
807,0x0354AB,6342,dialogue_19_19,53,pointer_table,high,0x034B71,1123,0x0354AA,"
您可以用赢得的硬币盒换取精灵哦...不行,你没有硬币盒...",graphical_codes,"<B7C5><B0DE><B0DF><B1A8><B3F5><B2C1><B0BC><B4B6><BDBB><BEB2><B0F4><B0A3><B0A1><B0A2><B2DD>...<B0CE><B3A9>,<B0C5><B2B6><B0AE><B4B6><BDBB><BEB2>...",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
808,0x0354E1,4337,dialogue_19_19,30,pointer_table,high,0x034BF1,1187,0x035D11,"
那家伙怎么消失了呢?!",ascii,Where'd that persongo?,pending_semantic_review,
809,0x035500,4342,dialogue_19_19,27,pointer_table,high,0x034B75,1125,0x035500,"
我的精灵没有体力时就到商店买药给他",ascii,My Pok@mon keep me company.,pending_semantic_review,
810,0x03551C,4343,dialogue_19_19,28,pointer_table,high,0x034B73,1124,0x0354E1,"
啊...游戏厅的下面好像有地下室",ascii,I got my Koffing inCinnabar!,pending_semantic_review,
811,0x035539,6348,dialogue_19_19,28,pointer_table,high,0x034B79,1127,0x035540,"
这里真是漂亮的地方啊",graphical_codes,00000000<B0EE><B0BF><B1F5><B0C2><B9D3><B7EE><B0BC><B3BB><B1E2><B2AC>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
812,0x035556,4352,dialogue_19_19,19,pointer_table,high,0x034B95,1141,0x0356D1,"
我今天又胜了...哈哈",ascii,Thanks again kid!,pending_semantic_review,
813,0x03556A,4357,dialogue_19_19,29,pointer_table,high,0x034B7D,1129,0x035569,"
我想在这里盖大楼,但被精灵袭击了",ascii,We're careful aboutpollution!,pending_semantic_review,
814,0x035588,4362,dialogue_19_19,19,pointer_table,high,0x034B8D,1137,0x035662,"
听说石英高原的四天王很厉害",ascii,Have you met Bill?,pending_semantic_review,
815,0x03559C,4372,dialogue_19_19,26,pointer_table,high,0x034B83,1132,0x0355B1,"
会长说起精灵来就没完没了啊...",ascii,I just adore my Seel!,pending_semantic_review,
816,0x0355B7,4377,dialogue_19_19,37,pointer_table,high,0x034B85,1133,0x0355D0,"
你知道吗?臭泥是从海里的污泥出生的呢...",ascii,Hmph! My Pikachu isbetter than yours!,pending_semantic_review,
817,0x0355DD,4392,dialogue_19_19,55,pointer_table,high,0x034B87,1134,0x0355F8,"
狩猎区内有很多特别的精灵哟",ascii,"The Warden is old, but still active!",pending_semantic_review,
818,0x035615,4399,dialogue_19_19,34,pointer_table,high,0x034B89,1135,0x035614,"
奇怪,我的波波不知又飞到什么地方去了",ascii,Did you see the ship out there?,pending_semantic_review,
819,0x035638,4400,dialogue_19_19,38,pointer_table,high,0x034B8B,1136,0x035639,"
据说狩猎区有人曾经见过传说中的精灵呢...",ascii,You should raise your Pok@mon evenly,pending_semantic_review,
820,0x03565F,4406,dialogue_19_19,37,pointer_table,high,0x034B8F,1138,0x03567E,"
你有经常看电视吗?",ascii,The Warden knows a lot about Pok@mon!,pending_semantic_review,
821,0x035685,4409,dialogue_19_19,36,pointer_table,high,0x034B91,1139,0x035691,"
这个世上有多少种精灵呢?",ascii,I couldn't under- stand the warden.,pending_semantic_review,
822,0x0356AA,4414,dialogue_19_19,36,pointer_table,high,0x034B93,1140,0x0356AA,"
你想要打败这个训练道馆啊...还是放弃吧",ascii,"We nicknamed the Warden, Slowpoke.",pending_semantic_review,
823,0x0356CF,4420,dialogue_19_19,34,pointer_table,high,0x034B97,1142,0x0356E6,"
道场的老头很厉害",ascii,The Safari Zone hasrare Pok@mon.,pending_semantic_review,
824,0x0356F2,4421,dialogue_19_19,44,pointer_table,high,0x034B99,1143,0x0356F8,"
想不到吧,我们在这个小岛生活了好多年呢",ascii,Scientists conduct experiments in thathouse.,pending_semantic_review,
825,0x03571F,4430,dialogue_19_19,19,pointer_table,high,0x034B9B,1144,0x03571F,"
今天好虚啊...太累了...",ascii,Blaine's an odd man,pending_semantic_review,
826,0x035733,4437,dialogue_19_19,37,pointer_table,high,0x034B9D,1145,0x035737,"
火系精灵碰上水系就惨了!",ascii,You can stop evolu-tion by Pushing B.,pending_semantic_review,
827,0x035759,4442,dialogue_19_19,38,pointer_table,high,0x034B9F,1146,0x035750,"
欢迎带着珍贵精灵的客人来这里",ascii,We study Pok@mon fossils in this lab,pending_semantic_review,
828,0x035780,4454,dialogue_19_19,34,pointer_table,high,0x034BA3,1148,0x035784,"
我曾经在月见山找到的化石居然在这里复活了!!",ascii,Eevee can evolve to1 of 3 Pok@mon.,pending_semantic_review,
829,0x0357A3,4469,dialogue_19_19,35,pointer_table,high,0x034BA5,1149,0x0357B0,"
现在的技术真的很先进呢",ascii,People bring us Pok@mon to examine.,pending_semantic_review,
830,0x0357C7,4474,dialogue_19_19,23,pointer_table,high,0x034BA7,1150,0x0357C8,"
对了,伊布能进化的形态据说不只三种呢...",ascii,Dr.Fuji founded ourlab.,pending_semantic_review,
831,0x0357DF,4485,dialogue_19_19,38,pointer_table,high,0x034BA9,1151,0x0357F0,"
你好,未来的冠军...祝你好运!",ascii,Let me know if you find another fossil,pending_semantic_review,
832,0x035806,4488,dialogue_19_19,29,pointer_table,high,0x034BAB,1152,0x03580D,"
四天王都很厉害,你要小心啊...",ascii,Victory Road sure was tough!,pending_semantic_review,
833,0x035824,4495,dialogue_19_19,40,pointer_table,high,0x034BAD,1153,0x03582B,"
龙系的精灵很强...没有什么弱点...",ascii,This is the final challenge!,pending_semantic_review,
834,0x03584D,4505,dialogue_19_19,38,pointer_table,high,0x034BAF,1154,0x03584D,"
如果胜利的话,就可以进入下一个房间,加油啊",ascii,"If you lose, you have to start over.",pending_semantic_review,
835,0x035874,4515,dialogue_19_19,31,pointer_table,high,0x034B45,1101,0x035176,"
家里的爷爷想要交换精灵",ascii,Bill has lots of Pok@mon!,pending_semantic_review,
836,0x0358AD,4520,dialogue_19_19,15,pointer_table,high,0x034BB5,1157,0x0358AC,"
触动了一个开关!",ascii,Hit the button!,pending_semantic_review,
837,0x0358BD,4525,dialogue_19_19,20,pointer_table,high,0x034BB7,1158,0x0358BD,"
这么好的化石不要嘛?!",ascii,Go ahead and choose,pending_semantic_review,
838,0x0358D2,6349,dialogue_19_19,34,pointer_table,high,0x034BB9,1159,0x0358D3,"
使用怪兽的人不同,结果就有好有坏!",graphical_codes,"00<B1A7><B1A8><B0CA><B0CB><B0BC><B2B5><B0CE><B8CF>,<BCC6><B3F6><B2AB><B0AE><B1B4><B0AE><B0F7>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
839,0x0358F6,4535,dialogue_19_19,36,pointer_table,high,0x034BBB,1160,0x0358F5,"
世上有很多人用怪兽作恶,那些混蛋就是火箭团!",ascii,No! Super Potions are all sold out!,pending_semantic_review,
840,0x03591B,4541,dialogue_19_19,29,pointer_table,high,0x034BBD,1161,0x035921,"
物价太高了,也没人出来管一管,唉!",ascii,This shop has many Antidotes.,pending_semantic_review,
841,0x035939,4547,dialogue_19_19,49,pointer_table,high,0x034BBF,1162,0x035942,"
即使相同等级的怪兽强度也不一样.",ascii,There's a Pok@mon Center in every town ahead.,pending_semantic_review,
842,0x03596B,4559,dialogue_19_19,55,pointer_table,high,0x034BC3,1164,0x03597F,"
等级越高怪兽越强,但怪兽根据类型也有不擅长作战的对手......",ascii,Pok@mon Centers heal your injured Pok@mon for free.,pending_semantic_review,
843,0x0359A3,4572,dialogue_19_19,19,pointer_table,high,0x0331E7,1016,0x034875,"
得到梦幻船票",ascii,Got Navel Rock Pass,pending_semantic_review,
844,0x0359B7,6356,dialogue_19_19,38,pointer_table,high,0x034BC5,1165,0x0359BA,"
不知什么时候草丛里会突然窜出精灵呢",graphical_codes,0000<B0CE><B2D7><B2AF><B1E6><B0F0><B7CD><B1FB><B1FC><B0BF><B1F9><B5B4><B2AA><BEBD><B0A4><B0A1><B0A2><B1EB>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
845,0x0359DE,6361,dialogue_19_19,35,pointer_table,high,0x034BC7,1166,0x0359DE,"
到大城市里去会认识很多优秀的训练师",graphical_codes,<0A><B0DB><B1BE><B3BA><B4D1><B0BF><B0C7><B1F9><B4BA><B0D1><B3F7><B0C8><B8EE><BEBE><B0BC><B2DE><B2C5><B2DF>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
846,0x035A02,6366,dialogue_19_19,36,pointer_table,high,0x034BC9,1167,0x035A02,"
你去过金黄市吗,听说那里有很高的大楼",graphical_codes,"<0A><B0C5><B0C7><B3D4><B7BB><BAC2><B4D1><B0D7>,<B1F1><B1E7><B0B9><B0BF><B0AE><B3F7><B8AF><B0BC><B1BE><BEB4>",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
847,0x035A27,6371,dialogue_19_19,55,pointer_table,high,0x034BCB,1168,0x035A27,"
我也想拥有传说中的精灵,可是到底哪儿才有传说中的精灵呢?",graphical_codes,"<0A><B1C2><B0F6><B1D7><B6A9><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2>,<B0DE><B0C2><B0DB><B3D5><B4C2><B7D0><B1F2><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1EB>?",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
848,0x035A5F,6376,dialogue_19_19,63,pointer_table,high,0x034BCD,1169,0x035A5F,"
看你的能力一定是训练师新手吧.告诉你要时刻关心自己的精灵状态哦!",graphical_codes,<0A><B0FD><B0C5><B0BC><B0EC><B0E3><B1D1><B2B1><B0C2><B2DE><B2C5><B2DF><B2D5><B1A3><B0BE>.<B2E6><B2E7><B0C5><B0C3><B0F0><B4E7><B0B3><B0DD><B2F3><BBA3><B0BC><B0A1><B0A2><BAF5><BAF6><B2DD>!,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
849,0x035A9F,6385,dialogue_19_19,42,pointer_table,high,0x034BCF,1170,0x035A9F,"
有飞行系的精灵就能带我飞向远方的城市了...",graphical_codes,<0A><B0AE><B1AC><B3A9><B0AF><B0BC><B0A1><B0A2><B2AB><B0EC><B8DD><B1C2><B1AC><B3B7><B5CD><B1E2><B0BC><B3BA><B4D1><B0F8>...,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
850,0x035ACA,6390,dialogue_19_19,15,pointer_table,high,0x034BD1,1171,0x035ACA,"
今天是个好天气",graphical_codes,<0A><B6C9><B1AD><B0C2><B0BA><B1B4><B1AD><B4AA>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
851,0x035ADA,6395,dialogue_19_19,29,pointer_table,high,0x034BD3,1172,0x035ADA,"
心情不错,偷偷告诉你我恋爱了!",graphical_codes,"<0A><B0DD><B7AB><B0CE><B2DC>,<B5EF><B5EF><B2E6><B2E7><B0C5><B1C2><BEBF><B5DD><B0F8>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
852,0x035AF8,6402,dialogue_19_19,44,pointer_table,high,0x034BD5,1173,0x035AF8,"
大海很宽阔啊,如果会冲浪术的话就能横渡大海了",graphical_codes,"<0A><B1BE><B6FC><B3F7><B5B6><B5B7><B2AC>,<B1FE><B3F6><B1F9><B1AF><B1B0><B1AE><B0BC><B1EF><B2AB><B0EC><BEC0><BEC1><B1BE><B6FC><B0F8>",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
853,0x035B25,6407,dialogue_19_19,50,pointer_table,high,0x034BD7,1174,0x035B25,"
你听过吗?在枯叶市上的铁达尼号上都是有钱的训练师呢",graphical_codes,<0A><B0C5><B1F1><B3D4><B0D7>?<B0B8><B6E1><B6E2><B4D1><B1E5><B0BC><B6E4><B6E5><B4B2><B6E6><B1E5><B1C0><B0C2><B0AE><B0FE><B0BC><B2DE><B2C5><B2DF><B1EB>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
854,0x035B58,6412,dialogue_19_19,35,pointer_table,high,0x034BD9,1175,0x035B58,"
在月见山上的晚上偶尔会有皮皮出现呢",graphical_codes,<0A><B0B8><B6CF><B2CD><B6DC><B1E5><B0BC><B2BC><B1E5><B9E3><BEC2><B1F9><B0AE><B6D3><B6D3><B0A4><B2F5><B1EB>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
855,0x035B7C,6422,dialogue_19_19,46,pointer_table,high,0x034BDB,1176,0x035B7C,"
宝石大陆你知道吗?我年轻时就是在宝石大陆修行呢",graphical_codes,<0A><B7B5><B1B2><B1BE><B7B6><B0C5><B2D7><B1A4><B0D7>?<B1C2><B3EA><B8B6><B0F0><B2AB><B0C2><B0B8><B7B5><B1B2><B1BE><B7B6><B4CE><B3A9><B1EB>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
856,0x035BAB,6431,dialogue_19_19,35,pointer_table,high,0x034BDD,1177,0x035BAB,"
在精灵体力低下的时候要赶紧使用伤药",graphical_codes,<0A><B0B8><B0A1><B0A2><B0E2><B0E3><BCDD><B0F9><B0BC><B0F0><B7CD><B0C3><B1F3><B1F4><B1A7><B1A8><B9C7><BBB9>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
857,0x035BCF,6436,dialogue_19_19,34,pointer_table,high,0x034BDF,1178,0x035BCF,"
我不明白怎么照顾精灵,要加紧学习呢",graphical_codes,"<0A><B1C2><B0CE><B5E6><B5E5><B2D0><B1E6><B6CC><B0DA><B0A1><B0A2>,<B0C3><B2FC><B1F4><B4C3><B2C6><B1EB>",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
858,0x035BF2,4573,dialogue_19_19,24,pointer_table,high,0x034BE1,1179,0x035BF2,"
我的精灵老是不听我的话,如果有徽章就好了",ascii,I can't enter the city!,pending_semantic_review,
859,0x035C0B,6447,dialogue_19_19,59,pointer_table,high,0x034BE3,1180,0x035C1B,"
在这个地区最强的训练师是石英高原的四大天王",graphical_codes,00000000000000000<B0B8><B0EE><B0BA><B3BB><B7B8><B3F2><B2C9><B0BC><B2DE><B2C5><B2DF><B0C2><B1B2><B7FE><B8AF><B4EF><B0BC><B1E1><B1BE><B1AD><B4F7>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
860,0x035C48,4584,dialogue_19_19,30,pointer_table,high,0x034BE5,1181,0x035C47,"
如果我有只像你的精灵这样听话的精灵就好了",ascii,Do you want to see my Pok@mon?,pending_semantic_review,
861,0x035C67,6461,dialogue_19_19,31,pointer_table,high,0x034BE7,1182,0x035C71,"
我想喝水...谁给我水?",graphical_codes,00000000000<B1C2><B1D7><B3C1><B5F7>...<B5F1><B0C4><B1C2><B5F7>?,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
862,0x035C87,6470,dialogue_19_19,21,pointer_table,high,0x034BE9,1183,0x035C87,"
别动!叫你别动你还动?",graphical_codes,<0A><B2CA><B0B2>!<B1C1><B0C5><B2CA><B0B2><B0C5><B2BD><B0B2>?,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
863,0x035C9D,6481,dialogue_19_19,35,pointer_table,high,0x034BEB,1184,0x035C9D,"
看你的样子一定是个了不起的训练师吧",graphical_codes,<0A><B0FD><B0C5><B0BC><B2DA><B1DF><B1D1><B2B1><B0C2><B0BA><B0F8><B0CE><B0E8><B0BC><B2DE><B2C5><B2DF><B0BE>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
864,0x035CC1,4589,dialogue_19_19,76,pointer_table,high,0x034BEF,1186,0x035CE9,"
不知道怎么回事,现在的人都不骑自行车了!",ascii,"Welcome! 1 bike forjust 1,000,000$!",pending_semantic_review,
865,0x035D0E,4601,dialogue_19_19,32,pointer_table,high,0x034BF3,1188,0x035D27,"
感觉到有一种神秘的力量.....",ascii,Ash's Pok@mon are fully healed!,pending_semantic_review,
866,0x035D2F,4602,dialogue_19_19,18,pointer_table,high,0x034BF7,1190,0x035D52,"
竟然是一把密码锁...",ascii,The door's locked!,pending_semantic_review,
867,0x035D42,4612,dialogue_19_19,17,pointer_table,high,0x034BF5,1189,0x035D44,"
得到一个密码",ascii,Found Key to Gym!,pending_semantic_review,
868,0x035D54,4613,dialogue_19_19,16,pointer_table,high,0x034BF9,1191,0x035D67,"
触动了一个机关...",ascii,Opened the door!,pending_semantic_review,
869,0x035D65,4614,dialogue_19_19,53,pointer_table,high,0x034BFB,1192,0x035D7A,"
你的徽章还没收集齐,还是请回吧!",ascii,You don't have all Eight Badges.,pending_semantic_review,
870,0x035D9B,209,dialogue_19_19,16,pointer_table,high,0x034BFD,1193,0x035D9A,"
参观    走人    ",ascii,Buy Leave,pending_semantic_review,
871,0x035DAC,4620,dialogue_19_19,18,pointer_table,high,0x034BFF,1194,0x035DAC,"
对不起,你的钱不够!",ascii,Not enough money.,pending_semantic_review,
872,0x035DCC,227,dialogue_intro_17_19,180,pointer_table,high,0x03018F,176,0x03087F,"
这生物被视为宠物,或使用于对战等等.而我是研究这宠物精灵的!",ascii,"This world is inhabited by creatures called Pok@mon! For some people, Pok@mon are pets.Others use them for fights. Myself...I study Pok@mon as a profession.",pending_semantic_review,
873,0x035E82,233,dialogue_intro_17_19,129,pointer_table,high,0x030191,177,0x0308BA,"
小智,一个将属于你的故事,梦想即将开始!",ascii,ASH! Your very own Pok@mon legend is about to unfold! A world of dreams & adventureswith Pok@mon awaits! Let's go!,pending_semantic_review,
1013,0x036528,4646,dialogue_19_19,68,pointer_table,high,0x034AF9,1063,0x034CD9,"
我相信科学的力量!现在电脑可以通信精灵和道具",ascii,"I'm raising Pok@mon too! When they get strong, they can protect me!",pending_semantic_review,
1015,0x0365D0,4663,dialogue_19_19,45,pointer_table,high,0x034BC1,1163,0x035963,"
我的怪兽力量都用尽了......",ascii,You can use that PC in the corner over there.,pending_semantic_review,
1016,0x0365FE,4665,dialogue_19_19,102,pointer_table,high,0x034AFB,1064,0x034D06,"
休息一下如何?",ascii,"Ash,if you drive your Pok@mon too hard, they'll dislike you.You should take a rest.",pending_semantic_review,
1017,0x036665,4676,dialogue_19_19,66,pointer_table,high,0x034AFD,1065,0x034D15,"
啊!你和精灵都很精神!小心去吧,保重!",ascii,Oh good! You and your Pok@mon are looking great! Takecare now!,pending_semantic_review,
1018,0x0366A8,4691,dialogue_19_19,74,pointer_table,high,0x034BB1,1155,0x035877,"
小茂姐姐:爷爷有任务交给你啊!",ascii,"Gary's Sis:Pok@mon are living things! If they get tired, give them a rest!",pending_semantic_review,
1019,0x0366F3,4703,dialogue_19_19,106,pointer_table,high,0x034B05,1069,0x034DA1,"
你的精灵球是很方便的东西啊",ascii,"You know there's 2 kinds of caterpilarPok@mon? Caterpie has no poison, but Weedle does. Watch out for it!",pending_semantic_review,
1020,0x03675E,4715,dialogue_19_19,54,pointer_table,high,0x034B0B,1072,0x034E07,"
啊!日记的内容我都记住了",ascii,Coming up with nick names for my Pok@mon is fun.,pending_semantic_review,
1021,0x036795,4731,dialogue_19_19,84,pointer_table,high,0x034B0D,1073,0x034E20,"
我也很喜欢精灵啊",ascii,"When you're using aPok@dex, it is updated instantly when you catch a Pok@mon.",pending_semantic_review,
1022,0x0367EA,4741,dialogue_19_19,76,pointer_table,high,0x034B3B,1096,0x0350F5,"
我也想要辆自行车",ascii,"If you press B whena Pok@mon is evolving,that will cancel the process.",pending_semantic_review,
1023,0x036837,4754,dialogue_19_19,27,pointer_table,high,0x034B81,1131,0x03559D,"
你的比卡丘很可爱呢",ascii,Our Chairman loves Pok@mon!,pending_semantic_review,
1024,0x036853,4755,dialogue_19_19,34,pointer_table,high,0x034B7F,1130,0x03558A,"
我的肚子好饿呀...",ascii,I heard Grimer livein toxic waste.,pending_semantic_review,
1025,0x036876,4756,dialogue_19_19,33,pointer_table,high,0x034B7B,1128,0x035556,"
铁达尼号出发了吗?",ascii,"Sorry, Lt. Surge isout right now.",pending_semantic_review,
1026,0x036898,4757,dialogue_19_19,35,pointer_table,high,0x034BB3,1156,0x035895,"
该怎么吧这家伙弄醒呢?",ascii,A sleeping Pok@mon blocks the path.,pending_semantic_review,
1027,0x0368BC,4761,dialogue_19_19,52,pointer_table,high,0x034B1B,1080,0x034F18,"
啊!这长长的洞穴!是地鼠挖的!听说都到尼比市了!",ascii,Diglets dug this cave that goes to Viridian City.,pending_semantic_review,
1029,0x03692B,4775,dialogue_19_19,36,pointer_table,high,0x034BA1,1147,0x03576E,"
这里每天进行精灵研究",ascii,It never hurts to have extra items!,pending_semantic_review,
1113,0x037994,4151,dialogue_19_19,188,pointer_table,high,0x033183,966,0x033A4C,"
小茂:怎么回事?真的结束了吗?尽了全力却还是输了!好不容易爬到这个地步...为什么我会输...我的培育方法不可能出错的...没办法,你是宠物联盟的新冠军...我真不太想承认",ascii,"No! After all that work to become champ, it's over already? Why did I lose? I never made mistakes raising myPok@mon!...Darn it!You're the league champ, although I hate to admit it.",pending_semantic_review,
1114,0x037A51,4157,dialogue_19_19,95,unaligned,low,,,,,ascii,"Once again, congra-tulations Ash! You put an end to Team Rocket, hopefully for good this time.",unaligned_or_non_dialogue,
1115,0x037AB1,4169,dialogue_19_19,42,unaligned,low,,,,,ascii,You truly are a remarkable trainer Ash!,unaligned_or_non_dialogue,
1116,0x037ADC,4171,dialogue_19_19,274,pointer_table,high,0x0331D9,1009,0x034656,"
卡美优:小智,我知道你一定会来的!这一战应该没有任何遗憾吧!!来吧,准备好了吗?",ascii,Eusine: Greetings! I've heard about you Ash! Glad to meet you! I've searched the world for the greatest Legendary Pok@mon and finally found them! They seem to want to see your power for them- selves! Allow me toshow you the power of the Legendary Pok@mon!,pending_semantic_review,
1117,0x037BEF,4190,dialogue_19_19,56,pointer_table,high,0x034BED,1185,0x035CC1,"
洞里太黑了,能掌握一些闪光的法术就好了!",ascii,"The cave is pitch black, a Pok@mon could light it up.",pending_semantic_review,
1118,0x03804B,4791,dialogue_19_19,16,unaligned,low,,,,,ascii,Withdraw Deposit,unaligned_or_non_dialogue,
1119,0x03805C,6490,dialogue_19_19,17,pointer_table,high,0x03801D,1195,0x03805C,"
南晶公司版权所有",graphical_codes,<0A><B0A7><B0A8><B0A9><B0AA><B0AB><B0AC><B0AD><B0AE>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
1120,0x03806F,4792,dialogue_19_19,16,pointer_table,high,0x03801F,1196,0x03806E,"
精灵系统启动...",ascii,Turned on the PC,pending_semantic_review,
1121,0x038080,4793,dialogue_19_19,17,pointer_table,high,0x038021,1197,0x03807F,"
精灵系统关闭...!",ascii,Turned off the PC,pending_semantic_review,
1122,0x038092,4794,dialogue_19_19,19,pointer_table,high,0x038023,1198,0x038091,"
喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!",ascii,"Go ahead,it's yours",pending_semantic_review,
1123,0x0380A6,4800,dialogue_19_19,30,pointer_table,high,0x038025,1199,0x0380CF,"
要多和怪兽亲近.",ascii,"Ash,take good care of Pikachu.",pending_semantic_review,
1124,0x0380C5,4811,dialogue_19_19,23,pointer_table,high,0x038029,1201,0x0380ED,"
欢迎!买东西吗?",ascii,Hello! May I help you?,pending_semantic_review,
1125,0x0380DD,6492,dialogue_19_19,15,pointer_table,high,0x038027,1200,0x0380E0,"
不打不相识!",graphical_codes,0000<B0CE><B0CF><B0CE><B0D0><B0D1>!,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
1126,0x0380EE,4815,dialogue_19_19,14,pointer_table,high,0x03841F,1452,0x03AC16,"
马其斯:我输了,那么这个橙色徽章拿去吧,还有这个是我的心意!",ascii,"Good job, kid!",pending_semantic_review,
1127,0x0380FD,4820,dialogue_19_19,10,pointer_table,high,0x03802B,1202,0x0380FD,"
谢谢惠顾",ascii,Thank you.,pending_semantic_review,
1128,0x038108,4825,dialogue_19_19,25,pointer_table,high,0x03802F,1204,0x03812B,"
欢迎光临!",ascii,We hope to see you again!,pending_semantic_review,
1129,0x038122,1665,dialogue_19_19,13,pointer_table,high,0x038429,1457,0x03ACE3,"
得到杰尼龟",ascii,Got Squirtle!,pending_semantic_review,
1130,0x038130,210,dialogue_19_19,23,pointer_table,high,0x038031,1205,0x038136,"
恢复    放弃    ",ascii,Heal Leave,pending_semantic_review,
1131,0x038149,4826,dialogue_19_19,36,pointer_table,high,0x038033,1206,0x038148,"
对不起,因为机能所限这里暂时不能够对战...",ascii,"Sorry, the Trading Center is closed.",pending_semantic_review,
1132,0x038173,4827,dialogue_19_19,32,pointer_table,high,0x038035,1207,0x038172,"
交换机器也坏了...下次再来看看吧",ascii,"Sorry, the Cable Club's closed",pending_semantic_review,
1133,0x038194,211,dialogue_19_19,16,pointer_table,high,0x038037,1208,0x038193,"
买      不买    ",ascii,Buy Pass,pending_semantic_review,
1134,0x0381A5,6502,dialogue_19_19,8,pointer_table,high,0x038039,1209,0x0381A5,"
钱不够!",graphical_codes,0<B0FE><B0CE><B0F1>!,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
1135,0x0381AF,213,dialogue_19_19,16,pointer_table,high,0x03803B,1210,0x0381AE,"
是      否      ",ascii,Yes No,pending_semantic_review,
1136,0x0381C1,212,dialogue_19_19,16,pointer_table,high,0x03803D,1211,0x0381C0,"
空手道  跆拳道  ",ascii,Left Right,pending_semantic_review,
1137,0x0381D2,4832,dialogue_19_19,13,pointer_table,high,0x03803F,1212,0x0381D2,"
小智使用了居合斩",ascii,Used HM CUT!,pending_semantic_review,
