entry_index,english_offset_hex,script_line,layout,source_length,alignment_method,alignment_confidence,pointer_references,chinese_record_indexes,chinese_offsets,chinese_text,english_storage,english_text,fidelity_status,review_note
635,0x0330B6,6017,,10,pointer_table,high,0x033043,916,0x0330CA,"
尼比市",graphical_codes,<B71D><B71F><B721>    ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
636,0x0330C1,717,,10,pointer_table,high,0x033045,917,0x0330D2,"
月见山洞",ascii,Mt.Moon,pending_semantic_review,
637,0x0330CC,6018,,10,pointer_table,high,0x033047,918,0x0330DC,"
华蓝市",graphical_codes,<B723><B725><B727><B729>  ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
638,0x0330D7,6019,,10,pointer_table,high,0x033049,919,0x0330E4,"
石山矿野",graphical_codes,<B72B><B72D><B72F>    ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
639,0x0330E2,6020,,10,pointer_table,high,0x03304B,920,0x0330EE,"
紫苑镇",graphical_codes,<B731><B733><B735><B737>  ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
640,0x0330ED,6021,,10,pointer_table,high,0x03304D,921,0x0330F6,"
金黄市",graphical_codes,<B739><B73B><B73D><B73F>  ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
641,0x0330F8,6022,,9,pointer_table,high,0x03304F,922,0x0330FE,"
彩虹市",graphical_codes,<B741><B743><B745><B747> ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
642,0x033102,6023,,10,pointer_table,high,0x033051,923,0x033106,"
枯叶市",graphical_codes,<B749><B74B><B74D><B74F><B751>,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
643,0x03310D,6024,,10,pointer_table,high,0x033053,924,0x03310E,"
浅红市",graphical_codes,<B753><B755><B757><B759>  ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
644,0x033118,6025,,10,pointer_table,high,0x033055,925,0x033116,"
红莲镇",graphical_codes,<B75B><B75D><B75F><B761>  ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
645,0x033123,6026,,10,pointer_table,high,0x033057,926,0x03311E,"
冠军之路",graphical_codes,<B763><B765><B767><B769>  ,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
646,0x0331EF,5303,dialogue_19_19,27,pointer_table,high,0x033149,937,0x0333BD,"
女孩:能来到这里不简单",ascii,Are you good enoughfor me?,pending_semantic_review,
647,0x03320B,5377,dialogue_19_19,24,pointer_table,high,0x03314B,938,0x0333D4,"
女孩:之后就看你的",ascii,I never wanted to lose!,pending_semantic_review,
648,0x033224,5308,dialogue_19_19,19,pointer_table,high,0x03314D,939,0x0333E7,"
男孩:看来你也是来挑战联盟的了",ascii,I can see your good,pending_semantic_review,
649,0x033238,5365,dialogue_19_19,26,pointer_table,high,0x03314F,940,0x033406,"
男孩:你有机会夺取冠军啊",ascii,"I concede, you're better.",pending_semantic_review,
650,0x033253,5396,dialogue_19_19,25,pointer_table,high,0x033159,945,0x033485,"
训兽师:觉悟吧",ascii,Is Victory Road tootough?,pending_semantic_review,
651,0x03326D,5397,dialogue_19_19,10,pointer_table,high,0x03315B,946,0x033494,"
训兽师:我已经觉悟了!",ascii,Well done!,pending_semantic_review,
652,0x033278,5313,dialogue_19_19,23,pointer_table,high,0x03315D,947,0x0334AA,"
魔术师:为什么要来这里?",ascii,Come on! I'll whip you!,pending_semantic_review,
653,0x033290,5382,dialogue_19_19,14,pointer_table,high,0x03315F,948,0x0334C2,"
魔术师:你的目标的确伟大!",ascii,I got whipped.,pending_semantic_review,
654,0x03329F,6091,dialogue_19_19,123,pointer_table,high,0x033143,934,0x03329E,"
小茂:怎么了?小智在这里遇见你还真是偶然啊!你也去宠物精灵联盟啊?徽章也都收集齐了,干的不错嘛!不过在去联盟之前先和我比试一场吧!",graphical_codes,"<B0B6><B1EC>:<B2D0><B1E6><B0F8>?<B0B6><B0B7><B0B8><B0EE><B0BF><B4DA><B2CD><B0C5><B2BD><B1F5><B0C2><B9E3><B2AA><B2AC>!<B0C5><B0F6><B0C7><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF><B2AC>?<B3D1><B3D2><B0F6><B1C0><B6B7><B6B8><BDE5><B0F8>,<B5A5><B0BC><B0CE><B2DC><B1DC>!<B0CE><B3D4><B0B8><B0C7><B3CE><B3CF><B3E3><B3DD><B6E0><B0C9><B1C2><B2B2><B4A3><B1D1><B3B5><B0BE>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
655,0x03331B,6099,dialogue_19_19,121,pointer_table,high,0x033145,935,0x03331B,"
小茂:我只是一时太大意了,可恶!不过你这样的水平想称霸精灵联盟...你还是多练习一下比较好!我多管闲事了啊,那我先走了!再会了...",graphical_codes,"<0A><B0B6><B1EC>:<B1C2><B2BE><B0C2><B1D1><B0F0><B6C6><B1BE><B4A5><B0F8>,<B0DE><B5E0>!<B0CE><B3D4><B0C5><B0EE><B2DA><B0BC><B5F7><B5DC><B1D7><B1C8><BBD4><B0A1><B0A2><B3CE><B3CF>...<B0C5><B2BD><B0C2><B0C8><B2C5><B2C6><B1D1><B0F9><B2B2><B3EB><B1B4>!<B1C2><B0C8><B3A4><B5C0><B1D5><B0F8><B2AC>,<B0B9><B1C2><B6E0><B7C3><B0F8>!<B0FB><B1F9><B0F8>...",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
656,0x033395,6108,dialogue_19_19,39,pointer_table,high,0x033147,936,0x033395,"
守卫:啊!你拿的的确是联盟徽章!请通过吧!",graphical_codes,<0A><B3DF><B3E0>:<B2AC>!<B0C5><B0C6><B0BC><B0BC><B9DB><B0C2><B3CE><B3CF><B3D1><B3D2>!<B2D8><B3DA><B3D4><B0BE>!,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
657,0x0333BD,5314,dialogue_19_19,37,pointer_table,high,0x033155,943,0x033455,"
魔术师:你知道什么是魔术吗?",ascii,You're gonna take on the Elite Four?,pending_semantic_review,
658,0x0333E3,5319,dialogue_19_19,27,pointer_table,high,0x033157,944,0x033471,"
魔术师:不可思议...",ascii,You should have no trouble.,pending_semantic_review,
659,0x0333FF,5320,dialogue_19_19,37,pointer_table,high,0x033151,941,0x03341F,"
空手道:你辛苦了,不过也到此为止",ascii,This is the final test for trainers!,pending_semantic_review,
660,0x033425,5383,dialogue_19_19,16,pointer_table,high,0x033153,942,0x03343F,"
空手道:我竟然输了...",ascii,I need to train.,pending_semantic_review,
661,0x033436,5366,dialogue_19_19,24,pointer_table,high,0x033161,949,0x0334DC,"
女孩:告诉你我要结婚了!",ascii,The Elite Four is next!,pending_semantic_review,
662,0x03344F,5451,dialogue_19_19,13,pointer_table,high,0x033163,950,0x0334F4,"
女孩:我不想嫁人了,你做我老公好吗?",ascii,Unbelievable!,pending_semantic_review,
663,0x03345D,5321,dialogue_19_19,33,pointer_table,high,0x033169,953,0x03353F,"
女孩:为什么我的精灵都不强呢?",ascii,I heard about a young prodigy.,pending_semantic_review,
664,0x03347F,5349,dialogue_19_19,31,pointer_table,high,0x03316B,954,0x03355D,"
女孩:是因为我没有用爱心吧...",ascii,You really beat Team Rocket?,pending_semantic_review,
665,0x03349F,5322,dialogue_19_19,29,pointer_table,high,0x033165,951,0x033517,"
男孩:我不会让你再前进的",ascii,Only the chosen canpass here!,pending_semantic_review,
666,0x0334BD,5384,dialogue_19_19,19,pointer_table,high,0x033167,952,0x033530,"
男孩:是天意啊",ascii,I don't believe it!,pending_semantic_review,
667,0x0334D1,3853,dialogue_19_19,105,pointer_table,high,0x03316D,955,0x03357B,"
裁判:未来的冠军,来到这里真不容易不过挑战四大天王的决胜规则就是将四人一一打败如果输了就从第一人从新打起!加油了!",ascii,"From here on, you face the Elite Fourone by one! If you win, a door opens to the next trainerGood luck!",pending_semantic_review,
668,0x03353B,3863,dialogue_19_19,71,pointer_table,high,0x03316F,956,0x0335EB,"
女孩:现在就开始四大天王的对战!朝最强努力吧!",ascii,"Here at the Pok@monLeague, you have toface the Elite Fourin succession.",pending_semantic_review,
669,0x033583,3872,dialogue_19_19,128,pointer_table,high,0x033171,957,0x033618,"
加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!",ascii,"Welcome,I'm Loreleiof the Elite Four! Your Pok@mon will be at my mercy whenthey're frozen solid! Hahaha! Are you ready?",pending_semantic_review,
670,0x033604,3883,dialogue_19_19,89,pointer_table,high,0x033173,958,0x033684,"
加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",ascii,You're better than I thought! Go on ahead!This was justa taste of Pok@mon League power!,pending_semantic_review,
671,0x03365E,3893,dialogue_19_19,133,pointer_table,high,0x033175,959,0x0336BE,"
西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!",ascii,"I am Bruno of the Elite Four! Throughrigorous training, people and Pok@mon can become strongerAsh! We will grind you with our power!",pending_semantic_review,
672,0x0336E4,3902,dialogue_19_19,48,pointer_table,high,0x033177,960,0x03373E,"
西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",ascii,My job is done! Go face your next challenge!,pending_semantic_review,
673,0x033715,3910,dialogue_19_19,254,pointer_table,high,0x033179,961,0x033780,"
菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!",ascii,"I am Agatha of the Elite Four! Oak's taken a lot of int-erest in you,child!That old duff was once tough and han-dsome! Now he just wants to fiddle with his Pok@dex, He's wrong! Pok@monare for fighting! Ash! I'll show you how a real trainer fights!",pending_semantic_review,
674,0x033814,3926,dialogue_19_19,76,pointer_table,high,0x03317B,962,0x033828,"
菊子:真了不起啊,是你胜了,大木博士真有眼光,我心服口服你就朝下一个房间去吧!",ascii,"I see what he sees in you now! I have nothing else to sayRun along now,child",pending_semantic_review,
675,0x033861,3935,dialogue_19_19,146,pointer_table,high,0x03317D,963,0x033873,"
瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!",ascii,I heard about you Ilead the Elite FourI am Lance the dra-gon tamer! Dragon'spowers are superiorReady to lose? YourLeague challenge ends with me!,pending_semantic_review,
676,0x0338F4,3950,dialogue_19_19,180,pointer_table,high,0x03317F,964,0x033911,"
瓦它诺:虽然难过但你的技术一流!我想说小智从今开始你是宠物精灵联盟的冠军!但你必须再与一人战斗不可!那位训练家就是...小茂!他比你早战胜我们四天王,所以你们要决出真正的冠军,去吧小智!",ascii,"I can't believe my dragons lost! You are the League Cha-mpion!...or,you would have been. Another trainer named Gary beat theElite Four before you! He is the realchampion!",pending_semantic_review,
677,0x0339A9,3962,dialogue_19_19,158,pointer_table,high,0x033181,965,0x0339C2,"
小茂:小智啊?你也来了?既然做为对手的你这么弱也没什么好竞争的!我在收集图鉴的同时也找到一些完美的精灵!告诉你吧,我就是世界最强的精灵训练师!!",ascii,"Hey Ash! I looked all over for power-ful Pokemon and assembled a strong team, now I'm the League Champion! I'm the strongest trainer in the world!",pending_semantic_review,
678,0x033A48,3975,dialogue_19_19,310,pointer_table,high,0x033185,967,0x033AE9,"
大木博士:堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小茂...真是可惜!听说你战胜四天王而飞奔到这里,但看到你到最后输了!你知道为什么会输吗?因为你忘了给予精灵们信任和感情!所以你再怎么努力也不可能站在高峰的!",ascii,"So,you won! Congra-tulations! You've grown so much sinceyou first left withPikachu, Ash! I'm disappointed Gary, I came when I heardyou became League Champion.But you already lost, do you understand why?You've forgotten totreat your Pok@mon with trust and lovewithout them,you'llnever become champ again.",pending_semantic_review,
679,0x033B7F,4004,dialogue_19_19,126,pointer_table,high,0x033187,968,0x033BDD,"
大木博士:小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",ascii,"Ash, you understandyour victory was not your own doing!The bond you share with your Pok@mon is marvelous! Come with me,Ash!",pending_semantic_review,
680,0x033BFE,4016,dialogue_19_19,178,pointer_table,high,0x033189,969,0x033C3B,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你",ascii,"Congratulations AshThis is the Pok@monHall of Fame! The League Champions and their Pok@mon are honored here! Congratulations,Ashyou and your Pok@-mon are Hall of Famers!",pending_semantic_review,
681,0x033CB1,4028,dialogue_19_19,62,pointer_table,high,0x03318B,970,0x033CB1,"
妈妈:听说华蓝市附近有个山洞发生异常,连精灵联盟的四天王加纳都去调查了...",ascii,"Ash,Lorelei was looking for you,shewent to Cerulean cave.",pending_semantic_review,
682,0x033CF0,6114,dialogue_19_19,105,pointer_table,high,0x03318D,971,0x033CFA,"
裁判:真是抱歉,四天王的加纳因为不在所以现在联盟暂停训练家挑战...加纳好像去华蓝市调查异变去了...",graphical_codes,"00000000000<B3FC><B3FD>:<B1F5><B0C2><B9FA><B9FB>,<B1E1><B1AD><B4F7><B0BC><B2FC><BDAB><B0E9><B0EA><B0CE><B0B8><B0AD><B0DF><B2F5><B0B8><B3CE><B3CF><B0EF><B3DB><B2DE><B2C5><B1BF><B3FB><B0F2>...<B2FC><BDAB><B1B4><B1B5><B0C7><B4CF><B4D0><B4D1><BDF6><BDAA><BCEC><B3D6><B0C7><B0F8>...",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
683,0x033D5B,5856,dialogue_19_19,11,pointer_table,high,0x03318F,972,0x033D5A,"
超梦:......",ascii,MewTwo:....,pending_semantic_review,
684,0x033D67,4036,dialogue_19_19,247,pointer_table,high,0x033191,973,0x033D67,"
加纳:原来发生异变的原因就是这只超梦引起的.",ascii,"There you are Ash! It seems TeamRockethas appeared again,they've gone to Indigo Plateau. Oh!And I have some- thing for you as well, here's a passto go to Navel RockYou can get there by the S.S. Anne. I'll see you at Indigo Plateau Ash.",pending_semantic_review,
685,0x033E5F,4047,dialogue_19_19,74,pointer_table,high,0x03319B,978,0x033EA4,"
船员:那个是梦幻船票??那么请进!!欢迎再次来乘做铁达尼号!",ascii,"Hello, May I see your pass for NavelRock? ...Thank you sir!",pending_semantic_review,
686,0x033EAA,4052,dialogue_19_19,63,pointer_table,high,0x03319D,979,0x033EDC,"
凤凰:......",ascii,Ho-oh: Kwee!,pending_semantic_review,
687,0x033EEA,4053,dialogue_19_19,13,pointer_table,high,0x03319F,980,0x033EE9,"
路基亚:......",ascii,Lugia: Roar!!,pending_semantic_review,
688,0x033EF8,4054,dialogue_19_19,76,pointer_table,high,0x0331A1,981,0x033EF8,"
船员:怎么样,是场神奇的旅行吧.现在精灵联盟因为四天王的加纳又回来了,所以又开始接受新的冠军挑战了!",ascii,"Welcome to Navel Rock! If you'd liketo leave, just board the S.S.Anne.",pending_semantic_review,
689,0x033F45,6119,dialogue_19_19,127,pointer_table,high,0x0331A3,982,0x033F59,"
加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!",graphical_codes,"000000000000000000000<B2FC><BDAB>:<B0D2><B0D3><B0FC><B0DB><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B1C2><B0C2><BAE8><B0AF><B1E1><B1AD><B4F7><B2FC><BDAB>!<B2BD><B2B6><B8A4><B3D4><B3EE><B8AC><B0BC><B0D5><B0D6>,<B2CB><B1C2><B1C9><B4AA><B0F8><B2AB><B2CB><B0C5><B0BC><B0A1><B0A2><B0B2><BBF7><B0CE><B2C1>!<B3BC><B3BC><B5EB><BAB8><B0BE>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
690,0x033FC5,6127,dialogue_19_19,57,pointer_table,high,0x0331A5,983,0x033FC5,"
加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",graphical_codes,"<0A><B2FC><BDAB>:<B0C5><B0DB><B3D5><B0C2><B2AF><B1E6><B2B5><B0C1>?...<B1B4><B0BE>,<B1C2><B3F1><B0F8><B2AB><B3FE><B0F9><B1D1><B0BA><B9EA><BAF1><B3DD><B3DE><B0BE>",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
691,0x033FFF,6133,dialogue_19_19,127,pointer_table,high,0x0331A7,984,0x033FFF,"
西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!",graphical_codes,"<0A><B0D6><BBC0>:<B1C2><B0C2><B3BB><B0AF><B1E1><B1AD><B4F7><B0D6><BBC0>!<B0CE><B3A4><B0C2><B0A1><B0A2><B1CB><B2B5><B2BE><B0C3><B0F2><B4B7><BDEC><B2C5><B1C0><B0EC><B3D6><B0BC><B3F7><B2C9>,<B2AB><BAC4><B0EE><B0DC><BDEC><B2C5><B2A1><B1C2><B0BC><B0A1><B0A2><B3B2><B1C9><B0A5>!<B0C5><B0C2><B0B6><B0B7><B0BE>,<B0FC><B7EA><B7EA><B1C2><B2EF><B0BC><B4E4><B8B2><B0E3><B3EC><B0BE>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
692,0x03407F,6141,dialogue_19_19,65,pointer_table,high,0x0331A9,985,0x03407F,"
西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",graphical_codes,"<0A><B0D6><BBC0>:<B0DB><B3D5><B0C2><B2D0><B1E6><B2A3><B1D5>?<B1C2><B7D5><B2AA><B3F1><B0F8>...<B2A9><B2AA><B3F1><B0F8>,<B1C2><B3E6><B1EF><B0DE><B1E7>,<B0C5><B2AB><B3DD><B3DE><B0BE>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
693,0x0340C1,6146,dialogue_19_19,167,pointer_table,high,0x0331AB,986,0x0340C1,"
菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!",graphical_codes,"<0A><BADE><B1DF>:<B1C2><B0C2><B7B2><B0AF><B1E1><B1AD><B4F7><BADE><B1DF>,<B1F1><B1E7><B1F5><B2D5><B2D6><B0BC><B1BE><B1C3><B1C4><B1C5><B0D0><B2C4><B5F2><B0C5>!<B1BE><B1C3><B1C4><B1C5><B0DF><B3DD><B0C2><B0D0><B2C4><B2C9><B0BC><B1DD><B2B5>!<B2F5><B0B8><B0FD><B0CE><B0A4><B0FC><B0F8>,<B0E4><B2BE><B0C2><B2B4><B0C0><B0C1><B0A1><B0A2><B2F1><B2F2><B0C2><B0CE><B0F1><B0BC>!<B0A1><B0A2><B0C2><B0C3><B1A8><B0FC><B0F2><B4B7><B0BC>!<B2CB><B1C2><B0FC><B7DB><B0C5><B1F5><B2BA><B0BC><B0F2><B4B7><B0BE>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
694,0x034169,6159,dialogue_19_19,157,pointer_table,high,0x0331AD,987,0x034169,"
瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!",graphical_codes,"<0A><BAF4><B6A6><BBCF>:<B0C5><B0C2><B0B6><B0B7>?<B1C2><B0C2><B6D9><B0AF><B1E1><B1AD><B4F7><BADE><B1DF><BAF4><B6A6><BBCF>,<B0C5><B6B9><B3B3><B2D7><B1A4><B6D9><B0C2><B6DD><BCB3><B6F2><B1E7><B0DC><B0BC><B1C9><B0C1>,<B3F7><B4A7><B2C0><B3A8><B6A3><B6D8><B0BC><B1B4><B1D2><B0C2><B1AD><B0F9><B6A7><B1D1>!<B1D1><BAFD><B0BC><B4AB><B4AC><B0E7><B6D9><B0AF><B0C2><B2B6><B1A8><B0BC>!<B1D9><B1DA><B0BE>,<B1C2><B1F9><B2CB><B0C5><BCBB><B1C7><BBD0><BBC0><B3EF><B8B9><B0BC>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
695,0x034207,6171,dialogue_19_19,118,pointer_table,high,0x0331AF,988,0x034207,"
瓦它诺:虽然难过但你的技术一流!不过要想成为真正的冠军就应该进入冠军的房间打败里面的训练师!!他比你早一步打败我们四天王!",graphical_codes,<0A><BAF4><B6A6><BBCF>:<B4A4><B2AA><B4A7><B3D4><B3A8><B0C5><B0BC><B4BF><B1AE><B1D1><B9D7>!<B0CE><B3D4><B0C3><B1D7><B2EA><B0EA><B1F5><B2BA><B0BC><B4A1><B4A2><B2AB><B6B9><B3B3><B3DE><B5BB><B4A1><B4A2><B0BC><B9EA><BAF1><B0CF><B6A2><B0BF><B4A8><B0BC><B2DE><B2C5><B2DF>!!<B1F0><B2B2><B0C5><B2BB><B1D1><B7D4><B0CF><B6A2><B1C2><B2EF><B1E1><B1AD><B4F7>!,english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
696,0x03427E,4068,dialogue_19_19,368,pointer_table,high,0x0331B1,989,0x03427E,"
小智:你们就是新的冠军?啊?难道你们是...",ascii,"Jesse: Long time nosee brat! Our boss has disbanded Team Rocket because of you! James: We plan to take over Indigo Plateau and make sure Team Rocket takes its place as true Pok@mon mast- ers. We can't allowa dreadful little twerp such as your-self stand in our way! Meowth:Hehe, you don't stand a chance against Meowth!",pending_semantic_review,
697,0x0343EF,4074,dialogue_19_19,140,containing_offset,medium,,1001,0x0343BF,"
小次郎:我们现在跟了新的老大,已经不是从前的我们了!!",ascii,"James: Again! We lost again to this twerp! Jesse&James: Looks like Team Rocket's blasting off again!Meowth:Hey,Wait forMeowth!",pending_semantic_review,
698,0x03447C,6181,dialogue_19_19,241,pointer_table,high,0x0331D3,1006,0x0344B8,"
大木博士:你又堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",graphical_codes,"0000000000000000000000000000000000000000000000000000000000000<B1BE><B1C3><B1C4><B1C5>:<B0C5><B5B0><BDF2><BDF2><B2BA><B2BA><B0BC><B3F5><B0F8>!<BBA6><B6EB><B0C5><B0B6><B0B7>,<B1FA><B0C5><B2BF><B1D9><B1DA><B2C1><B0DB><B2B2><B2C2><B2C3><B1D9><B1DA><B0DB><B2F5><B0B8><B0C5><B1F5><B0BC><B3D6><B2C9><B0F8>,<B6B9><B3B3><B1E7><B0C5><B2EB><B1BE><B0F8>!<B0B6><B0B7>,<B0C5><B0EC><B2E4><BBD4><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B0CE><B0C2><B0C5><B1D1><B0BA><B2B5><B0BC><B0E3><B3EC>!<B0C2><B0C5><B2A1><B0A1><B0A2><B3E3><BAF1><BDF5><B7FC><B0BC><B5EA><B7AB>!<B0B6><B0B7><B0C5><B2A2><B1C2><B0FC>!",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
699,0x03456E,6191,dialogue_19_19,117,pointer_table,high,0x0331D5,1007,0x03456E,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你",graphical_codes,"<0A><B1BE><B1C3><B1C4><B1C5>:<B0B6><B0B7>,<B0C5><B2A5><B3D4><BAB4><BBC8><B0BC><B0F2><B4B7>!<B1CE><B1FE><B6C9><B2EA><B0EA><B3CE><B3CF><B4A1><B4A2>!<B0B8><BDE7><B2F8><B2F9><B0F9><B0B6><B0B7><B0BC><B3B1><B9B1><B2A1><B0A1><B0A2><B0BC><B3B1><B9B1><B0BE>!<B0C9><B1C2><B1D1><B0E8><B2A3><B1BF><B0BE>,<B0C5><B1DB><B1DB><B1D1><B2B1><B3F7><B1D7><B0C5>",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
700,0x0345E4,6200,dialogue_19_19,113,pointer_table,high,0x0331D7,1008,0x0345E4,"
妈妈:我听说你要去彩虹市的南晶科技开发部挑战名叫卡美优的训练师!听说他的精灵至今还没有被人打败过,你千万要小心啊...",graphical_codes,"<0A><B1DB><B1DB>:<B1C2><B1F1><B1E7><B0C5><B0C3><B0C7><B6CA><B8FD><B4D1><B0BC><B0A7><B0A8><BDE0><B4BF><B1D9><B2F4><B6C1><B3FB><B0F2><B3B1><B1C1><B2C2><B6A8><B8EE><B0BC><B2DE><B2C5><B2DF>!<B1F1><B1E7><B1F0><B0BC><B0A1><B0A2><BDFA><B6C9><B2BD><B2B6><B0AE><B1B6><B2B5><B0CF><B6A2><B3D4>,<B0C5><B8F9><B4B1><B0C3><B0B6><B0DD><B2AC>...",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
701,0x034656,6203,raw,74,exact_offset,medium,,1009,0x034656,"
卡美优:小智,我知道你一定会来的!这一战应该没有任何遗憾吧!!来吧,准备好了吗?",graphical_codes,"<0A><B2C2><B6A8><B8EE>:<B0B6><B0B7>,<B1C2><B2D7><B1A4><B0C5><B1D1><B2B1><B1F9><B0FC><B0BC>!<B0EE><B1D1><B0F2><B6B9><B3B3><B2B6><B0AE><B3BD><B6DA><BDDD><BDFB><B0BE>!!<B0FC><B0BE>,<BAFA><BAFB><B1B4><B0F8><B0D7>?",english_graphical_residual,La ROM anglaise conserve des codes graphiques; ce texte n'est pas une chaîne anglaise lisible.
702,0x0346A1,4084,dialogue_19_19,151,pointer_table,high,0x0331DB,1010,0x0346A1,"
卡美优:不错,你的实力在这个石英地区已经无人能敌了,但别忘了人外有人天外有天啊,在这个世界上还存在别的大陆...有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!",ascii,"You're amazing! It seems you've earnedthe respect of the Legendary Pok@mon! If you can find allthe Pok@mon in Kanto, return and speak to me again!",pending_semantic_review,
703,0x034739,4100,dialogue_19_19,104,pointer_table,high,0x0331DD,1011,0x03476F,"
卡美优:有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!",ascii,"You are a true Pok@maniac! You have earned this Pok@- mon's respect, it would like to come with you.",pending_semantic_review,
704,0x0347A2,4110,dialogue_19_19,26,pointer_table,high,0x0331DF,1012,0x0347DB,"
卡美优:你已经成功了收集石英地区所有的精灵,真了不起!好吧这只梦幻就送给你吧!恭喜你完成了精灵图鉴!!",ascii,Please take care of Mew!,pending_semantic_review,
