stable_key,record_type,offset_hex,layout,max_len,chinese_text,source_en,fr_text,source_alignment
MAIN:0x033086,MAIN,0x033086,,4,"
绝传03",HM03,CS03,unique
MAIN:0x03308B,MAIN,0x03308B,,4,"
绝传04",HM04,CS04,unique
MAIN:0x033090,MAIN,0x033090,,4,"
绝传05",HM05,CS05,unique
MAIN:0x033095,MAIN,0x033095,,10,"
真新镇",<B707><B709><B70B>    ,Bourg Palette,unique
MAIN:0x0330A0,MAIN,0x0330A0,,10,"
常青市",<B70D><B70F><B711><B713>  ,Jadielle,unique
MAIN:0x0330AB,MAIN,0x0330AB,,10,"
地鼠山洞",<B715><B717><B719><B71B>  ,Forêt de Jade,unique
MAIN:0x0330B6,MAIN,0x0330B6,,10,"
尼比市",<B71D><B71F><B721>    ,Argenta,unique
MAIN:0x0330C1,MAIN,0x0330C1,,10,"
月见山洞",Mt.Moon   ,Mont Sélénite,unique
MAIN:0x0330CC,MAIN,0x0330CC,,10,"
华蓝市",<B723><B725><B727><B729>  ,Azuria,unique
MAIN:0x0330D7,MAIN,0x0330D7,,10,"
石山矿野",<B72B><B72D><B72F>    ,Grotte,unique
MAIN:0x0330E2,MAIN,0x0330E2,,10,"
紫苑镇",<B731><B733><B735><B737>  ,Lavanville,unique
MAIN:0x0330ED,MAIN,0x0330ED,,10,"
金黄市",<B739><B73B><B73D><B73F>  ,Safrania,unique
MAIN:0x0330F8,MAIN,0x0330F8,,9,"
彩虹市",<B741><B743><B745><B747> ,Céladopole,unique
MAIN:0x033102,MAIN,0x033102,,10,"
枯叶市",<B749><B74B><B74D><B74F><B751>,Carmin sur Mer,unique
MAIN:0x03310D,MAIN,0x03310D,,10,"
浅红市",<B753><B755><B757><B759>  ,Parmanie,unique
MAIN:0x033118,MAIN,0x033118,,10,"
红莲镇",<B75B><B75D><B75F><B761>  ,Cramois'Île,unique
MAIN:0x033123,MAIN,0x033123,,10,"
冠军之路",<B763><B765><B767><B769>  ,Route Victoire,unique
MAIN:0x0331EF,MAIN,0x0331EF,dialogue_19_19,27,"
女孩:能来到这里不简单",0Are you good enoughfor me?,Tu as dû en baver pour arriver jusqu'ici !,unique
MAIN:0x03320B,MAIN,0x03320B,dialogue_19_19,24,"
女孩:之后就看你的",I never wanted to  lose!,"À toi de jouer, maintenant.",unique
MAIN:0x033224,MAIN,0x033224,dialogue_19_19,19,"
男孩:看来你也是来挑战联盟的了",I can see your good,"Toi aussi, tu viens défier la Ligue ?",unique
MAIN:0x033238,MAIN,0x033238,dialogue_19_19,26,"
男孩:你有机会夺取冠军啊","I concede, you're  better.",Tu pourrais devenir Champion !,unique
MAIN:0x033253,MAIN,0x033253,dialogue_19_19,25,"
训兽师:觉悟吧",Is Victory Road tootough?,Prépare-toi !,unique
MAIN:0x03326D,MAIN,0x03326D,dialogue_19_19,10,"
训兽师:我已经觉悟了!",Well done!,J'étais prêt !,unique
MAIN:0x033278,MAIN,0x033278,dialogue_19_19,23,"
魔术师:为什么要来这里?",Come on! I'll whip you!,Pourquoi es-tu là ?,unique
MAIN:0x033290,MAIN,0x033290,dialogue_19_19,14,"
魔术师:你的目标的确伟大!",I got whipped.,Tu vises haut !,unique
MAIN:0x03329F,MAIN,0x03329F,dialogue_19_19,123,"
小茂:怎么了?小智在这里遇见你还真是偶然啊!你也去宠物精灵联盟啊?徽章也都收集齐了,干的不错嘛!不过在去联盟之前先和我比试一场吧!","<B0B6><B1EC>:<B2D0><B1E6><B0F8>?<B0B6><B0B7><B0B8><B0EE><B0BF><B4DA><B2CD><B0C5><B2BD><B1F5><B0C2><B9E3><B2AA><B2AC>!<B0C5><B0F6><B0C7><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF><B2AC>?<B3D1><B3D2><B0F6><B1C0><B6B7><B6B8><BDE5><B0F8>,<B5A5><B0BC><B0CE><B2DC><B1DC>!<B0CE><B3D4><B0B8><B0C7><B3CE><B3CF><B3E3><B3DD><B6E0><B0C9><B1C2><B2B2><B4A3><B1D1><B3B5><B0BE>!","RÉGIS : Tiens,
Sacha !
Quelle surprise !
Tu vas à la Ligue ?
Tous tes Badges !
Pas mal ! Bats-moi.",unique
MAIN:0x03331B,MAIN,0x03331B,dialogue_19_19,121,"
小茂:我只是一时太大意了,可恶!不过你这样的水平想称霸精灵联盟...你还是多练习一下比较好!我多管闲事了啊,那我先走了!再会了...","<0A><B0B6><B1EC>:<B1C2><B2BE><B0C2><B1D1><B0F0><B6C6><B1BE><B4A5><B0F8>,<B0DE><B5E0>!<B0CE><B3D4><B0C5><B0EE><B2DA><B0BC><B5F7><B5DC><B1D7><B1C8><BBD4><B0A1><B0A2><B3CE><B3CF>...<B0C5><B2BD><B0C2><B0C8><B2C5><B2C6><B1D1><B0F9><B2B2><B3EB><B1B4>!<B1C2><B0C8><B3A4><B5C0><B1D5><B0F8><B2AC>,<B0B9><B1C2><B6E0><B7C3><B0F8>!<B0FB><B1F9><B0F8>...","RÉGIS : Zut !
J'étais distrait.
À ce niveau, jamais
tu ne gagneras
la Ligue.
Entraîne-toi !
Je trace. À plus !",unique
MAIN:0x033395,MAIN,0x033395,dialogue_19_19,39,"
守卫:啊!你拿的的确是联盟徽章!请通过吧!",<0A><B3DF><B3E0>:<B2AC>!<B0C5><B0C6><B0BC><B0BC><B9DB><B0C2><B3CE><B3CF><B3D1><B3D2>!<B2D8><B3DA><B3D4><B0BE>!,"GARDE : Oh !
Tes Badges de Ligue
sont authentiques !
Tu peux passer !",unique
MAIN:0x0333BD,MAIN,0x0333BD,dialogue_19_19,37,"
魔术师:你知道什么是魔术吗?",You're gonna take  on the Elite Four?,"Magie, tu connais ?",unique
MAIN:0x0333E3,MAIN,0x0333E3,dialogue_19_19,27,"
魔术师:不可思议...",You should have no trouble.,Incroyable...,unique
MAIN:0x0333FF,MAIN,0x0333FF,dialogue_19_19,37,"
空手道:你辛苦了,不过也到此为止",This is the final  test for trainers!,"Tu t'es bien battu, mais tu t'arrêtes ici !",unique
MAIN:0x033425,MAIN,0x033425,dialogue_19_19,16,"
空手道:我竟然输了...",I need to train.,Dire que j'ai perdu...,unique
MAIN:0x033436,MAIN,0x033436,dialogue_19_19,24,"
女孩:告诉你我要结婚了!",The Elite Four is  next!,Je vais me marier !,unique
MAIN:0x03344F,MAIN,0x03344F,dialogue_19_19,13,"
女孩:我不想嫁人了,你做我老公好吗?",Unbelievable!,"Finalement, non... Tu veux m'épouser ?",unique
MAIN:0x03345D,MAIN,0x03345D,dialogue_19_19,33,"
女孩:为什么我的精灵都不强呢?",I heard about a    young prodigy.,"Pourquoi sont-ils
tous si faibles ?",unique
MAIN:0x03347F,MAIN,0x03347F,dialogue_19_19,31,"
女孩:是因为我没有用爱心吧...",You really beat    Team Rocket?,Je manque sûrement d'amour pour eux...,unique
MAIN:0x03349F,MAIN,0x03349F,dialogue_19_19,29,"
男孩:我不会让你再前进的",Only the chosen canpass here!,Tu n'iras pas plus loin !,unique
MAIN:0x0334BD,MAIN,0x0334BD,dialogue_19_19,19,"
男孩:是天意啊",I don't believe it!,C'était écrit...,unique
MAIN:0x0334D1,MAIN,0x0334D1,dialogue_19_19,105,"
裁判:未来的冠军,来到这里真不容易不过挑战四大天王的决胜规则就是将四人一一打败如果输了就从第一人从新打起!加油了!","From here on, you  face the Elite Fourone by one! If you win, a door opens  to the next trainerGood luck!",Futur Champion ! Bats les quatre de suite. Toute défaite te renvoie au début. Courage !,unique
MAIN:0x03353B,MAIN,0x03353B,dialogue_19_19,71,"
女孩:现在就开始四大天王的对战!朝最强努力吧!","Here at the Pok@monLeague, you have toface the Elite Fourin succession.","Tu vas affronter
les quatre membres
du Conseil des 4.
Vise la victoire !",unique
MAIN:0x033583,MAIN,0x033583,dialogue_19_19,128,"
加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!","Welcome,I'm Loreleiof the Elite Four! Your Pok@mon will  be at my mercy whenthey're frozen     solid! Hahaha!     Are you ready?","Bienvenue !
Je zuis OLGA,
du Conzeil des 4 !
Ma glaze va figer
toute ton équipe !
Ach ! Z'est parti !",unique
MAIN:0x033604,MAIN,0x033604,dialogue_19_19,89,"
加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",You're better than I thought! Go on   ahead!This was justa taste of Pok@mon League power!,"Tu es fort.
Z'est bien.
J'ai perdu.
Passe dans la salle
suivante !",unique
MAIN:0x03365E,MAIN,0x03365E,dialogue_19_19,133,"
西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!","I am Bruno of the  Elite Four! Throughrigorous training, people and Pok@mon can become strongerAsh! We will grind you with our power!","Mon nom est ALDO,
du Conseil des 4 !
Mes Pokémon et moi,
on adore la muscu !
Sacha, en garde !
À table !",unique
MAIN:0x0336E4,MAIN,0x0336E4,dialogue_19_19,48,"
西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",My job is done! Go face your next     challenge!,"J'ai perdu...
Bien joué !
La suite t'attend.",unique
MAIN:0x033715,MAIN,0x033715,dialogue_19_19,254,"
菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!","I am Agatha of the Elite Four! Oak's  taken a lot of int-erest in you,child!That old duff was  once tough and han-dsome! Now he just wants to fiddle    with his Pok@dex,  He's wrong! Pok@monare for fighting!  Ash! I'll show you how a real trainer fights!","Je suis AGATHA,
du Conseil des 4 !
CHEN mise sur toi.
Ce vieux machin
était fort et beau.
Mais le Pokédex
ne suffit pas :
les Pokémon
servent au combat !
Je vais te montrer
un vrai combat !",unique
MAIN:0x033814,MAIN,0x033814,dialogue_19_19,76,"
菊子:真了不起啊,是你胜了,大木博士真有眼光,我心服口服你就朝下一个房间去吧!","I see what he sees in you now! I have nothing else to sayRun along now,child","Je vois pourquoi
CHEN t'apprécie !
J'ai perdu.
Tu peux passer.",unique
MAIN:0x033861,MAIN,0x033861,dialogue_19_19,146,"
瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!",I heard about you Ilead the Elite FourI am Lance the dra-gon tamer! Dragon'spowers are superiorReady to lose? YourLeague challenge   ends with me!,"Moi, c'est PETER !
Je dirige
le Conseil des 4 !
Les dragons sont
des êtres sacrés.
Durs à capturer,
ils sont presque
invincibles !
Le glas sonne...
Tu vas perdre !",unique
MAIN:0x0338F4,MAIN,0x0338F4,dialogue_19_19,180,"
瓦它诺:虽然难过但你的技术一流!我想说小智从今开始你是宠物精灵联盟的冠军!但你必须再与一人战斗不可!那位训练家就是...小茂!他比你早战胜我们四天王,所以你们要决出真正的冠军,去吧小智!","I can't believe my dragons lost! You  are the League Cha-mpion!...or,you    would have been.   Another trainer    named Gary beat theElite Four before  you! He is the realchampion!","Incroyable !
Tu mérites le titre
de Maître Pokémon !
Enfin...
Pas encore !
RÉGIS a déjà battu
le Conseil des 4.
Bats-le et deviens
le vrai Champion !",unique
MAIN:0x0339A9,MAIN,0x0339A9,dialogue_19_19,158,"
小茂:小智啊?你也来了?既然做为对手的你这么弱也没什么好竞争的!我在收集图鉴的同时也找到一些完美的精灵!告诉你吧,我就是世界最强的精灵训练师!!","Hey Ash! I looked  all over for power-ful Pokemon and    assembled a strong team, now I'm the  League Champion!   I'm the strongest  trainer in the     world!","RÉGIS : Bonjour,
minable. Toi, ici ?
En complétant
mon Pokédex,
j'ai trouvé
l'équipe parfaite !
Je suis le meilleur
Dresseur du monde !",unique
MAIN:0x033A48,MAIN,0x033A48,dialogue_19_19,310,"
大木博士:堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小茂...真是可惜!听说你战胜四天王而飞奔到这里,但看到你到最后输了!你知道为什么会输吗?因为你忘了给予精灵们信任和感情!所以你再怎么努力也不可能站在高峰的!","So,you won! Congra-tulations! You've  grown so much sinceyou first left withPikachu, Ash! I'm  disappointed Gary, I came when I heardyou became League  Champion.But you   already lost, do   you understand why?You've forgotten totreat your Pok@mon with trust and lovewithout them,you'llnever become champ again.","PROF. CHEN : Bravo,
Sacha !
Pikachu et toi
avez bien grandi.
Régis... Dommage !
Je venais saluer
le Champion.
Mais tu as perdu.
Pourquoi ?
Tu leur as refusé
amour et confiance.
Sans ce lien
tu ne seras jamais
Champion !",unique
MAIN:0x033B7F,MAIN,0x033B7F,dialogue_19_19,126,"
大木博士:小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!","Ash, you understandyour victory was   not your own doing!The bond you share with your Pok@mon  is marvelous! Come with me,Ash!","PROF. CHEN :
Sacha ! Ta victoire
vient du lien
qui t'unit
à tes Pokémon.
C'est merveilleux !
Suis-moi !",unique
MAIN:0x033BFE,MAIN,0x033BFE,dialogue_19_19,178,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你","Congratulations AshThis is the Pok@monHall of Fame!  The League Champions   and their Pok@mon  are honored here!  Congratulations,Ashyou and your  Pok@-mon are Hall of    Famers!",PROF. CHEN : Sacha est Champion ! Inscrivons ton nom et tes Pokémon. Rentrons : ta mère t'attend.,unique
MAIN:0x033CB1,MAIN,0x033CB1,dialogue_19_19,62,"
妈妈:听说华蓝市附近有个山洞发生异常,连精灵联盟的四天王加纳都去调查了...","Ash,Lorelei was    looking for you,shewent to Cerulean   cave.",MAMAN : Étrange phénomène près d'Azuria. Olga enquête...,unique
MAIN:0x033CF0,MAIN,0x033CF0,dialogue_19_19,105,"
裁判:真是抱歉,四天王的加纳因为不在所以现在联盟暂停训练家挑战...加纳好像去华蓝市调查异变去了...","00000000000<B3FC><B3FD>:<B1F5><B0C2><B9FA><B9FB>,<B1E1><B1AD><B4F7><B0BC><B2FC><BDAB><B0E9><B0EA><B0CE><B0B8><B0AD><B0DF><B2F5><B0B8><B3CE><B3CF><B0EF><B3DB><B2DE><B2C5><B1BF><B3FB><B0F2>...<B2FC><BDAB><B1B4><B1B5><B0C7><B4CF><B4D0><B4D1><BDF6><BDAA><BCEC><B3D6><B0C7><B0F8>...","ARBITRE :
Désolé.
Olga est absente,
alors la Ligue
suspend les défis.
Elle enquête
à Azuria...",unique
MAIN:0x033D5B,MAIN,0x033D5B,dialogue_19_19,11,"
超梦:......",MewTwo:....,MEWTWO : ...,unique
MAIN:0x033D67,MAIN,0x033D67,dialogue_19_19,247,"
加纳:原来发生异变的原因就是这只超梦引起的.","There you are Ash! It seems TeamRockethas appeared again,they've gone to    Indigo Plateau. Oh!And I have some-   thing for you as   well, here's a passto go to Navel RockYou can get there  by the S.S. Anne.  I'll see you at    Indigo Plateau Ash.","OLGA : Mewtwo
causait tout ça.",unique
MAIN:0x033E5F,MAIN,0x033E5F,dialogue_19_19,74,"
船员:那个是梦幻船票??那么请进!!欢迎再次来乘做铁达尼号!","Hello, May I see   your pass for NavelRock?              ...Thank you sir!",Un Ticket Mystik ? Monte à bord ! Bienvenue à nouveau sur l'Océane !,unique
MAIN:0x033EAA,MAIN,0x033EAA,dialogue_19_19,63,"
凤凰:......",000000000000000000000000000000000000000000000000000Ho-oh: Kwee!,HO-OH : ...,unique
MAIN:0x033EEA,MAIN,0x033EEA,dialogue_19_19,13,"
路基亚:......",Lugia: Roar!!,LUGIA : ...,unique
MAIN:0x033EF8,MAIN,0x033EF8,dialogue_19_19,76,"
船员:怎么样,是场神奇的旅行吧.现在精灵联盟因为四天王的加纳又回来了,所以又开始接受新的冠军挑战了!","Welcome to Navel   Rock! If you'd liketo leave, just     board the S.S.Anne.","Quel voyage !
Olga est revenue :
la Ligue rouvre !",unique
MAIN:0x033F45,MAIN,0x033F45,dialogue_19_19,127,"
加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!","000000000000000000000<B2FC><BDAB>:<B0D2><B0D3><B0FC><B0DB><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B1C2><B0C2><BAE8><B0AF><B1E1><B1AD><B4F7><B2FC><BDAB>!<B2BD><B2B6><B8A4><B3D4><B3EE><B8AC><B0BC><B0D5><B0D6>,<B2CB><B1C2><B1C9><B4AA><B0F8><B2AB><B2CB><B0C5><B0BC><B0A1><B0A2><B0B2><BBF7><B0CE><B2C1>!<B3BC><B3BC><B5EB><BAB8><B0BE>!","OLGA : Bienvenue !
Je zuis OLGA,
du Conzeil des 4 !
Ma glaze va figer
toute ton équipe !
Ach ! Z'est parti !",unique
MAIN:0x033FC5,MAIN,0x033FC5,dialogue_19_19,57,"
加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧","<0A><B2FC><BDAB>:<B0C5><B0DB><B3D5><B0C2><B2AF><B1E6><B2B5><B0C1>?...<B1B4><B0BE>,<B1C2><B3F1><B0F8><B2AB><B3FE><B0F9><B1D1><B0BA><B9EA><BAF1><B3DD><B3DE><B0BE>","OLGA : Tu es fort.
Z'est bien.
J'ai perdu.
Passe à la suite !",unique
MAIN:0x033FFF,MAIN,0x033FFF,dialogue_19_19,127,"
西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!","<0A><B0D6><BBC0>:<B1C2><B0C2><B3BB><B0AF><B1E1><B1AD><B4F7><B0D6><BBC0>!<B0CE><B3A4><B0C2><B0A1><B0A2><B1CB><B2B5><B2BE><B0C3><B0F2><B4B7><BDEC><B2C5><B1C0><B0EC><B3D6><B0BC><B3F7><B2C9>,<B2AB><BAC4><B0EE><B0DC><BDEC><B2C5><B2A1><B1C2><B0BC><B0A1><B0A2><B3B2><B1C9><B0A5>!<B0C5><B0C2><B0B6><B0B7><B0BE>,<B0FC><B7EA><B7EA><B1C2><B2EF><B0BC><B4E4><B8B2><B0E3><B3EC><B0BE>!","ALDO : Je suis ALDO
du Conseil des 4 !
Mes Pokémon et moi,
on adore la muscu !
Sacha, en garde !
À table !",unique
MAIN:0x03407F,MAIN,0x03407F,dialogue_19_19,65,"
西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!","<0A><B0D6><BBC0>:<B0DB><B3D5><B0C2><B2D0><B1E6><B2A3><B1D5>?<B1C2><B7D5><B2AA><B3F1><B0F8>...<B2A9><B2AA><B3F1><B0F8>,<B1C2><B3E6><B1EF><B0DE><B1E7>,<B0C5><B2AB><B3DD><B3DE><B0BE>!","ALDO : Perdu...
Bien joué !
La suite t'attend.",unique
MAIN:0x0340C1,MAIN,0x0340C1,dialogue_19_19,167,"
菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!","<0A><BADE><B1DF>:<B1C2><B0C2><B7B2><B0AF><B1E1><B1AD><B4F7><BADE><B1DF>,<B1F1><B1E7><B1F5><B2D5><B2D6><B0BC><B1BE><B1C3><B1C4><B1C5><B0D0><B2C4><B5F2><B0C5>!<B1BE><B1C3><B1C4><B1C5><B0DF><B3DD><B0C2><B0D0><B2C4><B2C9><B0BC><B1DD><B2B5>!<B2F5><B0B8><B0FD><B0CE><B0A4><B0FC><B0F8>,<B0E4><B2BE><B0C2><B2B4><B0C0><B0C1><B0A1><B0A2><B2F1><B2F2><B0C2><B0CE><B0F1><B0BC>!<B0A1><B0A2><B0C2><B0C3><B1A8><B0FC><B0F2><B4B7><B0BC>!<B2CB><B1C2><B0FC><B7DB><B0C5><B1F5><B2BA><B0BC><B0F2><B4B7><B0BE>!","AGATHA :
Conseil des 4 !
CHEN mise sur toi.
Ce vieux machin
était fort et beau.
Mais le Pokédex
ne suffit pas :
les Pokémon
servent au combat !
Montre-moi
ce que tu vaux !",unique
MAIN:0x034169,MAIN,0x034169,dialogue_19_19,157,"
瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!","<0A><BAF4><B6A6><BBCF>:<B0C5><B0C2><B0B6><B0B7>?<B1C2><B0C2><B6D9><B0AF><B1E1><B1AD><B4F7><BADE><B1DF><BAF4><B6A6><BBCF>,<B0C5><B6B9><B3B3><B2D7><B1A4><B6D9><B0C2><B6DD><BCB3><B6F2><B1E7><B0DC><B0BC><B1C9><B0C1>,<B3F7><B4A7><B2C0><B3A8><B6A3><B6D8><B0BC><B1B4><B1D2><B0C2><B1AD><B0F9><B6A7><B1D1>!<B1D1><BAFD><B0BC><B4AB><B4AC><B0E7><B6D9><B0AF><B0C2><B2B6><B1A8><B0BC>!<B1D9><B1DA><B0BE>,<B1C2><B1F9><B2CB><B0C5><BCBB><B1C7><BBD0><BBC0><B3EF><B8B9><B0BC>!","PETER :
Je dirige
le Conseil des 4 !
Les dragons sont
des êtres sacrés.
Durs à capturer,
ils sont presque
invincibles !
Le glas sonne...
Tu vas perdre !",unique
MAIN:0x034207,MAIN,0x034207,dialogue_19_19,118,"
瓦它诺:虽然难过但你的技术一流!不过要想成为真正的冠军就应该进入冠军的房间打败里面的训练师!!他比你早一步打败我们四天王!",<0A><BAF4><B6A6><BBCF>:<B4A4><B2AA><B4A7><B3D4><B3A8><B0C5><B0BC><B4BF><B1AE><B1D1><B9D7>!<B0CE><B3D4><B0C3><B1D7><B2EA><B0EA><B1F5><B2BA><B0BC><B4A1><B4A2><B2AB><B6B9><B3B3><B3DE><B5BB><B4A1><B4A2><B0BC><B9EA><BAF1><B0CF><B6A2><B0BF><B4A8><B0BC><B2DE><B2C5><B2DF>!!<B1F0><B2B2><B0C5><B2BB><B1D1><B7D4><B0CF><B6A2><B1C2><B2EF><B1E1><B1AD><B4F7>!,"PETER : Bien joué !
Mais pour être
le vrai Champion,
bats le Dresseur
qui nous a vaincus.
Il t'attend
dans la salle
suivante !",unique
MAIN:0x03427E,MAIN,0x03427E,dialogue_19_19,368,"
小智:你们就是新的冠军?啊?难道你们是...","Jesse: Long time nosee brat! Our boss has disbanded Team Rocket because of  you!               James: We plan to  take over Indigo   Plateau and make   sure Team Rocket   takes its place as true Pok@mon mast- ers. We can't allowa dreadful little  twerp such as your-self stand in our  way!               Meowth:Hehe, you   don't stand a      chance against     Meowth!","SACHA : C'est vous, les nouveaux Champions ? Hein ? Vous êtes...",unique
MAIN:0x0343EF,MAIN,0x0343EF,dialogue_19_19,140,,"James: Again! We   lost again to this twerp!             Jesse&James: Looks like Team Rocket's blasting off again!Meowth:Hey,Wait forMeowth!",JAMES : Encore battus ! Va défier le nouveau chef !,non_aligne
MAIN:0x03447C,MAIN,0x03447C,dialogue_19_19,241,"
大木博士:你又堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!","0000000000000000000000000000000000000000000000000000000000000<B1BE><B1C3><B1C4><B1C5>:<B0C5><B5B0><BDF2><BDF2><B2BA><B2BA><B0BC><B3F5><B0F8>!<BBA6><B6EB><B0C5><B0B6><B0B7>,<B1FA><B0C5><B2BF><B1D9><B1DA><B2C1><B0DB><B2B2><B2C2><B2C3><B1D9><B1DA><B0DB><B2F5><B0B8><B0C5><B1F5><B0BC><B3D6><B2C9><B0F8>,<B6B9><B3B3><B1E7><B0C5><B2EB><B1BE><B0F8>!<B0B6><B0B7>,<B0C5><B0EC><B2E4><BBD4><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B0CE><B0C2><B0C5><B1D1><B0BA><B2B5><B0BC><B0E3><B3EC>!<B0C2><B0C5><B2A1><B0A1><B0A2><B3E3><BAF1><BDF5><B7FC><B0BC><B5EA><B7AB>!<B0B6><B0B7><B0C5><B2A2><B1C2><B0FC>!","PROF. CHEN : Bravo,
Sacha !
Avec Pikachu,
tu as tant grandi !
Grâce au lien noué
avec tes Pokémon,
tu as gagné !
Suis-moi !",unique
MAIN:0x03456E,MAIN,0x03456E,dialogue_19_19,117,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你","<0A><B1BE><B1C3><B1C4><B1C5>:<B0B6><B0B7>,<B0C5><B2A5><B3D4><BAB4><BBC8><B0BC><B0F2><B4B7>!<B1CE><B1FE><B6C9><B2EA><B0EA><B3CE><B3CF><B4A1><B4A2>!<B0B8><BDE7><B2F8><B2F9><B0F9><B0B6><B0B7><B0BC><B3B1><B9B1><B2A1><B0A1><B0A2><B0BC><B3B1><B9B1><B0BE>!<B0C9><B1C2><B1D1><B0E8><B2A3><B1BF><B0BE>,<B0C5><B1DB><B1DB><B1D1><B2B1><B3F7><B1D7><B0C5>","PROF. CHEN : Bravo,
Sacha !
Te voilà Champion
de la Ligue !
Notons vos noms.
Puis rentrons :
ta mère t'attend.",unique
MAIN:0x0345E4,MAIN,0x0345E4,dialogue_19_19,113,"
妈妈:我听说你要去彩虹市的南晶科技开发部挑战名叫卡美优的训练师!听说他的精灵至今还没有被人打败过,你千万要小心啊...","<0A><B1DB><B1DB>:<B1C2><B1F1><B1E7><B0C5><B0C3><B0C7><B6CA><B8FD><B4D1><B0BC><B0A7><B0A8><BDE0><B4BF><B1D9><B2F4><B6C1><B3FB><B0F2><B3B1><B1C1><B2C2><B6A8><B8EE><B0BC><B2DE><B2C5><B2DF>!<B1F1><B1E7><B1F0><B0BC><B0A1><B0A2><BDFA><B6C9><B2BD><B2B6><B0AE><B1B6><B2B5><B0CF><B6A2><B3D4>,<B0C5><B8F9><B4B1><B0C3><B0B6><B0DD><B2AC>...","MAMAN : Kameiyu, chez Nanjing Tech à Céladopole, aurait des Pokémon invaincus. Tu vas le défier ? Prudence...",unique
MAIN:0x034656,MAIN,0x034656,raw,74,,"<0A><B2C2><B6A8><B8EE>:<B0B6><B0B7>,<B1C2><B2D7><B1A4><B0C5><B1D1><B2B1><B1F9><B0FC><B0BC>!<B0EE><B1D1><B0F2><B6B9><B3B3><B2B6><B0AE><B3BD><B6DA><BDDD><BDFB><B0BE>!!<B0FC><B0BE>,<BAFA><BAFB><B1B4><B0F8><B0D7>?","KAMEYU : Sacha, je savais que tu viendrais ! Prêt ?",non_aligne
MAIN:0x0346A1,MAIN,0x0346A1,dialogue_19_19,151,"
卡美优:不错,你的实力在这个石英地区已经无人能敌了,但别忘了人外有人天外有天啊,在这个世界上还存在别的大陆...有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!","You're amazing! It seems you've earnedthe respect of the Legendary Pok@mon! If you can find allthe Pok@mon in     Kanto, return and  speak to me again!","KAMEIYU : Bravo ! Tu es sans rival à Kanto. Pourtant, il y a plus fort ailleurs. Hoenn a d'autres Pokémon. Finis ton Pokédex. Reviens.",unique
MAIN:0x034739,MAIN,0x034739,dialogue_19_19,104,"
卡美优:有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!","You are a true Pok@maniac! You have   earned this Pok@-  mon's respect, it  would like to come with you.","KAMEIYU : Hoenn a d'autres Pokémon. Finis ton Pokédex, puis reviens.",unique
