stable_key,dialogue_id,chinese_text,previous_english_v2,revised_english_v2,reference_priority,disposition,source_url,source_revision,reason
MAIN:0x038D9F,D0317,男孩:你有战胜的自信的话就去挑战小刚吧!,BOY: Sure you'll win? Face Brock!,"If you're confident, go challenge Brock!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038DBF,D0318,"裁判:你要不要朝宠物精灵冠军试试啊?我虽不是训练家但我可给你一些意见,你的比卡丘想赢这道场满难的!小刚所使用的地面系精灵是不受电气攻击的影响!","GUIDE: Want to be Champion? I'm no Trainer, but here's a tip: Pikachu will struggle. Brock's Ground Pokémon ignore Electric moves!",Let's get happening! Want to be Champion? Pikachu will struggle here. Electric attacks can't hurt Brock's Ground Pokémon!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038EFE,D0322,"小刚:哈哈,真厉害呢我给你宠物精灵联盟公认的灰色徽章!",BROCK: Impressive! Take the League's official Boulder Badge!,BROCK: I took you for granted. Here's the official Boulder Badge!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03906E,D0328,裁判:真不愧是强手!就是这样一来朝宠物精灵联盟冠军前进!,GUIDE: Strong! Onward to become League Champion!,Just as I thought! You're Pokémon Champ material!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0392A6,D0345,大爷:只告诉你一个好消息...!秘密的鲤鱼王只卖500元!你买不买?,"MAN: Great news! Secret Magikarp, just $500. Buy?",Great deal! A secret Magikarp for just $500! What do you say?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039540,D0364,"研究员:等一下!这化石是我发现的,两个都是我的!",SCIENTIST: Stop! I found both fossils. Mine!,"Hey, stop! I found both fossils. They're mine!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0395AE,D0367,"研究员:好吧,就分你一个好了,我和你各拿一个化石,一个人独吞是不行的哟","SCIENTIST: Fine, one fossil each. Don't hoard both!",We'll each take one! No being greedy!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039660,D0369,火箭队:等一下!化石是我们火箭队的东西!,ROCKET: Wait! That fossil is ours!,Stop! That fossil belongs to Team Rocket!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0396C5,D0371,武藏:既然你诚心诚意的问了,JESSIE: Since you asked sincerely...,JESSIE: Prepare for trouble!,English anime + Chinese fidelity,adapted,https://bulbapedia.bulbagarden.net/wiki/Team_Rocket%27s_Mottos,,Uses the recognizable English-dub motto cadence while retaining the Chinese segment's meaning and bootleg-specific details.
MAIN:0x039770,D0375,"警察:真是可怜!家里糟了小偷,我知道犯人是谁!是火箭队,警察也对他们很头疼呢!",OFFICER: Poor family! Team Rocket robbed them. Even police struggle with them!,This family was robbed by Team Rocket. Even our Police Force struggles with them!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0397E8,D0376,裁判:未来的冠军给你一些建议吧!这里的馆长阿霞是使用水系的精灵!如果用植物系的怪物来吸取水份或用电系来使之麻痹也行,GUIDE: Future Champ! Misty uses Water Pokémon. Grass drains water; Electric paralyzes them!,Future Champ! Misty is a Water Pokémon pro. Use Grass to drain them or Electric moves to stun them!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039875,D0378,游泳男:阿霞会成为一位很强的训练家!才不会输给你呢!,SWIMMER: Misty will be a strong Trainer. You can't beat her!,Misty will keep improving! She won't lose to someone like you!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03989A,D0379,游泳女:对付你我就够了!用不着阿霞亲自动手!,SWIMMER: I can beat you; Misty needn't fight!,I'm more than good enough for you! Misty can wait!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039A24,D0384,"小茂:嗨嗨,我到马沙家他给我看了许多珍贵的宠物精灵耶!托他的福,我的精灵图鉴又增加了好几页呢,总之马沙是一位有名的宠物精灵收集家!电脑通信的精灵保管系统也是他做的,如果你也有使用真应该去向他道谢呢","GARY: Bill showed rare Pokémon at home, adding several Pokédex pages. He's a famed collector; made PC storage. Use it? Thank him!","GARY: Bill showed me rare Pokémon and added several pages to my Pokédex. He's a famous collector who built PC Storage. If you use it, thank him!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x039AC6,D0385,"捉虫少年:如果你能连续打败五人,将可得到丰富的奖品你能胜利吗?",BUG CATCHER: Beat five straight for a rich prize. Can you?,Nugget Bridge! Beat five Trainers for a fabulous prize! Got what it takes?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B19,D0387,迷你裙:第二人正是我!现在才是真正的战斗!,LASS: Second! Now the real fight!,I'm second! Now it's serious!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B59,D0390,侦察员:我就是最后的第五人了!来吧!!,SCOUT: Fifth and last! Come on!,I'm fifth and last! Come on!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B6A,D0391,"火箭队:太精彩了,按照约定这个礼物给你吧",ROCKET: Great! Here's the promised gift.,Congratulations! Here's your promised prize!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039C17,D0397,"男孩:我不会培育宠物精灵,觉的它怪可怜的正想放生这只小火龙...如果你能好好照顾他的话,我就把它送给你如何?","BOY: I can't raise poor Charmander, so I'll free him. Care for him well, and he's yours. Deal?","I'm bad at raising Pokémon. I should release poor Charmander. Promise to care for it, and it's yours.",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039C62,D0398,是吗?那我只好放生了...,Then I must release him...,Oh... I'd better release it then.,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039E91,D0419,"马沙:大家好,我是马沙!大家都叫我精灵迷!你那是什么眼神?不相信的样子...我是实验失败才和精灵粘在一起的你能救我吗?我要进入传送机里,分离程序就拜托你了!对,就是那部电脑!","BILL: Hi, all! I'm Bill, the Pokémaniac! Doubt me? A failed test fused me with a Pokémon. Help! I'll enter the Teleporter. Run separation on that PC!","BILL: Hiya! I'm Bill, a true Pokémaniac! A failed experiment fused me with a Pokémon. Help me out! When I'm in the Teleporter, run the Cell Separation System on my PC!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039F3F,D0421,"马沙:谢谢你,你是来看我的收集品的是吗?对了这是给你的谢礼",BILL: Thanks! Here for my collection? Take this reward.,BILL: Thanks! Did you come to see my collection? Take this reward!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x039F7C,D0422,得到船票,Got S.S. Ticket!,Received an S.S. Ticket!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039F8C,D0423,"马沙:现在枯叶市枯叶港来了一搜铁达尼号听说也来了许多训练家呢,我有一张船票但我不喜欢派对,你去玩玩吧",BILL: Titanic is at Vermilion Harbor. Heard many Trainers came. I have a ticket but hate parties. Go have fun!,"BILL: The Titanic has docked at Vermilion Harbor, and many Trainers are aboard. I have a ticket, but I don't like parties. Why don't you go?",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A1C4,D0441,"船员:欢迎来到铁达尼号!请等一等,客人你的票呢?","SAILOR: Welcome to Titanic! Wait, guest. Your ticket?","Welcome to the Titanic! Excuse me, do you have a ticket?",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A1E6,D0442,"船员:谢谢,欢迎你上船!",SAILOR: Thanks. Welcome aboard!,Great! Welcome aboard!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A4B8,D0468,"小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!",GARY: I found the Cut master aboard: a seasick old man! Go see. Bye!,GARY: The Cut master aboard is just a seasick old man! Go see him. Smell ya!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A538,D0472,水手:就算你的精灵有多强都不可能是你这种小孩该来的!,SAILOR: Even strong Pokémon can't make a kid belong here!,"This is no place for a kid, no matter how strong your Pokémon are!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A555,D0473,女警君莎:抓到最近老是恶作剧的杰尼龟,JENNY: I caught the Squirtle making trouble lately.,JENNY: I caught a Squirtle that kept causing mischief.,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A8A5,D0489,"拜托了,要好好照顾它哦!",Please care for it!,JENNY: Please treat Squirtle right!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A9D1,D0502,"小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!","GARY: I heard the Cut master was aboard. I checked, and he's an old man who gets seasick! Go see for yourself. Later!",GARY: The Cut master aboard is just a seasick old man! Go see him. Smell ya!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B188,D0563,"我终于明白了好好照顾宠物精灵,妙蛙种子很有精神,其实精灵也在找训练师,你能不能帮我照顾这只妙蛙种子呢?",Now I know how to care for Pokémon. Bulbasaur thrives; Pokémon seek Trainers too. Will you care for him?,I learned to care for Pokémon. Bulbasaur is thriving and seeks a Trainer. Will you care for it?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B1FF,D0565,那拜托你了!,Then I'm counting on you!,Please take good care of Bulbasaur!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B44A,D0588,女孩:对已死去的皮皮一直无法忘怀...糟糕又哭了...,GIRL: Can't forget my dead Clefairy... Crying again...,"I can't forget my dead Clefairy... Oh no, I'm crying again...",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03B4B9,D0590,"小茂:小智?你怎么也到这里来了,你的精灵死了吗?混蛋不是还活着吗!!小心我把你打的不能站起来!","GARY: Ash? Why here too? Your Pokémon died? Jerk, they're alive! I'll beat you till you drop!",GARY: Ash? Why are you here? Your Pokémon aren't dead! I can at least knock them flat! Let's go!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03B7C8,D0612,"裁判:哈哈哈,这个道馆好啊,都是女生!","REFEREE: Ha! Great Gym, all girls!",Heheh! This Gym is great! It's full of women!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B835,D0615,女生:喂!这里是只有女孩才能进入的!,GIRL: Hey! Girls only!,Hey! Only girls are allowed in here!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B9F1,D0629,"佳丽亚:真是强啊!这个彩虹徽章就奉送给您吧,有了这个徽章就能使用怪力术了!",ERIKA: Strong! This Rainbow Badge lets you use Strength! Take it!,ERIKA: You're very strong! Please take the Rainbow Badge. It lets you use Strength!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03BAF9,D0633,啊?在海报的后面有秘密按钮!按按看吧!,Huh? Secret button behind the poster! Push it!,Hey! A switch behind the poster!? Let's push it!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BB57,D0636,火箭队:悄悄潜入火箭队的是什么家伙?,ROCKET: Who dares infiltrate us?,Who are you? How did you get here?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BBFA,D0642,火箭队:发现侵入者!,ROCKET: Intruder!,Intruder alert!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03BC0A,D0643,火箭队:在找精灵眼镜吗?我不知道,ROCKET: Silph Scope? No idea.,Silph Scope? I don't know where it is!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BE5E,D0661,火箭队:好大的胆子还敢到这里来捣乱!!,JAMES: How dare you cause trouble here!,JAMES: How dare you come here and cause trouble again!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C28D,D0688,火箭队:这个吉野老头真难缠!不打败我们是救不了吉野老头的!,JESSIE: Beat us to save pesky old Mr. Fuji!,JESSIE: Pesky Mr. Fuji! Beat us to save him!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C370,D0690,"吉野:你是来救我的吗?谢谢你...我是来告诫可拉可拉的母亲嘎拉嘎拉之灵而来的,看样子嘎拉嘎拉到天国去了!真要感谢你们特地来这!那现在跟我一起回家","MR. FUJI: Saving me? Thanks. I came to warn Marowak's spirit, Cubone's mom. She's in heaven! Thanks, you two. Let's go home.","MR. FUJI: Did you come to rescue me? Thank you... I came to calm the spirit of Marowak, Cubone's mother. It seems she has gone to heaven. Thank you for coming all this way. Now, come home with me.",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03C464,D0692,"吉野:吹起宠物精灵笛就算是熟睡的精灵也会跳起,遇到睡着的精灵使用看看吧!",MR. FUJI: Poké Flute wakes even sound sleepers. Try it on one!,MR. FUJI: The Poké Flute wakes even sleeping Pokémon. Use it when you meet one!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C493,D0693,守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...,GUARD: Thirsty... Fresh Water for me? Thanks! I'll let you pass this once.,I'm parched! Fresh Water for me? Thanks! I'll let you pass.,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C765,D0716,小茂:等你很久了小智!!我就知道在这等你会出现的!好像被火箭队为难了!反正与我无关!!让我看看你底有没有变强!,"GARY: Knew you'd come, so I waited, Ash! Looks like Team Rocket troubled you. Don't care! Are you stronger now?","GARY: Hahaha! I knew you'd come, Ash! Team Rocket gave you trouble? I don't care! Show me how much stronger you've gotten!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C7DF,D0717,小茂:开玩笑...那小智我先走了...我还要去精灵联盟挑战最强的四天王啊!!小智你也要加油喔!再见了!!,"GARY: Kidding... I'm off to challenge the League's Elite Four! Do your best, Ash! Bye!","GARY: Just kidding... I'm off to face the Elite Four! Keep it up, Ash! Smell ya!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C8E5,D0724,火箭队:等等!老大在谈重要的事不能让你去打扰!,JAMES: Wait! Boss is in an important talk. Don't disturb him!,JAMES: Wait! Boss is discussing business. Don't disturb him!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C992,D0726,老大:哦?小智啊?又见面了...我现在在和新力的社员谈工作的事情.大人的世界小孩千万别插嘴!不然会很难看的!,"GIOVANNI: Ash? Again... I'm doing business with Silph staff. Stay out, kid, or it'll get ugly!","GIOVANNI: Ah, Ash! Again! I'm talking business with Silph staff. Stay out of grown-up matters, or face pain!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03CA26,D0727,老大:混蛋!没办法只好暂时放弃新力!我们火箭队是不灭的!所有的怪兽是为我们火箭队而存在的!小智你千万不要忘了!我先走了!!,"GIOVANNI: Darn! I quit Silph for now. Team Rocket never dies! All Pokémon exist for us! Remember, Ash! I'm off!","GIOVANNI: Blast it! I quit Silph for now. Team Rocket won't fall! All Pokémon exist for us! Remember, Ash! I'm off!",Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03D292,D0795,裁判:浅红道馆是栋有机关的房子.用眼睛是看不到墙的,REF: Fuchsia Gym uses invisible wall tricks.,Fuchsia Gym has invisible walls! Watch for gaps!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03D49D,D0810,"服务员:欢迎来到狩猎场!在这广大的狩猎广场有很多特有的宠物精灵,一次500元!要进去吗?","ATTENDANT: Welcome! Safari Zone is vast, with unique Pokémon. One visit: $500. Enter?",Welcome to the Safari Zone! Catch its unique Pokémon for $500. Join the hunt?,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03D4FB,D0812,那么请进收您500元!祝您好运!!,Enter! Pay $500. Good luck!,That'll be $500. Good luck!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03D50C,D0813,"男孩:这里是最深处平时都没有人会来,我就送件礼物给你吧!","BOY: Deepest area, usually empty. A gift!",You reached the deepest area! You win a prize!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03D543,D0815,"男孩:特技03是冲浪术,你可以坐在宠物精灵身上通过水面!而且这个技能机器是用后也不会消失的!能拿到这么好的奖品你还真是幸运!",BOY: HM03 is Surf! Ride Pokémon over water. It's reusable. Lucky you!,HM03 is Surf! Ride Pokémon across water. This HM is reusable. Lucky you!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03D624,D0820,"园长:秘传04是怪力术,能推开挡路的大石头!!",WARDEN: HM04 is Strength. It moves blocking boulders!,HM04 is Strength! It moves boulders blocking the way!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03D910,D0852,二当家:看大当家怎么对付你!!,DEPUTY: Our master will handle you!,Wait until our Master deals with you!,Official English Red/Blue/Yellow + Chinese fidelity,adapted,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
