stable_key,record_type,dialogue_id,category,layout,speaker,source_offset_or_pointer,chinese_text,english_2015,french_v2_gloss,english_v2,official_reference_class,reference_disposition,reference_url,reference_revision,changed_during_official_reference_pass,english_before_reference_pass,reference_reason,compression,compression_justification,fidelity_comment,alignment_confidence,source_resolution,ai_review_status,human_review_status,human_reviewer,human_review_notes
MAIN:0x03149E,MAIN,,Ordinary text,,,0x03149E,龙之怒,<B415><B417><B419>,Draco-Rage,DrgnRage,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-rage label directly matches Dragon Rage. The executable eight-character battle cell displays DrgnRage for the full move name Dragon Rage.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314A5,MAIN,,Ordinary text,,,0x0314A5,龙之息吹,<B41B><B41D><B41F>,Dracosouffle,DrgnBrth,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-breath label directly matches Dragon Breath. The executable eight-character battle cell displays DrgnBrth for the full move name Dragon Breath.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314AC,MAIN,,Ordinary text,,,0x0314AC,龙之爪,<B421><B423><B425>,Draco-Griffe,DrgnClaw,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-claw label directly matches Dragon Claw. The executable eight-character battle cell displays DrgnClaw for the full move name Dragon Claw.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314B3,MAIN,,Ordinary text,,,0x0314B3,激鳞,<B427><B429><B42B>,Draco-Choc,Outrage,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese enraged-scales term and Dragon-move context identify Outrage.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314BA,MAIN,,Ordinary text,,,0x0314BA,龙之舞,<B42D><B42F><B431>,Danse Draco,DrgnDnce,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese dragon-dance label directly matches Dragon Dance. The executable eight-character battle cell displays DrgnDnce for the full move name Dragon Dance.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314C1,MAIN,,Ordinary text,,,0x0314C1,打落,<B7EF><B7F1><B7F3>,Sabotage,KnockOff,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese knock-down or knock-away label and Dark-move sequence identify KnockOff. The eight-character battle label uses KnockOff so adjacent moves remain visually separated.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314CB,MAIN,,Ordinary text,,,0x0314CB,追击,<B433><B435><B437>,Feinte,Pursuit,Not identified as a Gen I scene,n/a,,,No,,,no,,Corrects the shifted witness: the Chinese explicitly names pursuit or chasing.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314D2,MAIN,,Ordinary text,,,0x0314D2,齿突,Bite,Morsure,Bite,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese tooth-thrust label and Dark-move context identify Bite.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314D7,MAIN,,Ordinary text,,,0x0314D7,咬碎,Crunch,Mâchouille,Crunch,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese crushing-bite label directly matches Crunch.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314DE,MAIN,,Ordinary text,,,0x0314DE,钢之爪,<B439><B43B><B43D>,Griffe Acier,MetlClaw,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese steel-claw label directly identifies Metal Claw. The executable eight-character battle cell displays MetlClaw for the full move name Metal Claw.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314E5,MAIN,,Ordinary text,,,0x0314E5,钢之翼,<B43F><B441><B443>,Aile d'Acier,StelWing,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese steel-wing label directly matches Steel Wing. The executable eight-character battle cell displays StelWing for the full move name Steel Wing.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314EC,MAIN,,Ordinary text,,,0x0314EC,钢之尾,<B7F5><B7F7>,Queue de Fer,IronTail,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese steel-tail concept and Steel-move slot identify the official move IronTail, not a different mechanic. The eight-character battle label uses IronTail so adjacent moves remain visually separated.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314F1,MAIN,,Ordinary text,,,0x0314F1,钢之尾,Tail,Queu,Iron,Not identified as a Gen I scene,n/a,,,No,,,yes,Fixed four-byte move-name cell; Iron preserves the move's defining material and avoids ambiguity with Tail Whip.,"The reviewed move is Iron Tail; the fixed four-byte move-name cell retains Iron, which distinguishes it from Tail Whip.",medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0314F6,MAIN,,Ordinary text,,,0x0314F6,慧星拳,<B445><B447><B449>,Poing Météore,MetrMash,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The apparent Chinese character typo still denotes a meteor punch; its Steel-move position resolves it as Meteor Mash. The executable eight-character battle cell displays MetrMash for the full move name Meteor Mash.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0314FD,MAIN,,Ordinary text,,,0x0314FD,铁壁,<B44B><B44D><B44F><B451>,Mur de Fer,IronDef,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese iron-wall label directly identifies Iron Defense. The executable eight-character battle cell displays IronDef for the full move name Iron Defense.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031506,MAIN,,Ordinary text,,,0x031506,跳跃,Splash,Trempette,Splash,Not identified as a Gen I scene,n/a,,,No,,,no,,The generic leap label is mechanically resolved as Splash by this move-table slot and both aligned witnesses; Bounce already occupies its own earlier slot.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03150D,MAIN,,Ordinary text,,,0x03150D,音速波,<B453><B455><B457>,Tour Rapide,SonicBom,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the shifted French witness: the Chinese sonic-wave label identifies Sonic Boom. The executable eight-character battle cell displays SonicBom for the full move name Sonic Boom.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031514,MAIN,,Ordinary text,,,0x031514,撞击,Tackle,Charge,Tackle,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese collision or body-check label directly matches Tackle.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03151B,MAIN,,Ordinary text,,,0x03151B,刀背打,Scratch,Griffe,FlsSwipe,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,Corrects the old Scratch mismatch: the Chinese blunt-edge strike is the established label for False Swipe. The executable eight-character battle cell displays FlsSwipe for the full move name False Swipe.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031523,MAIN,,Ordinary text,,,0x031523,抓,Pound,Écras'Face,Scratch,Not identified as a Gen I scene,n/a,,,No,,,no,,"The Chinese clawing or scratching label identifies Scratch, not the shifted old Pound entry.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031529,MAIN,,Ordinary text,,,0x031529,电光石火,<B459><B45B><B45D>,Vive-Attaque,QuickAtk,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese lightning-fast action idiom directly identifies Quick Attack. The executable eight-character battle cell displays QuickAtk for the full move name Quick Attack.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031530,MAIN,,Ordinary text,,,0x031530,招财猫,Pay Day,Jackpot,Pay Day,Not identified as a Gen I scene,n/a,,,No,,,no,,The beckoning lucky-cat label and executable slot concord with Pay Day.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031538,MAIN,,Ordinary text,,,0x031538,鼾声,Fake Out,Bluff,Snore,Not identified as a Gen I scene,n/a,,,No,,,no,,"Corrects the old Fake Out mismatch: the Chinese explicitly means the sound of snoring, identifying Snore.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031541,MAIN,,Ordinary text,,,0x031541,居合斩,Cut,Coupe,Cut,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese iai-cut technique and executable move slot identify Cut.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031545,MAIN,,Ordinary text,,,0x031545,流星,Swift,Météores,Swift,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese meteor label is the established source name for Swift in this slot.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03154B,MAIN,,Ordinary text,,,0x03154B,角突,Stomp,Écrasement,HornAtk,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the old Stomp mismatch: the Chinese explicitly describes a horn thrust, identifying Horn Attack. The executable eight-character battle cell displays HornAtk for the full move name Horn Attack.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031551,MAIN,,Ordinary text,,,0x031551,崩击之爪,<B501><B503><B505>,Éclate Griffe,CrshClaw,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese crushing-claw label directly identifies Crush Claw. The executable eight-character battle cell displays CrshClaw for the full move name Crush Claw.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031558,MAIN,,Ordinary text,,,0x031558,秘密力量,<B507><B509><B50B>,Puissance Cachée,SecrtPwr,Not identified as a Gen I scene,n/a,,,No,,,yes,The executable battle grid provides nine-character move cells; Secret Power is displayed as SecrtPwr.,The Chinese secret-power label identifies Secret Power; the French witness names a different move and is not followed. The executable nine-character battle cell displays SecrtPwr for the full move name Secret Power.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03155F,MAIN,,Ordinary text,,,0x03155F,必杀门牙,<B50D><B50F><B511>,Croc de Mort,HyprFang,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese finishing-fang term is the established source label for Hyper Fang. The executable eight-character battle cell displays HyprFang for the full move name Hyper Fang.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031566,MAIN,,Ordinary text,,,0x031566,三角攻击,<B513><B515><B517>,Coupe-Vent,Tri Atk,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the shifted French witness: the Chinese explicitly names a triangular attack, Tri Attack. The executable eight-character battle cell displays Tri Atk for the full move name Tri Attack.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03156D,MAIN,,Ordinary text,,,0x03156D,舍身一击,<B519><B51B><B51D>,Damoclès,Dbl-Edge,Not identified as a Gen I scene,n/a,,,No,,,yes,The executable battle grid provides nine-character move cells; Double-Edge is displayed as Dbl-Edge.,The Chinese self-sacrificing strike label directly identifies Double-Edge. The executable nine-character battle cell displays Dbl-Edge for the full move name Double-Edge.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031574,MAIN,,Ordinary text,,,0x031574,破坏光线,<B51F><B521><B523>,Ultralaser,HyprBeam,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese destructive-beam label directly identifies Hyper Beam. The executable eight-character battle cell displays HyprBeam for the full move name Hyper Beam.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03157B,MAIN,,Ordinary text,,,0x03157B,自爆,<B525><B527><B529><B52B>,Destruction,SelfDstr,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese self-detonation label identifies Self-Destruct specifically, not the separate move Explosion. The executable eight-character battle cell displays SelfDstr for the full move name Self-Destruct.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031584,MAIN,,Ordinary text,,,0x031584,大爆炸,Explode,Explosion,Explosn,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"The Chinese large-explosion label identifies Explosn, distinct from the preceding Self-Destruct entry. The eight-character battle label uses Explosn so adjacent moves remain visually separated.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03158C,MAIN,,Ordinary text,,,0x03158C,尖角钻,<B52D><B52F><B531><B533>,Guillotine,HornDril,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the swapped witness: the Chinese explicitly names a pointed-horn drill, which is Horn Drill rather than Guillotine. The executable eight-character battle cell displays HornDril for the full move name Horn Drill.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031595,MAIN,,Ordinary text,,,0x031595,剪刀断头,<B535><B537><B539>,Empal'Korne,Guillotn,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,"Corrects the reciprocal witness swap: the Chinese scissor-decapitation label identifies Guillotne, not Horn Drill. The executable eight-character battle cell displays Guillotn for the full move name Guillotne.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03159C,MAIN,,Ordinary text,,,0x03159C,歌唱,Sing,Berceuse,Sing,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese label directly means singing and identifies Sing.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315A1,MAIN,,Ordinary text,,,0x0315A1,恶魔之吻,<B7F9><B7FB>,Grobisou,LovlyKis,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The reviewed demon-kiss label and executable move slot identify Lovely Kiss; the unreadable old graphics are not retained. The executable eight-character battle cell displays LovlyKis for the full move name Lovely Kiss.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315A6,MAIN,,Ordinary text,,,0x0315A6,恶魔之吻,Kiss,Bise,Kiss,Not identified as a Gen I scene,n/a,,,No,,,yes,Fixed four-byte move-name cell; Kiss preserves the move's defining action.,The reviewed demon-kiss move is Lovely Kiss; the fixed four-byte move-name cell retains Kiss.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0315AB,MAIN,,Ordinary text,,,0x0315AB,超音波,<B53B><B53D><B53F>,Ultrason,Supersnc,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese supersonic-wave label directly identifies Supersonic. The executable eight-character battle cell displays Supersnc for the full move name Supersonic.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315B2,MAIN,,Ordinary text,,,0x0315B2,剑舞,<B541><B543><B545>,Danse-Lames,SwrdDnce,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese sword-dance label directly identifies Swords Dance. The executable eight-character battle cell displays SwrdDnce for the full move name Swords Dance.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315B9,MAIN,,Ordinary text,,,0x0315B9,叫声,Growl,Rugissement,Growl,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese cry or growl label identifies Growl.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315BF,MAIN,,Ordinary text,,,0x0315BF,撒娇,Bulk-up,Gonflette,Charm,Not identified as a Gen I scene,n/a,,,No,,,no,,"Corrects the old Bulk Up mismatch: the Chinese explicitly means acting cute or charming, identifying Charm.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315C7,MAIN,,Ordinary text,,,0x0315C7,变圆,<B547><B549><B54B><B54D>,Boul'Armure,DefCurl,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese curl-into-a-ball label and move slot identify Defense Curl. The executable eight-character battle cell displays DefCurl for the full move name Defense Curl.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315D0,MAIN,,Ordinary text,,,0x0315D0,变硬,Harden,Armure,Harden,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese hardening label directly identifies Harden.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315D7,MAIN,,Ordinary text,,,0x0315D7,摇尾巴,<B7FD><B7FF>,Mimi-Queue,TailWhip,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese tail-wagging label identifies TailWhip in this move-table slot. The eight-character battle label uses TailWhip so adjacent moves remain visually separated.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315DC,MAIN,,Ordinary text,,,0x0315DC,摇尾巴,Whip,Fou.,Whip,Not identified as a Gen I scene,n/a,,,No,,,yes,Fixed four-byte move-name cell; Whip is the available identifying element of Tail Whip.,The adjudicated tail-wagging move is Tail Whip; the fixed four-byte move-name cell retains Whip.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0315E1,MAIN,,Ordinary text,,,0x0315E1,挠痒,Charm,Charme,Tickle,Not identified as a Gen I scene,n/a,,,No,,,no,,"Corrects the old Charm mismatch: the Chinese explicitly means tickling, identifying Tickle.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315E7,MAIN,,Ordinary text,,,0x0315E7,烟幕,<B54F><B551><B553>,Brouillard,SmokScrn,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese smoke-screen label directly identifies Smokescreen. The executable eight-character battle cell displays SmokScrn for the full move name Smokescreen.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315F4,MAIN,,Ordinary text,,,0x0315F4,影分身,<B555><B557><B559>,Reflet,DblTeam,Not identified as a Gen I scene,n/a,,,No,,,yes,The executable battle grid provides nine-character move cells; Double Team is displayed as DblTeam.,The Chinese shadow-clone label identifies Double Team. The executable nine-character battle cell displays DblTeam for the full move name Double Team.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0315FB,MAIN,,Ordinary text,,,0x0315FB,自我再生,Recover,Soin,Recover,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese self-regeneration label directly identifies Recover.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03160A,MAIN,,Ordinary text,,,0x03160A,吼叫,Roar,Hurlement,Roar,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese roaring label directly identifies Roar.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03160F,MAIN,,Ordinary text,,,0x03160F,吹飞,<B701><B703><B705>,Cyclone,Whirlwnd,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese blow-away label and move slot identify Whirlwnd. The eight-character battle label uses Whirlwnd so adjacent moves remain visually separated.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031624,MAIN,,Ordinary text,,,0x031624,变身,Counter,Riposte,Transfm,Not identified as a Gen I scene,n/a,,,No,,,yes,Fixed seven-byte move-name cell; Transfm is a recognizable abbreviation of Transform.,"Corrects the recovered move-table slot to Transform; Counter came from the false physical alignment, and Transfm is the fixed-cell abbreviation.",medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x03162C,MAIN,,Ordinary text,,,0x03162C,诅咒,Strength,Force,Curse,Not identified as a Gen I scene,n/a,,,No,,,no,,Corrects the recovered move-table slot to Curse; the old Strength meaning belonged to a false alignment.,medium,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x03163B,MAIN,,Ordinary text,,,0x03163B,毒粉,<B55B><B55D><B55F>,Poudre Toxik,PsnPowdr,Not identified as a Gen I scene,n/a,,,No,,,yes,The two-column battle grid needs an empty separator cell; this compact label is capped at eight glyphs.,The Chinese poison-powder label directly identifies Poison Powder. The executable eight-character battle cell displays PsnPowdr for the full move name Poison Powder.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0316E9,MAIN,,Ordinary text,,,0x0316E9,无,None,Rien,None,Not identified as a Gen I scene,n/a,,,No,,,no,,"The direct compact payload is the no-item sentinel, confirming the concise menu value None despite the former low-confidence overlap.",low,reviewed_source_adjudication,ai_source_reviewed,To review,,
MAIN:0x0316EE,MAIN,,Ordinary text,,,0x0316EE,超级球,Grt Ball,SprBall ,Great B,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese ball name and its item-table position identify the Great Ball; legacy abbreviation and padding are omitted. Full-text review: Abbreviates Great Ball for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0316F7,MAIN,,Ordinary text,,,0x0316F7,超力球,UltaBall,HyprBall,Ultra B,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.","The Chinese ultra-power ball label and neighboring Ball entries identify the Ultra Ball, correcting the old typo. Full-text review: Abbreviates Ultra Ball for the seven-cell Bag-list field.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031700,MAIN,,Ordinary text,,,0x031700,大师球,MstrBall,MastrBal,MasterB,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese master-ball label directly identifies the Master Ball. Full-text review: Abbreviates Master Ball for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031709,MAIN,,Ordinary text,,,0x031709,伤药,Potion,Potion,Potion,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese medicine label and executable healing-item slot identify Potion.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031710,MAIN,,Ordinary text,,,0x031710,好伤药,S.Potion,Sup.Pot.,Sup.Pot,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese better-potion label and 50-HP item slot identify Super Potion. Full-text review: Abbreviates Super Potion for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031719,MAIN,,Ordinary text,,,0x031719,超级伤药,H.Potion,Hyp.Pot.,Hyp.Pot,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese super-potion label and 200-HP item slot identify Hyper Potion. Full-text review: Abbreviates Hyper Potion for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031722,MAIN,,Ordinary text,,,0x031722,最大伤药,M.Potion,Max.Pot.,Max.Pot,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese maximum-potion label and full-HP item slot identify Max Potion. Full-text review: Abbreviates Max Potion for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031737,MAIN,,Ordinary text,,,0x031737,解麻药,P.Heal,AntiPa,PARHeal,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese paralysis-curing medicine label directly matches Paralyze Heal. Full-text review: Uses the Gen I PAR abbreviation in the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03173E,MAIN,,Ordinary text,,,0x03173E,睡醒药,S.Heal,0Réveil,Awaken.,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese wake-up medicine label and status-healing slot identify Awakening; no legacy padding is semantic. Full-text review: Abbreviates Awakening for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031746,MAIN,,Ordinary text,,,0x031746,冰冻药,Ice Heal,Antigel ,IceHeal,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese freezing medicine label directly identifies Ice Heal; the witness's trailing space is storage padding. Full-text review: Compacts Ice Heal for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03174F,MAIN,,Ordinary text,,,0x03174F,烧伤药,BurnHeal,AntiBrul,BurnHl.,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese burn medicine label directly identifies Burn Heal. Full-text review: Abbreviates Burn Heal for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031758,MAIN,,Ordinary text,,,0x031758,万能恢复,FullHeal,Tot.Soin,FullHl.,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese all-purpose recovery label and all-status healing slot identify Full Heal. Full-text review: Abbreviates Full Heal for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031761,MAIN,,Ordinary text,,,0x031761,精神药,Revive,Rappel,Revive,Not identified as a Gen I scene,n/a,,,No,,,no,,The Chinese spirit-restoring medicine label and fainted-Pokémon recovery slot identify Revive.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031769,MAIN,,Ordinary text,,,0x031769,PP提升,Ether,Huile,Ether,Not identified as a Gen I scene,n/a,,,No,,,no,,"Although the short Chinese name says PP increase, the executable slot and Chinese description specify restoring 10 PP to one move, identifying Ether rather than PP Up.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03176F,MAIN,,Ordinary text,,,0x03176F,PP最大,MaxEther,Huile Max,MaxEth.,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.","The Chinese maximum-PP label is resolved by its executable slot and full-PP description as Max Ether, not a different PP item. Full-text review: Abbreviates Max Ether for the seven-cell Bag-list field.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x031779,MAIN,,Ordinary text,,,0x031779,神奇糖果,RareCndy,BonbRare,RareCdy,Not identified as a Gen I scene,n/a,,,No,,,yes,"The Bag list reserves eight cells for the item name and writes the two-digit quantity immediately after them; this unambiguous label uses at most seven cells, leaving a visible separator.",The Chinese magical-candy label and level-up item slot identify Rare Candy. Full-text review: Abbreviates Rare Candy for the seven-cell Bag-list field.,high,pointer_table,ai_source_reviewed,To review,,
