surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x032EC4,pokedex,是一种新的生命可以改变天气,This new life can alter the weather.,This new life-form can alter the weather.,corrected,pokedex_prose,Replaces the vague noun phrase 'new life'.,47,pokedex_13x4
catalogue,MAIN:0x032EF7,pokedex,科学家经过遗传因子研究出的生物,Made by scientists through gene research.,Made by scientists through gene research.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,pokedex_13x4
catalogue,MAIN:0x032F2A,pokedex,三大法皇之一雷电霸王,"One of three great rulers, it commands thunder.","One of three great rulers, it commands thunder.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",47,pokedex_13x4
catalogue,MAIN:0x032F5E,pokedex,身体有七彩颜色它的传说源远流长,Its rainbow body is an ancient legend.,Its rainbow body is the subject of ancient lore.,corrected,pokedex_prose,Uses natural modifier and legend syntax.,52,pokedex_13x4
catalogue,MAIN:0x032F9B,pokedex,生活在海底的神兽精灵,A divine Pokémon that lives on the seabed.,A divine Pokémon that lives on the seabed.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",46,pokedex_13x4
catalogue,MAIN:0x032FD0,pokedex,宝石大陆的谜之生物大地之王,"A mysterious Hoenn being, king of the land.",A mysterious Hoenn Pokémon rules the land.,corrected,pokedex_prose,Turns the source title into a complete natural Pokédex sentence.,44,pokedex_13x4
catalogue,MAIN:0x033060,fixed_or_dynamic,居合斩,Cut,Cut,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",3,
catalogue,MAIN:0x033064,fixed_or_dynamic,飞天术,Fly,Fly,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",3,
catalogue,MAIN:0x03306D,fixed_or_dynamic,怪力术,Strength,Strength,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03307C,fixed_or_dynamic,绝传01,HM01,HM01,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x033081,fixed_or_dynamic,绝传02,HM02,HM02,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x033086,fixed_or_dynamic,绝传03,HM03,HM03,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x03308B,fixed_or_dynamic,绝传04,HM04,HM04,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x033090,fixed_or_dynamic,绝传05,HM05,HM05,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x033095,fixed_or_dynamic,真新镇,Pallet Town,Pallet Town,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",11,
catalogue,MAIN:0x0330A0,fixed_or_dynamic,常青市,Viridian City,Viridian City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,
catalogue,MAIN:0x0330AB,fixed_or_dynamic,地鼠山洞,Diglett's Cave,Diglett's Cave,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,
catalogue,MAIN:0x0330B6,fixed_or_dynamic,尼比市,Pewter City,Pewter City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",11,
catalogue,MAIN:0x0330C1,fixed_or_dynamic,月见山洞,Mt. Moon,Mt. Moon,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0330CC,fixed_or_dynamic,华蓝市,Cerulean City,Cerulean City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,
catalogue,MAIN:0x0330D7,fixed_or_dynamic,石山矿野,Rock Tunnel,Rock Tunnel,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",11,
catalogue,MAIN:0x0330E2,fixed_or_dynamic,紫苑镇,Lavender Town,Lavender Town,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,
catalogue,MAIN:0x0330ED,fixed_or_dynamic,金黄市,Saffron City,Saffron City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,
catalogue,MAIN:0x0330F8,fixed_or_dynamic,彩虹市,Celadon City,Celadon City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,
catalogue,MAIN:0x033102,fixed_or_dynamic,枯叶市,Vermilion City,Vermilion City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",14,
catalogue,MAIN:0x03310D,fixed_or_dynamic,浅红市,Fuchsia City,Fuchsia City,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,
catalogue,MAIN:0x033118,fixed_or_dynamic,红莲镇,Cinnabar Island,Cinnabar Island,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",15,
catalogue,MAIN:0x033123,fixed_or_dynamic,冠军之路,Victory Road,Victory Road,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,
catalogue,MAIN:0x0331EF,dialogue,女孩:能来到这里不简单,GIRL: Getting here wasn't easy!,Getting here wasn't easy!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",24,dialogue_19_19
catalogue,MAIN:0x03320B,dialogue,女孩:之后就看你的,GIRL: The rest is up to you.,The rest is up to you.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",23,dialogue_19_19
catalogue,MAIN:0x033224,dialogue,男孩:看来你也是来挑战联盟的了,BOY: You're here to challenge the League too.,You're here to challenge the League too.,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BOY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",49,dialogue_19_19
catalogue,MAIN:0x033238,dialogue,男孩:你有机会夺取冠军啊,BOY: You could become Champion!,You could become Champion!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BOY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",28,dialogue_19_19
catalogue,MAIN:0x033253,dialogue,训兽师:觉悟吧,TAMER: Get ready!,Get ready!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'TAMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",10,dialogue_19_19
catalogue,MAIN:0x03326D,dialogue,训兽师:我已经觉悟了!,TAMER: I was ready!,I was ready!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'TAMER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",12,dialogue_19_19
catalogue,MAIN:0x033278,dialogue,魔术师:为什么要来这里?,JUGGLER: Why are you here?,Why are you here?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'JUGGLER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",17,dialogue_19_19
catalogue,MAIN:0x033290,dialogue,魔术师:你的目标的确伟大!,JUGGLER: Your goal is great!,Your goal is great!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'JUGGLER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x03329F,dialogue,"小茂:怎么了?小智在这里遇见你还真是偶然啊!你也去宠物精灵联盟啊?徽章也都收集齐了,干的不错嘛!不过在去联盟之前先和我比试一场吧!","GARY: Ash! What a surprise! Going to the Pokémon League? Got all the Badges? Not bad! First, a warm-up battle!","GARY: Ash! What a surprise! Going to the Pokémon League? Got all the Badges? Not bad! First, a warm-up battle!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",110,dialogue_19_19
catalogue,MAIN:0x03331B,dialogue,"小茂:我只是一时太大意了,可恶!不过你这样的水平想称霸精灵联盟...你还是多练习一下比较好!我多管闲事了啊,那我先走了!再会了...",GARY: I got careless! You need more practice before ruling the League. I've meddled enough. Smell ya later!,GARY: I got careless! You need more practice before ruling the League. I've meddled enough. Smell ya later!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",129,dialogue_19_19
catalogue,MAIN:0x033395,dialogue,守卫:啊!你拿的的确是联盟徽章!请通过吧!,GUARD: Those are League Badges! You may pass!,Those are League Badges! You may pass!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GUARD', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",43,dialogue_19_19
catalogue,MAIN:0x0333BD,dialogue,魔术师:你知道什么是魔术吗?,JUGGLER: Know what magic is?,Know what magic is?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'JUGGLER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",19,dialogue_19_19
catalogue,MAIN:0x0333E3,dialogue,魔术师:不可思议...,JUGGLER: Incredible...,Incredible...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'JUGGLER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",13,dialogue_19_19
catalogue,MAIN:0x0333FF,dialogue,"空手道:你辛苦了,不过也到此为止",BLACK BELT: You worked hard. Stop here!,"You've done well, but this is as far as you go!",corrected,natural_english+contextual_label_omission,"Restores the contrast and a complete idiomatic threat. Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",48,dialogue_19_19
catalogue,MAIN:0x033425,dialogue,空手道:我竟然输了...,BLACK BELT: I lost...,I lost...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BLACK BELT', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",9,dialogue_19_19
catalogue,MAIN:0x033436,dialogue,女孩:告诉你我要结婚了!,GIRL: I'm getting married!,I'm getting married!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",27,dialogue_19_19
catalogue,MAIN:0x03344F,dialogue,"女孩:我不想嫁人了,你做我老公好吗?",GIRL: I won't marry... Be my husband?,I won't marry... Be my husband?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",30,dialogue_19_19
catalogue,MAIN:0x03345D,dialogue,女孩:为什么我的精灵都不强呢?,GIRL: Why are all my Pokémon weak?,Why are all my Pokémon weak?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",32,dialogue_19_19
catalogue,MAIN:0x03347F,dialogue,女孩:是因为我没有用爱心吧...,GIRL: Maybe I didn't love them...,Maybe I didn't love them...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",26,dialogue_19_19
catalogue,MAIN:0x03349F,dialogue,男孩:我不会让你再前进的,BOY: You won't go farther!,You won't go farther!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BOY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",27,dialogue_19_19
catalogue,MAIN:0x0334BD,dialogue,男孩:是天意啊,BOY: It's fate...,It's fate...,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'BOY', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",12,dialogue_19_19
catalogue,MAIN:0x0334D1,dialogue,"裁判:未来的冠军,来到这里真不容易不过挑战四大天王的决胜规则就是将四人一一打败如果输了就从第一人从新打起!加油了!","REFEREE: Future Champion, getting here was hard! Beat all four in order. Lose, and restart from the first! Good luck!","Future Champion, getting here was hard! Beat all four in order. Lose, and restart from the first! Good luck!",corrected,contextual_label_omission,"Omits the contextual one-speaker label 'REFEREE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",112,dialogue_19_19
catalogue,MAIN:0x03353B,dialogue,女孩:现在就开始四大天王的对战!朝最强努力吧!,GIRL: Your Elite Four battles begin now! Go for the top!,Your Elite Four battles begin now! Go for the top!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'GIRL', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",53,dialogue_19_19
catalogue,MAIN:0x033583,dialogue,"加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!",LORELEI: Welcome to the League! I'm Lorelei of the Ice Elite Four! I fear nothing. Anger me and I'll freeze your Pokémon solid! Hahaha! Ready?,"LORELEI: Welcome to the League! I'm Lorelei of the Elite Four, an Ice-type master! I fear nothing. Anger me and I'll freeze your Pokémon solid! Hahaha! Ready?",corrected,natural_english,Replaces the unidiomatic title 'Ice Elite Four' while retaining every Chinese-source fact.,166,dialogue_19_19
catalogue,MAIN:0x033604,dialogue,"加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",LORELEI: Who are you...? I lost. Go to the next room.,LORELEI: Who are you...? I lost. Go to the next room.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",55,dialogue_19_19
catalogue,MAIN:0x03365E,dialogue,"西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!","BRUNO: I'm Bruno of the Ground Elite Four! Training makes people and Pokémon stronger! My team and I live by it! Ash, face our power!","BRUNO: I'm Bruno, the Elite Four's Ground-type master! Training makes people and Pokémon stronger. My team and I live by it! Ash, face our power!",corrected,natural_english,Recasts the unidiomatic title and keeps the NJ046 Ground-type claim.,158,dialogue_19_19
catalogue,MAIN:0x0336E4,dialogue,"西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",BRUNO: How did I lose...? Nothing more to say. Go on!,BRUNO: How did I lose...? Nothing more to say. Go on!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",57,dialogue_19_19
catalogue,MAIN:0x033715,dialogue,"菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!","AGATHA: I'm Agatha of the Ghost Elite Four. Pallet's Oak favors you! Once strong, you'd never know now. A Pokédex isn't enough. Pokémon are for fighting! I'll show you a real battle!","AGATHA: I'm Agatha, the Elite Four's Ghost-type master. I hear Oak of Pallet Town is fond of you! He was once strong, but you'd never know it now. A Pokédex isn't enough. Pokémon are for fighting! I'll show you a real battle!",corrected,natural_english,Repairs the possessive and gives the Oak comparison an explicit subject.,235,dialogue_19_19
catalogue,MAIN:0x033814,dialogue,"菊子:真了不起啊,是你胜了,大木博士真有眼光,我心服口服你就朝下一个房间去吧!","AGATHA: You win! I see what Oak saw in you. Go on, child!","AGATHA: You win! I see what Oak saw in you. Go on, child!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",56,dialogue_19_19
catalogue,MAIN:0x033861,dialogue,"瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!","LANCE: I am Lance of the Dragon Elite Four! Dragons are sacred legends, hard to catch but supreme when raised well. Common attacks are useless against them! Prepare to lose, Ash!","LANCE: I'm Lance, the Elite Four's Dragon-type master! Dragons are sacred legends, hard to catch but supreme when raised well. Common attacks are useless against them! Prepare to lose, Ash!",corrected,natural_english,Replaces the unidiomatic title without dropping the NJ046 dragon claims.,200,dialogue_19_19
catalogue,MAIN:0x0338F4,dialogue,"瓦它诺:虽然难过但你的技术一流!我想说小智从今开始你是宠物精灵联盟的冠军!但你必须再与一人战斗不可!那位训练家就是...小茂!他比你早战胜我们四天王,所以你们要决出真正的冠军,去吧小智!","LANCE: My dragons lost! You're first-rate, but Gary beat us first. Battle him for the true Champion title! Go, Ash!","LANCE: My dragons lost! You're first-rate, but Gary beat us first. Battle him for the true Champion title! Go, Ash!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",129,dialogue_19_19
catalogue,MAIN:0x0339A9,dialogue,"小茂:小智啊?你也来了?既然做为对手的你这么弱也没什么好竞争的!我在收集图鉴的同时也找到一些完美的精灵!告诉你吧,我就是世界最强的精灵训练师!!","GARY: Ash! A weak rival is no competition! While completing my Pokédex, I found the perfect Pokémon. I'm the world's strongest Trainer!","GARY: Ash! A weak rival is no competition! While filling my Pokédex, I found some perfect Pokémon. I'm the world's strongest Trainer!",corrected,natural_english,Avoids falsely claiming that Gary completed the Pokédex and preserves the source's plural Pokémon.,151,dialogue_19_19
catalogue,MAIN:0x033A48,dialogue,"大木博士:堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小茂...真是可惜!听说你战胜四天王而飞奔到这里,但看到你到最后输了!你知道为什么会输吗?因为你忘了给予精灵们信任和感情!所以你再怎么努力也不可能站在高峰的!","PROF. OAK: Fair and square! Congrats, Ash. You've grown strong since getting Pikachu, and grown up! Gary, what a shame. I rushed here after hearing you beat the Elite Four, but saw you lose. Why? You forgot to trust and love your Pokémon. Without that, you'll never reach the top!","PROF. OAK: Fair and square! Congrats, Ash. You've grown strong since getting Pikachu, and grown up! Gary, what a shame. I rushed here after hearing you beat the Elite Four, but saw you lose. Why? You forgot to trust and love your Pokémon. Without that, you'll never reach the top!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",299,dialogue_19_19
catalogue,MAIN:0x033B7F,dialogue,"大木博士:小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",PROF. OAK: Ash! Your victory wasn't yours alone. Your Pokémon bond is marvelous! Come with me!,PROF. OAK: Ash! Your victory wasn't yours alone. Your bond with your Pokémon is marvelous! Come with me!,corrected,natural_english,Repairs the malformed possessive 'Your Pokémon bond'.,122,dialogue_19_19
catalogue,MAIN:0x033BFE,dialogue,"大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你","PROF. OAK: Ash, fierce battles made you Champion! Record your name and each Pokémon's. Let's go home; Mom must miss you.","PROF. OAK: Ash, fierce battles made you Champion! Record your name and each Pokémon's. Let's go home; Mom must miss you.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",128,dialogue_19_19
catalogue,MAIN:0x033CB1,dialogue,"妈妈:听说华蓝市附近有个山洞发生异常,连精灵联盟的四天王加纳都去调查了...",MOM: Heard a cave near Cerulean is in turmoil. Even Lorelei of the Elite Four went to investigate...,I heard a cave near Cerulean is in turmoil. Even Lorelei of the Elite Four went to investigate...,corrected,natural_english+contextual_label_omission,"Restores the omitted hearsay subject. Omits the contextual one-speaker label 'MOM', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",109,dialogue_19_19
catalogue,MAIN:0x033CF0,dialogue,"裁判:真是抱歉,四天王的加纳因为不在所以现在联盟暂停训练家挑战...加纳好像去华蓝市调查异变去了...","REFEREE: Sorry. Lorelei's away, so League challenges pause. Seems she went to Cerulean to investigate trouble...","Sorry. Lorelei's away, so League challenges are paused. It seems she went to Cerulean to investigate trouble...",corrected,natural_english+contextual_label_omission,"Restores the omitted subject and natural passive status. Omits the contextual one-speaker label 'REFEREE', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",143,dialogue_19_19
catalogue,MAIN:0x033D5B,dialogue,超梦:......,MEWTWO: ...,MEWTWO: ...,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",10,dialogue_19_19
catalogue,MAIN:0x033D67,dialogue,加纳:原来发生异变的原因就是这只超梦引起的.,LORELEI: So Mewtwo caused the disturbance.,LORELEI: So Mewtwo caused the disturbance.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",50,dialogue_19_19
catalogue,MAIN:0x033E5F,dialogue,船员:那个是梦幻船票??那么请进!!欢迎再次来乘做铁达尼号!,SAILOR: A Mystic Ticket? Board! Welcome back to the Titanic!,A Mystic Ticket? Board! Welcome back to the Titanic!,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",53,dialogue_19_19
catalogue,MAIN:0x033EAA,dialogue,凤凰:......,HO-OH: ...,HO-OH: ...,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",9,dialogue_19_19
catalogue,MAIN:0x033EEA,dialogue,路基亚:......,LUGIA: ...,LUGIA: ...,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",9,dialogue_19_19
catalogue,MAIN:0x033EF8,dialogue,"船员:怎么样,是场神奇的旅行吧.现在精灵联盟因为四天王的加纳又回来了,所以又开始接受新的冠军挑战了!","SAILOR: Magical trip, right? Lorelei is back, so Champion challenges are open again!","Quite a magical trip, right? Lorelei is back, so Champion challenges are open again!",corrected,natural_english+contextual_label_omission,"Turns the opening noun fragment into a natural question. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",91,dialogue_19_19
catalogue,MAIN:0x033F45,dialogue,"加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!",LORELEI: Welcome to the League! I'm Lorelei of the Ice Elite Four! I fear nothing. Anger me and I'll freeze your Pokémon solid! Hahaha! Ready?,"LORELEI: Welcome to the League! I'm Lorelei of the Elite Four, an Ice-type master! I fear nothing. Anger me and I'll freeze your Pokémon solid! Hahaha! Ready?",corrected,natural_english,Applies the same corrected duplicated Elite Four introduction.,166,dialogue_19_19
catalogue,MAIN:0x033FC5,dialogue,"加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",LORELEI: Who are you...? I lost. Go to the next room.,LORELEI: Who are you...? I lost. Go to the next room.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",55,dialogue_19_19
catalogue,MAIN:0x033FFF,dialogue,"西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!","BRUNO: I'm Bruno of the Ground Elite Four! Training makes people and Pokémon stronger! My team and I live by it! Ash, face our power!","BRUNO: I'm Bruno, the Elite Four's Ground-type master! Training makes people and Pokémon stronger. My team and I live by it! Ash, face our power!",corrected,natural_english,Applies the same corrected duplicated Elite Four introduction.,158,dialogue_19_19
catalogue,MAIN:0x03407F,dialogue,"西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",BRUNO: How did I lose...? Nothing more to say. Go on!,BRUNO: How did I lose...? Nothing more to say. Go on!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",57,dialogue_19_19
catalogue,MAIN:0x0340C1,dialogue,"菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!","AGATHA: I'm Agatha of the Ghost Elite Four. Pallet's Oak favors you! Once strong, you'd never know now. A Pokédex isn't enough. Pokémon are for fighting! I'll show a real battle!","AGATHA: I'm Agatha, the Elite Four's Ghost-type master. I hear Oak of Pallet Town is fond of you! He was once strong, but you'd never know it now. A Pokédex isn't enough. Pokémon are for fighting! I'll show you a real battle!",corrected,natural_english,Applies the same corrected duplicated Elite Four introduction.,235,dialogue_19_19
catalogue,MAIN:0x034169,dialogue,"瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!","LANCE: I am Lance of the Dragon Elite Four! Dragons are sacred legends, hard to catch but supreme when raised well. Common attacks are useless against them! Prepare to lose, Ash!","LANCE: I'm Lance, the Elite Four's Dragon-type master! Dragons are sacred legends, hard to catch but supreme when raised well. Common attacks are useless against them! Prepare to lose, Ash!",corrected,natural_english,Applies the same corrected duplicated Elite Four introduction.,200,dialogue_19_19
catalogue,MAIN:0x034207,dialogue,瓦它诺:虽然难过但你的技术一流!不过要想成为真正的冠军就应该进入冠军的房间打败里面的训练师!!他比你早一步打败我们四天王!,"LANCE: You're first-rate! But to become the true Champion, enter the Champion's room and defeat the Trainer who beat us before you!","LANCE: You're first-rate! But to become the true Champion, enter the Champion's room and defeat the Trainer who beat us before you!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",137,dialogue_19_19
catalogue,MAIN:0x03427E,dialogue,小智:你们就是新的冠军?啊?难道你们是...,ASH: You're the new Champions? Huh? Are you...,ASH: You're the new Champions? Huh? Are you...,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",44,dialogue_19_19
catalogue,MAIN:0x0343EF,dialogue,"小次郎:居然又输了,有本事去挑战我们的新老大!!","JAMES: We lost again! If you're so tough, challenge our new boss!","JAMES: We lost again! If you're so tough, challenge our new boss!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",70,dialogue_19_19
catalogue,MAIN:0x03447C,dialogue,"大木博士:你又堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!","PROF. OAK: Fair and square again! Congratulations, Ash! You've grown strong since Pikachu. Your victory was not yours alone; your Pokémon bond is marvelous! Come with me!","PROF. OAK: Fair and square again! Congratulations, Ash! You've grown strong since Pikachu. Your victory was not yours alone; your Pokémon bond is marvelous! Come with me!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",198,dialogue_19_19
catalogue,MAIN:0x03456E,dialogue,"大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你","PROF. OAK: Fierce battles made you Champion, Ash! Your name and Pokémon go on record. Let's go home. Mom must miss you!","PROF. OAK: Fierce battles made you Champion, Ash! Your name and Pokémon go on record. Let's go home. Mom must miss you!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",118,dialogue_19_19
catalogue,MAIN:0x0345E4,dialogue,"妈妈:我听说你要去彩虹市的南晶科技开发部挑战名叫卡美优的训练师!听说他的精灵至今还没有被人打败过,你千万要小心啊...",MOM: Heard you'll challenge Kameiyu at Nanjing Tech's Celadon development office. His team is said unbeaten. Be careful...,I heard you'll challenge Kameiyu at Nanjing Tech's Celadon development office. They say his Pokémon are undefeated. Be careful...,corrected,natural_english+contextual_label_omission,"Replaces the unidiomatic 'His team is said unbeaten' and preserves the creator-cameo provenance. Omits the contextual one-speaker label 'MOM', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",143,dialogue_19_19
