stable_key,dialogue_id,reference_class,chinese_text,english_v2,disposition,source_url,source_revision,review_note
MAIN:0x038D9F,D0317,Red/Blue/Yellow shared,男孩:你有战胜的自信的话就去挑战小刚吧!,"If you're confident, go challenge Brock!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038DBF,D0318,Pokémon Yellow,"裁判:你要不要朝宠物精灵冠军试试啊?我虽不是训练家但我可给你一些意见,你的比卡丘想赢这道场满难的!小刚所使用的地面系精灵是不受电气攻击的影响!",Let's get happening! Want to be Champion? Pikachu will struggle here. Electric attacks can't hurt Brock's Ground Pokémon!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038EFE,D0322,Red/Blue/Yellow shared,"小刚:哈哈,真厉害呢我给你宠物精灵联盟公认的灰色徽章!",BROCK: I took you for granted. Here's the official Boulder Badge!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038F49,D0323,Red/Blue/Yellow shared,得到灰色徽章,Got the Boulder Badge!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x038F91,D0325,Red/Blue/Yellow shared,得到技能机器34!,Got TM35!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03906E,D0328,Red/Blue/Yellow shared,裁判:真不愧是强手!就是这样一来朝宠物精灵联盟冠军前进!,Just as I thought! You're Pokémon Champ material!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0392A6,D0345,Red/Blue/Yellow shared,大爷:只告诉你一个好消息...!秘密的鲤鱼王只卖500元!你买不买?,Great deal! A secret Magikarp for just $500! What do you say?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0392E5,D0346,Red/Blue/Yellow shared,是吗?真是可惜,Oh? What a shame.,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x0392F0,D0347,Red/Blue/Yellow shared,得到鲤鱼王,Got Magikarp!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x039540,D0364,Red/Blue/Yellow shared,"研究员:等一下!这化石是我发现的,两个都是我的!","Hey, stop! I found both fossils. They're mine!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0395AE,D0367,Red/Blue/Yellow shared,"研究员:好吧,就分你一个好了,我和你各拿一个化石,一个人独吞是不行的哟",We'll each take one! No being greedy!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039660,D0369,Pokémon Yellow,火箭队:等一下!化石是我们火箭队的东西!,Stop! That fossil belongs to Team Rocket!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0396E6,D0372,Pokémon Yellow,小次郎:没想到会输...,JAMES: We never expected to lose...,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x0396FD,D0373,Pokémon Yellow,武藏:好讨厌的感觉哟...,JESSIE: What an awful feeling...,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03971B,D0374,Pokémon Yellow,喵喵:喵...,MEOWTH: Meow...,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x039770,D0375,Red/Blue/Yellow shared,"警察:真是可怜!家里糟了小偷,我知道犯人是谁!是火箭队,警察也对他们很头疼呢!",This family was robbed by Team Rocket. Even our Police Force struggles with them!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0397E8,D0376,Red/Blue/Yellow shared,裁判:未来的冠军给你一些建议吧!这里的馆长阿霞是使用水系的精灵!如果用植物系的怪物来吸取水份或用电系来使之麻痹也行,Future Champ! Misty is a Water Pokémon pro. Use Grass to drain them or Electric moves to stun them!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039875,D0378,Red/Blue/Yellow shared,游泳男:阿霞会成为一位很强的训练家!才不会输给你呢!,Misty will keep improving! She won't lose to someone like you!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03989A,D0379,Red/Blue/Yellow shared,游泳女:对付你我就够了!用不着阿霞亲自动手!,I'm more than good enough for you! Misty can wait!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039A24,D0384,Red/Blue/Yellow shared,"小茂:嗨嗨,我到马沙家他给我看了许多珍贵的宠物精灵耶!托他的福,我的精灵图鉴又增加了好几页呢,总之马沙是一位有名的宠物精灵收集家!电脑通信的精灵保管系统也是他做的,如果你也有使用真应该去向他道谢呢","GARY: Bill showed me rare Pokémon and added several pages to my Pokédex. He's a famous collector who built PC Storage. If you use it, thank him!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x039AC6,D0385,Red/Blue/Yellow shared,"捉虫少年:如果你能连续打败五人,将可得到丰富的奖品你能胜利吗?",Nugget Bridge! Beat five Trainers for a fabulous prize! Got what it takes?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B19,D0387,Red/Blue/Yellow shared,迷你裙:第二人正是我!现在才是真正的战斗!,I'm second! Now it's serious!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B59,D0390,Red/Blue/Yellow shared,侦察员:我就是最后的第五人了!来吧!!,I'm fifth and last! Come on!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B6A,D0391,Red/Blue/Yellow shared,"火箭队:太精彩了,按照约定这个礼物给你吧",Congratulations! Here's your promised prize!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039B86,D0392,Red/Blue/Yellow shared,得到月之石,Got a Moon Stone!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x039C17,D0397,Pokémon Yellow,"男孩:我不会培育宠物精灵,觉的它怪可怜的正想放生这只小火龙...如果你能好好照顾他的话,我就把它送给你如何?","I'm bad at raising Pokémon. I should release poor Charmander. Promise to care for it, and it's yours.",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039C62,D0398,Pokémon Yellow,是吗?那我只好放生了...,Oh... I'd better release it then.,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039D74,D0408,Pokémon Yellow,得到小火龙,Got Charmander!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x039E91,D0419,Red/Blue/Yellow shared,"马沙:大家好,我是马沙!大家都叫我精灵迷!你那是什么眼神?不相信的样子...我是实验失败才和精灵粘在一起的你能救我吗?我要进入传送机里,分离程序就拜托你了!对,就是那部电脑!","BILL: Hiya! I'm Bill, a true Pokémaniac! A failed experiment fused me with a Pokémon. Help me out! When I'm in the Teleporter, run the Cell Separation System on my PC!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039F3F,D0421,Red/Blue/Yellow shared,"马沙:谢谢你,你是来看我的收集品的是吗?对了这是给你的谢礼",BILL: Thanks! Did you come to see my collection? Take this reward!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x039F7C,D0422,Red/Blue/Yellow shared,得到船票,Received an S.S. Ticket!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x039F8C,D0423,Red/Blue/Yellow shared,"马沙:现在枯叶市枯叶港来了一搜铁达尼号听说也来了许多训练家呢,我有一张船票但我不喜欢派对,你去玩玩吧","BILL: The Titanic has docked at Vermilion Harbor, and many Trainers are aboard. I have a ticket, but I don't like parties. Why don't you go?",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A1C4,D0441,Red/Blue/Yellow shared,"船员:欢迎来到铁达尼号!请等一等,客人你的票呢?","Welcome to the Titanic! Excuse me, do you have a ticket?",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A1E6,D0442,Red/Blue/Yellow shared,"船员:谢谢,欢迎你上船!",Great! Welcome aboard!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A4B8,D0468,Red/Blue/Yellow shared,"小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!",GARY: The Cut master aboard is just a seasick old man! Go see him. Smell ya!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A525,D0471,Red/Blue/Yellow shared,船员:船已经出发了,The ship has left.,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03A538,D0472,Red/Blue/Yellow shared,水手:就算你的精灵有多强都不可能是你这种小孩该来的!,"This is no place for a kid, no matter how strong your Pokémon are!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A555,D0473,Pokémon Yellow,女警君莎:抓到最近老是恶作剧的杰尼龟,JENNY: I caught a Squirtle that kept causing mischief.,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A57C,D0474,Red/Blue/Yellow shared,裁判:为来的冠军!马其斯少佐的外号叫闪电美国!使用电系精灵可称的上美国第一!飞行类和水类是不适用的...,"Future Champ! Lt. Surge, the Lightning American, is America's best with Electric Pokémon. Avoid Flying and Water types!",chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03A60F,D0476,Red/Blue/Yellow shared,得到依布,Got Eevee!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03A62F,D0478,Red/Blue/Yellow shared,得到特技01居合斩,Got HM01: CUT!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03A745,D0482,Red/Blue/Yellow shared,得到技能24,Got TM24!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03A88A,D0488,Pokémon Yellow,是吗?谁能领养这只杰尼龟呢...,Oh... Who will adopt Squirtle?,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03A8A5,D0489,Pokémon Yellow,"拜托了,要好好照顾它哦!",JENNY: Please treat Squirtle right!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03A9D1,D0502,Red/Blue/Yellow shared,"小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!",GARY: The Cut master aboard is just a seasick old man! Go see him. Smell ya!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03AB27,D0515,Red/Blue/Yellow shared,"爷爷:听说这个是地鼠挖的山洞,好像能通到常青市的样子","They say Diglett dug this tunnel, maybe all the way to Viridian.",chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03ABA2,D0517,Red/Blue/Yellow shared,得到特技05,Got HM05!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03B188,D0563,Pokémon Yellow,"我终于明白了好好照顾宠物精灵,妙蛙种子很有精神,其实精灵也在找训练师,你能不能帮我照顾这只妙蛙种子呢?",I learned to care for Pokémon. Bulbasaur is thriving and seeks a Trainer. Will you care for it?,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B1FF,D0565,Pokémon Yellow,那拜托你了!,Please take good care of Bulbasaur!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B20E,D0566,Pokémon Yellow,得到妙蛙种子,Got Bulbasaur!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03B44A,D0588,Pokémon Yellow,女孩:对已死去的皮皮一直无法忘怀...糟糕又哭了...,"I can't forget my dead Clefairy... Oh no, I'm crying again...",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03B4B9,D0590,Red/Blue/Yellow shared,"小茂:小智?你怎么也到这里来了,你的精灵死了吗?混蛋不是还活着吗!!小心我把你打的不能站起来!",GARY: Ash? Why are you here? Your Pokémon aren't dead! I can at least knock them flat! Let's go!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03B592,D0592,Red/Blue/Yellow shared,修女:我们也不知道幽灵的真正身份...如果有幽灵眼镜的话说不定就能知道了...,Ghosts' true forms elude us. A Silph Scope may reveal them...,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03B7C8,D0612,Pokémon Yellow,"裁判:哈哈哈,这个道馆好啊,都是女生!",Heheh! This Gym is great! It's full of women!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B7E8,D0613,Pokémon Yellow,水手:你一定会被佳丽亚打败的!,Erika will beat you!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03B7F5,D0614,Pokémon Yellow,"女孩:可拉可拉的妈妈就是在逃出来的时候被火箭队杀了,我也看到了!",I saw Team Rocket kill Cubone's mother as she fled!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03B835,D0615,Pokémon Yellow,女生:喂!这里是只有女孩才能进入的!,Hey! Only girls are allowed in here!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03B8F9,D0622,Pokémon Yellow,"迷你裙:喂,虫系和火系的精灵别带到这里来!",Don't bring Bug- or Fire-type Pokémon here!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03B9F1,D0629,Red/Blue/Yellow shared,"佳丽亚:真是强啊!这个彩虹徽章就奉送给您吧,有了这个徽章就能使用怪力术了!",ERIKA: You're very strong! Please take the Rainbow Badge. It lets you use Strength!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03BAF9,D0633,Red/Blue/Yellow shared,啊?在海报的后面有秘密按钮!按按看吧!,Hey! A switch behind the poster!? Let's push it!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BB1B,D0634,Pokémon Yellow,火箭队:你是什么人?如何进到这里来的?,Who are you? How'd you get in?,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03BB57,D0636,Red/Blue/Yellow shared,火箭队:悄悄潜入火箭队的是什么家伙?,Who are you? How did you get here?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BB86,D0638,Pokémon Yellow,火箭队:老大说过使用精灵眼镜可看到平时看不到的幽灵...,Boss says Silph Scope reveals unseen ghosts...,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03BBFA,D0642,Red/Blue/Yellow shared,火箭队:发现侵入者!,Intruder alert!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03BC0A,D0643,Red/Blue/Yellow shared,火箭队:在找精灵眼镜吗?我不知道,Silph Scope? I don't know where it is!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BE50,D0660,Red/Blue/Yellow shared,得到特技02飞天,Got HM02: FLY!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03BE5E,D0661,Pokémon Yellow,火箭队:好大的胆子还敢到这里来捣乱!!,JAMES: How dare you come here and cause trouble again!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03BFD6,D0664,Red/Blue/Yellow shared,得到精灵眼镜,Got Silph Scope!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03C114,D0677,Pokémon Yellow,"火箭队:可恶,这样下去的话火箭队的基地会被发现的!要赶快和老大联络才行!",Darn! Our base may be found! I must alert Boss!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x03C28D,D0688,Pokémon Yellow,火箭队:这个吉野老头真难缠!不打败我们是救不了吉野老头的!,JESSIE: Pesky Mr. Fuji! Beat us to save him!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C370,D0690,Red/Blue/Yellow shared,"吉野:你是来救我的吗?谢谢你...我是来告诫可拉可拉的母亲嘎拉嘎拉之灵而来的,看样子嘎拉嘎拉到天国去了!真要感谢你们特地来这!那现在跟我一起回家","MR. FUJI: Did you come to rescue me? Thank you... I came to calm the spirit of Marowak, Cubone's mother. It seems she has gone to heaven. Thank you for coming all this way. Now, come home with me.",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x03C464,D0692,Red/Blue/Yellow shared,"吉野:吹起宠物精灵笛就算是熟睡的精灵也会跳起,遇到睡着的精灵使用看看吧!",MR. FUJI: The Poké Flute wakes even sleeping Pokémon. Use it when you meet one!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C493,D0693,Red/Blue/Yellow shared,守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...,I'm parched! Fresh Water for me? Thanks! I'll let you pass.,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03C722,D0714,Pokémon Yellow,火箭队:新力已经是我们的了,Silph is ours!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
